b	epr	epra	sepr	seprs	sepra	seprsa
331.185	-292	525.176	-92	117.286	652.392	127.216
331.189	-285	525.047	-91	118.286	652.796	127.749
331.192	-282	524.929	-91	118.286	653.201	128.271
331.195	-280	524.818	-90	119.286	653.609	128.791
331.199	-281	524.703	-90	119.286	654.017	129.314
331.202	-281	524.588	-90	119.286	654.425	129.837
331.206	-281	524.473	-90	119.286	654.833	130.359
331.209	-281	524.358	-89	120.286	655.244	130.886
331.212	-281	524.244	-88	121.286	655.659	131.415
331.216	-281	524.129	-88	121.286	656.074	131.945
331.219	-283	524.007	-87	122.286	656.492	132.485
331.223	-284	523.882	-85	124.286	656.917	133.035
331.226	-286	523.75	-84	125.286	657.346	133.596
331.23	-287	523.615	-85	124.286	657.771	134.156
331.233	-289	523.473	-86	123.286	658.192	134.72
331.236	-291	523.324	-86	123.286	658.614	135.291
331.24	-291	523.175	-86	123.286	659.036	135.861
331.243	-291	523.026	-87	122.286	659.454	136.429
331.247	-291	522.877	-87	122.286	659.872	136.996
331.25	-291	522.728	-85	124.286	660.297	137.57
331.254	-290	522.582	-84	125.286	660.726	138.144
331.257	-288	522.443	-83	126.286	661.158	138.715
331.26	-286	522.311	-80	129.286	661.6	139.289
331.264	-283	522.19	-78	131.286	662.049	139.859
331.267	-281	522.075	-75	134.286	662.508	140.434
331.271	-278	521.97	-74	135.286	662.971	141.001
331.274	-277	521.869	-76	133.286	663.427	141.558
331.277	-275	521.775	-78	131.286	663.876	142.101
331.281	-275	521.68	-81	128.286	664.315	142.634
331.284	-276	521.583	-82	127.286	664.75	143.168
331.288	-276	521.485	-81	128.286	665.189	143.704
331.291	-277	521.384	-80	129.286	665.631	144.247
331.295	-279	521.276	-80	129.286	666.073	144.798
331.298	-279	521.168	-81	128.286	666.512	145.344
331.301	-280	521.056	-80	129.286	666.954	145.898
331.305	-278	520.952	-78	131.286	667.403	146.452
331.308	-276	520.854	-75	134.286	667.862	147.009
331.312	-273	520.766	-73	136.286	668.329	147.562
331.315	-271	520.686	-73	136.286	668.795	148.109
331.318	-269	520.612	-72	137.286	669.264	148.652
331.322	-270	520.535	-71	138.286	669.737	149.202
331.325	-272	520.451	-69	140.286	670.217	149.766
331.329	-275	520.356	-67	142.286	670.704	150.347
331.332	-276	520.259	-67	142.286	671.19	150.932
331.336	-276	520.161	-66	143.286	671.68	151.519
331.339	-276	520.063	-67	142.286	672.167	152.104
331.342	-276	519.965	-67	142.286	672.654	152.688
331.346	-275	519.871	-64	145.286	673.151	153.279
331.349	-272	519.787	-61	148.286	673.658	153.871
331.353	-271	519.706	-60	149.286	674.168	154.462
331.356	-272	519.622	-60	149.286	674.679	155.056
331.36	-276	519.525	-61	148.286	675.186	155.661
331.363	-278	519.42	-64	145.286	675.683	156.263
331.366	-279	519.312	-64	145.286	676.18	156.868
331.37	-278	519.207	-63	146.286	676.68	157.473
331.373	-276	519.11	-62	147.286	677.184	158.074
331.377	-274	519.019	-61	148.286	677.691	158.672
331.38	-271	518.938	-61	148.286	678.198	159.26
331.383	-271	518.858	-61	148.286	678.705	159.848
331.387	-272	518.773	-60	149.286	679.216	160.442
331.39	-272	518.689	-61	148.286	679.723	161.034
331.394	-273	518.602	-63	146.286	680.223	161.621
331.397	-271	518.521	-64	145.286	680.72	162.199
331.401	-271	518.441	-64	145.286	681.217	162.776
331.404	-273	518.353	-64	145.286	681.714	163.361
331.407	-275	518.259	-65	144.286	682.207	163.948
331.411	-277	518.158	-65	144.286	682.701	164.543
331.414	-277	518.056	-65	144.286	683.194	165.138
331.418	-278	517.952	-67	142.286	683.681	165.729
331.421	-280	517.841	-68	141.286	684.164	166.324
331.424	-281	517.726	-69	140.286	684.644	166.918
331.428	-283	517.604	-70	139.286	685.12	167.516
331.431	-284	517.479	-69	140.286	685.6	168.121
331.435	-285	517.35	-68	141.286	686.083	168.733
331.438	-287	517.215	-66	143.286	686.573	169.358
331.442	-287	517.08	-66	143.286	687.063	169.984
331.445	-284	516.955	-66	143.286	687.553	170.599
331.448	-281	516.84	-64	145.286	688.05	171.211
331.452	-278	516.735	-63	146.286	688.551	171.815
331.455	-279	516.627	-60	149.286	689.061	172.434
331.459	-281	516.512	-58	151.286	689.579	173.066
331.462	-283	516.391	-57	152.286	690.099	173.709
331.465	-284	516.266	-56	153.286	690.624	174.358
331.469	-286	516.134	-58	151.286	691.141	175.007
331.472	-288	515.995	-59	150.286	691.655	175.66
331.476	-288	515.856	-61	148.286	692.162	176.306
331.479	-285	515.728	-61	148.286	692.669	176.942
331.483	-283	515.606	-60	149.286	693.18	177.574
331.486	-278	515.501	-59	150.286	693.694	178.192
331.489	-276	515.404	-58	151.286	694.211	178.808
331.493	-274	515.313	-58	151.286	694.729	179.416
331.496	-274	515.222	-57	152.286	695.25	180.028
331.5	-276	515.124	-56	153.286	695.774	180.65
331.503	-278	515.02	-55	154.286	696.301	181.282
331.507	-277	514.918	-54	155.286	696.833	181.914
331.51	-276	514.821	-53	156.286	697.367	182.546
331.513	-276	514.723	-50	159.286	697.912	183.189
331.517	-276	514.625	-49	160.286	698.46	183.835
331.52	-274	514.534	-48	161.286	699.011	184.477
331.524	-272	514.45	-49	160.286	699.56	185.109
331.527	-272	514.366	-49	160.286	700.108	185.742
331.53	-270	514.289	-48	161.286	700.659	186.371
331.534	-269	514.215	-48	161.286	701.211	186.996
331.537	-270	514.138	-49	160.286	701.759	187.621
331.541	-271	514.057	-48	161.286	702.311	188.254
331.544	-273	513.97	-47	162.286	702.866	188.896
331.548	-275	513.875	-45	164.286	703.428	189.552
331.551	-278	513.771	-45	164.286	703.989	190.219
331.554	-280	513.659	-45	164.286	704.551	190.892
331.558	-282	513.541	-45	164.286	705.113	191.572
331.561	-282	513.423	-45	164.286	705.675	192.252
331.565	-284	513.298	-47	162.286	706.23	192.932
331.568	-286	513.166	-48	161.286	706.782	193.616
331.571	-288	513.027	-50	159.286	707.326	194.299
331.575	-288	512.888	-49	160.286	707.875	194.986
331.578	-286	512.756	-48	161.286	708.426	195.67
331.582	-285	512.628	-48	161.286	708.978	196.35
331.585	-283	512.506	-48	161.286	709.529	197.023
331.589	-283	512.385	-48	161.286	710.081	197.696
331.592	-283	512.263	-46	163.286	710.639	198.376
331.595	-282	512.145	-44	165.286	711.205	199.06
331.599	-280	512.033	-40	169.286	711.784	199.75
331.602	-278	511.929	-36	173.286	712.376	200.447
331.606	-277	511.828	-35	174.286	712.972	201.145
331.609	-278	511.723	-35	174.286	713.568	201.845
331.613	-279	511.615	-35	174.286	714.164	202.549
331.616	-280	511.504	-35	174.286	714.76	203.257
331.619	-282	511.385	-33	176.286	715.363	203.978
331.623	-282	511.267	-32	177.286	715.969	204.702
331.626	-281	511.152	-30	179.286	716.583	205.43
331.63	-280	511.041	-30	179.286	717.196	206.155
331.633	-279	510.933	-29	180.286	717.812	206.879
331.636	-278	510.828	-28	181.286	718.432	207.604
331.64	-275	510.734	-27	182.286	719.056	208.322
331.643	-272	510.65	-26	183.286	719.682	209.032
331.647	-268	510.579	-27	182.286	720.306	209.726
331.65	-264	510.523	-28	181.286	720.926	210.403
331.654	-262	510.473	-28	181.286	721.546	211.073
331.657	-260	510.43	-29	180.286	722.162	211.732
331.66	-259	510.39	-29	180.286	722.779	212.389
331.664	-259	510.351	-29	180.286	723.395	213.045
331.667	-259	510.311	-29	180.286	724.012	213.701
331.671	-259	510.271	-28	181.286	724.632	214.361
331.674	-259	510.232	-27	182.286	725.255	215.024
331.677	-260	510.189	-26	183.286	725.882	215.693
331.681	-264	510.132	-25	184.286	726.512	216.38
331.684	-268	510.062	-24	185.286	727.146	217.084
331.688	-270	509.984	-21	188.286	727.79	217.805
331.691	-270	509.907	-18	191.286	728.444	218.537
331.695	-271	509.826	-16	193.286	729.105	219.278
331.698	-272	509.742	-15	194.286	729.769	220.027
331.701	-272	509.658	-14	195.286	730.437	220.779
331.705	-273	509.571	-14	195.286	731.105	221.534
331.708	-274	509.48	-12	197.286	731.78	222.3
331.712	-274	509.389	-10	199.286	732.461	223.072
331.715	-277	509.288	-8	201.286	733.149	223.862
331.718	-279	509.18	-6	203.286	733.845	224.665
331.722	-281	509.065	-5	204.286	734.543	225.478
331.725	-280	508.954	-2	207.286	735.252	226.298
331.729	-278	508.849	0	209.286	735.968	227.119
331.732	-278	508.744	2	211.286	736.69	227.946
331.736	-277	508.643	6	215.286	737.427	228.783
331.739	-275	508.549	9	218.286	738.173	229.624
331.742	-272	508.465	11	220.286	738.926	230.461
331.746	-271	508.384	12	221.286	739.683	231.299
331.749	-270	508.307	12	221.286	740.44	232.133
331.753	-269	508.233	12	221.286	741.196	232.963
331.756	-269	508.159	13	222.286	741.957	233.797
331.76	-268	508.089	14	223.286	742.72	234.631
331.763	-268	508.019	13	222.286	743.48	235.462
331.766	-269	507.945	12	221.286	744.237	236.292
331.77	-270	507.868	12	221.286	744.994	237.126
331.773	-273	507.78	12	221.286	745.75	237.97
331.777	-275	507.686	13	222.286	746.51	238.825
331.78	-276	507.588	13	222.286	747.271	239.683
331.783	-276	507.49	14	223.286	748.034	240.544
331.787	-275	507.396	14	223.286	748.798	241.402
331.79	-274	507.305	14	223.286	749.561	242.256
331.794	-274	507.214	16	225.286	750.332	243.117
331.797	-274	507.123	17	226.286	751.106	243.982
331.801	-274	507.032	16	225.286	751.876	244.843
331.804	-276	506.935	15	224.286	752.643	245.708
331.807	-278	506.83	14	223.286	753.406	246.576
331.811	-278	506.726	15	224.286	754.173	247.448
331.814	-280	506.614	15	224.286	754.94	248.326
331.818	-278	506.51	14	223.286	755.704	249.194
331.821	-276	506.412	14	223.286	756.467	250.056
331.824	-275	506.318	15	224.286	757.234	250.917
331.828	-273	506.23	16	225.286	758.005	251.775
331.831	-271	506.149	16	225.286	758.775	252.626
331.835	-270	506.072	17	226.286	759.549	253.477
331.838	-270	505.995	18	227.286	760.326	254.331
331.842	-269	505.921	19	228.286	761.107	255.186
331.845	-266	505.858	21	230.286	761.894	256.037
331.848	-264	505.801	22	231.286	762.685	256.884
331.852	-262	505.751	25	234.286	763.486	257.735
331.855	-262	505.701	27	236.286	764.294	258.593
331.859	-263	505.648	29	238.286	765.109	259.461
331.862	-265	505.588	29	238.286	765.924	260.336
331.865	-266	505.524	31	240.286	766.746	261.222
331.869	-265	505.464	33	242.286	767.574	262.11
331.872	-263	505.411	35	244.286	768.41	262.999
331.876	-261	505.364	36	245.286	769.248	263.884
331.879	-262	505.314	39	248.286	770.097	264.783
331.883	-264	505.258	42	251.286	770.957	265.699
331.886	-265	505.197	43	252.286	771.819	266.622
331.889	-265	505.137	44	253.286	772.685	267.548
331.893	-265	505.077	43	252.286	773.548	268.471
331.896	-265	505.017	42	251.286	774.407	269.39
331.9	-267	504.95	41	250.286	775.263	270.313
331.903	-267	504.883	40	249.286	776.116	271.233
331.907	-267	504.816	39	248.286	776.965	272.149
331.91	-266	504.753	38	247.286	777.81	273.058
331.913	-264	504.696	36	245.286	778.649	273.953
331.917	-264	504.639	34	243.286	779.481	274.842
331.92	-267	504.572	34	243.286	780.313	275.741
331.924	-267	504.505	36	245.286	781.152	276.646
331.927	-267	504.438	38	247.286	781.997	277.559
331.93	-263	504.385	40	249.286	782.85	278.465
331.934	-261	504.339	43	252.286	783.713	279.374
331.937	-258	504.302	44	253.286	784.579	280.276
331.941	-255	504.276	45	254.286	785.448	281.172
331.944	-252	504.261	45	254.286	786.318	282.057
331.948	-250	504.252	45	254.286	787.187	282.935
331.951	-251	504.24	45	254.286	788.057	283.817
331.954	-252	504.224	43	252.286	788.919	284.696
331.958	-253	504.205	42	251.286	789.779	285.574
331.961	-253	504.186	41	250.286	790.635	286.449
331.965	-251	504.173	42	251.286	791.494	287.321
331.968	-252	504.158	43	252.286	792.357	288.199
331.971	-253	504.139	43	252.286	793.219	289.081
331.975	-255	504.113	43	252.286	794.082	289.969
331.978	-256	504.083	43	252.286	794.945	290.861
331.982	-258	504.047	43	252.286	795.807	291.76
331.985	-259	504.007	43	252.286	796.67	292.663
331.989	-261	503.961	43	252.286	797.533	293.572
331.992	-264	503.904	45	254.286	798.402	294.498
331.995	-266	503.841	44	253.286	799.268	295.428
331.999	-269	503.767	44	253.286	800.135	296.368
332.002	-270	503.69	44	253.286	801.001	297.311
332.006	-273	503.602	46	255.286	801.874	298.271
332.009	-276	503.505	48	257.286	802.753	299.249
332.012	-277	503.403	50	259.286	803.64	300.237
332.016	-276	503.306	51	260.286	804.53	301.224
332.019	-276	503.208	51	260.286	805.42	302.212
332.023	-275	503.114	52	261.286	806.314	303.2
332.026	-274	503.023	54	263.286	807.214	304.191
332.03	-273	502.935	55	264.286	808.118	305.182
332.033	-271	502.855	57	266.286	809.028	306.174
332.036	-269	502.781	58	267.286	809.942	307.161
332.04	-266	502.717	57	266.286	810.853	308.135
332.043	-263	502.664	57	266.286	811.763	309.099
332.047	-263	502.611	57	266.286	812.674	310.063
332.05	-264	502.554	56	265.286	813.581	311.027
332.054	-264	502.497	56	265.286	814.488	311.991
332.057	-267	502.43	56	265.286	815.395	312.965
332.06	-271	502.349	57	266.286	816.306	313.956
332.064	-275	502.255	57	266.286	817.216	314.961
332.067	-277	502.154	57	266.286	818.127	315.973
332.071	-279	502.046	57	266.286	819.037	316.991
332.074	-278	501.941	56	265.286	819.945	318.003
332.077	-276	501.844	56	265.286	820.852	319.008
332.081	-275	501.749	57	266.286	821.762	320.013
332.084	-275	501.655	59	268.286	822.68	321.025
332.088	-275	501.561	62	271.286	823.607	322.047
332.091	-276	501.463	64	273.286	824.542	323.079
332.095	-279	501.355	64	273.286	825.476	324.121
332.098	-282	501.237	65	274.286	826.414	325.177
332.101	-286	501.105	67	276.286	827.359	326.254
332.105	-290	500.959	67	276.286	828.304	327.344
332.108	-295	500.797	66	275.286	829.245	328.448
332.112	-297	500.627	66	275.286	830.186	329.559
332.115	-296	500.461	67	276.286	831.131	330.67
332.118	-295	500.298	67	276.286	832.076	331.778
332.122	-296	500.132	68	277.286	833.024	332.892
332.125	-297	499.963	68	277.286	833.972	334.01
332.129	-297	499.793	68	277.286	834.92	335.127
332.132	-299	499.617	68	277.286	835.869	336.252
332.136	-300	499.437	68	277.286	836.817	337.38
332.139	-301	499.254	66	275.286	837.758	338.504
332.142	-302	499.067	67	276.286	838.703	339.636
332.146	-302	498.88	69	278.286	839.654	340.774
332.149	-302	498.694	73	282.286	840.62	341.926
332.153	-304	498.5	77	286.286	841.599	343.098
332.156	-302	498.314	81	290.286	842.591	344.277
332.159	-298	498.141	83	292.286	843.591	345.45
332.163	-295	497.978	85	294.286	844.597	346.619
332.166	-294	497.819	86	295.286	845.607	347.788
332.17	-293	497.663	87	296.286	846.62	348.957
332.173	-290	497.517	87	296.286	847.633	350.116
332.177	-288	497.379	90	299.286	848.656	351.278
332.18	-285	497.25	93	302.286	849.69	352.44
332.183	-281	497.135	97	306.286	850.737	353.602
332.187	-276	497.037	100	309.286	851.795	354.757
332.19	-273	496.95	103	312.286	852.862	355.913
332.194	-271	496.869	107	316.286	853.944	357.075
332.197	-270	496.792	110	319.286	855.036	358.244
332.201	-270	496.715	113	322.286	856.138	359.423
332.204	-272	496.631	115	324.286	857.247	360.616
332.207	-274	496.54	117	326.286	858.362	361.822
332.211	-277	496.439	117	326.286	859.478	363.039
332.214	-280	496.327	116	325.286	860.59	364.263
332.218	-282	496.209	116	325.286	861.702	365.493
332.221	-281	496.094	114	323.286	862.808	366.714
332.224	-281	495.979	113	322.286	863.91	367.931
332.228	-280	495.868	110	319.286	865.002	369.134
332.231	-279	495.76	108	317.286	866.087	370.327
332.235	-277	495.659	107	316.286	867.168	371.509
332.238	-278	495.554	106	315.286	868.246	372.692
332.242	-278	495.45	107	316.286	869.328	373.878
332.245	-279	495.342	107	316.286	870.409	375.067
332.248	-280	495.23	108	317.286	871.494	376.264
332.252	-280	495.119	110	319.286	872.586	377.467
332.255	-281	495.004	111	320.286	873.681	378.677
332.259	-282	494.886	112	321.286	874.78	379.894
332.262	-284	494.761	113	322.286	875.882	381.121
332.265	-288	494.622	113	322.286	876.984	382.362
332.269	-290	494.476	113	322.286	878.086	383.609
332.272	-291	494.327	114	323.286	879.191	384.864
332.276	-292	494.175	115	324.286	880.3	386.125
332.279	-292	494.022	116	325.286	881.412	387.39
332.283	-294	493.863	118	327.286	882.531	388.668
332.286	-294	493.704	121	330.286	883.661	389.957
332.289	-293	493.548	122	331.286	884.793	391.245
332.293	-294	493.389	123	332.286	885.93	392.541
332.296	-297	493.219	122	331.286	887.062	393.843
332.3	-298	493.046	123	332.286	888.199	395.152
332.303	-300	492.866	123	332.286	889.335	396.468
332.307	-302	492.68	123	332.286	890.471	397.791
332.31	-302	492.493	124	333.286	891.611	399.117
332.313	-303	492.303	125	334.286	892.754	400.451
332.317	-304	492.11	127	336.286	893.903	401.794
332.32	-305	491.913	130	339.286	895.064	403.151
332.324	-304	491.719	132	341.286	896.231	404.511
332.327	-302	491.533	133	342.286	897.401	405.868
332.33	-300	491.353	134	343.286	898.575	407.222
332.334	-301	491.17	135	344.286	899.752	408.582
332.337	-302	490.983	136	345.286	900.933	409.95
332.341	-301	490.8	139	348.286	902.124	411.324
332.344	-300	490.62	141	350.286	903.321	412.701
332.348	-300	490.44	141	350.286	904.519	414.079
332.351	-299	490.264	141	350.286	905.717	415.453
332.354	-296	490.098	142	351.286	906.918	416.82
332.358	-293	489.942	142	351.286	908.119	418.177
332.361	-292	489.789	143	352.286	909.324	419.534
332.365	-290	489.644	146	355.286	910.538	420.895
332.368	-290	489.498	149	358.286	911.763	422.265
332.371	-292	489.346	150	359.286	912.992	423.646
332.375	-294	489.187	152	361.286	914.227	425.041
332.378	-294	489.027	152	361.286	915.463	426.435
332.382	-295	488.865	155	364.286	916.708	427.844
332.385	-295	488.702	158	367.286	917.964	429.262
332.389	-295	488.539	159	368.286	919.223	430.684
332.392	-295	488.377	160	369.286	920.486	432.11
332.395	-294	488.217	160	369.286	921.749	433.532
332.399	-294	488.058	160	369.286	923.011	434.954
332.402	-294	487.899	161	370.286	924.278	436.379
332.406	-292	487.746	161	370.286	925.544	437.797
332.409	-292	487.594	162	371.286	926.813	439.219
332.412	-292	487.441	161	370.286	928.079	440.638
332.416	-293	487.285	160	369.286	929.342	442.056
332.419	-292	487.133	159	368.286	930.601	443.468
332.423	-294	486.974	159	368.286	931.861	444.887
332.426	-297	486.804	161	370.286	933.127	446.322
332.43	-298	486.631	162	371.286	934.396	447.765
332.433	-299	486.455	164	373.286	935.673	449.218
332.436	-298	486.282	165	374.286	936.952	450.67
332.44	-298	486.109	166	375.286	938.236	452.126
332.443	-296	485.943	167	376.286	939.522	453.579
332.447	-295	485.78	167	376.286	940.809	455.029
332.45	-295	485.618	167	376.286	942.095	456.478
332.454	-296	485.451	167	376.286	943.382	457.931
332.457	-296	485.285	166	375.286	944.665	459.38
332.46	-297	485.116	166	375.286	945.948	460.833
332.464	-296	484.95	166	375.286	947.232	462.282
332.467	-294	484.79	168	377.286	948.522	463.731
332.471	-290	484.645	170	379.286	949.819	465.174
332.474	-287	484.509	171	380.286	951.119	466.609
332.477	-284	484.384	172	381.286	952.423	468.038
332.481	-283	484.263	175	384.286	953.736	469.474
332.484	-283	484.141	177	386.286	955.057	470.916
332.488	-286	484.009	179	388.286	956.385	472.376
332.491	-288	483.87	182	391.286	957.723	473.853
332.495	-291	483.721	185	394.286	959.071	475.35
332.498	-296	483.555	187	396.286	960.426	476.871
332.501	-300	483.375	188	397.286	961.784	478.409
332.505	-305	483.178	190	399.286	963.15	479.971
332.508	-306	482.978	190	399.286	964.515	481.537
332.512	-306	482.778	190	399.286	965.88	483.102
332.515	-305	482.581	192	401.286	967.252	484.671
332.518	-301	482.398	195	404.286	968.635	486.237
332.522	-297	482.228	196	405.286	970.02	487.792
332.525	-294	482.069	199	408.286	971.416	489.347
332.529	-291	481.92	200	409.286	972.816	490.896
332.532	-290	481.774	201	410.286	974.219	492.444
332.536	-290	481.629	203	412.286	975.628	494
332.539	-292	481.476	204	413.286	977.042	495.565
332.542	-293	481.32	203	412.286	978.451	497.131
332.546	-294	481.161	203	412.286	979.861	498.7
332.549	-297	480.992	204	413.286	981.274	500.282
332.553	-299	480.815	205	414.286	982.691	501.875
332.556	-299	480.639	206	415.286	984.111	503.472
332.559	-299	480.463	206	415.286	985.53	505.068
332.563	-301	480.279	206	415.286	986.95	506.671
332.566	-304	480.086	206	415.286	988.37	508.285
332.57	-306	479.886	206	415.286	989.79	509.905
332.573	-307	479.682	207	416.286	991.214	511.532
332.577	-308	479.475	209	418.286	992.644	513.169
332.58	-311	479.257	211	420.286	994.081	514.824
332.583	-313	479.033	212	421.286	995.521	516.488
