b	epr	epra	sepr	seprs	sepra	seprsa
336.72	-325	226.203	-663	-453.714	679.522	453.32
336.724	-325	225.937	-661	-451.714	677.978	452.041
336.727	-324	225.675	-659	-449.714	676.441	450.766
336.73	-323	225.417	-658	-448.714	674.907	449.49
336.734	-323	225.159	-658	-448.714	673.373	448.215
336.737	-323	224.9	-657	-447.714	671.843	446.943
336.741	-324	224.638	-657	-447.714	670.313	445.674
336.744	-328	224.363	-657	-447.714	668.782	444.419
336.747	-331	224.077	-657	-447.714	667.252	443.175
336.751	-334	223.781	-657	-447.714	665.721	441.94
336.754	-338	223.471	-657	-447.714	664.191	440.719
336.758	-341	223.151	-658	-448.714	662.657	439.506
336.761	-340	222.835	-658	-448.714	661.123	438.288
336.765	-337	222.529	-658	-448.714	659.589	437.061
336.768	-337	222.222	-658	-448.714	658.055	435.833
336.771	-338	221.913	-659	-449.714	656.518	434.606
336.775	-342	221.589	-659	-449.714	654.981	433.392
336.778	-344	221.259	-659	-449.714	653.444	432.185
336.782	-345	220.925	-658	-448.714	651.91	430.984
336.785	-346	220.588	-656	-446.714	650.383	429.794
336.788	-347	220.248	-654	-444.714	648.862	428.615
336.792	-349	219.9	-653	-443.714	647.346	427.445
336.795	-351	219.546	-651	-441.714	645.836	426.29
336.799	-353	219.185	-650	-440.714	644.329	425.144
336.802	-353	218.824	-648	-438.714	642.83	424.005
336.806	-353	218.463	-646	-436.714	641.337	422.873
336.809	-352	218.106	-644	-434.714	639.851	421.745
336.812	-349	217.759	-643	-433.714	638.368	420.61
336.816	-346	217.421	-642	-432.714	636.889	419.468
336.819	-345	217.088	-640	-430.714	635.417	418.329
336.823	-344	216.758	-640	-430.714	633.944	417.187
336.826	-343	216.431	-638	-428.714	632.479	416.048
336.83	-344	216.101	-638	-428.714	631.014	414.913
336.833	-345	215.767	-638	-428.714	629.548	413.781
336.836	-348	215.423	-637	-427.714	628.086	412.663
336.84	-352	215.065	-637	-427.714	626.624	411.558
336.843	-356	214.694	-638	-428.714	625.159	410.464
336.847	-358	214.316	-638	-428.714	623.693	409.377
336.85	-358	213.938	-638	-428.714	622.227	408.289
336.853	-357	213.563	-636	-426.714	620.769	407.205
336.857	-356	213.192	-636	-426.714	619.31	406.118
336.86	-358	212.814	-637	-427.714	617.848	405.034
336.864	-362	212.422	-637	-427.714	616.386	403.964
336.867	-364	212.024	-637	-427.714	614.924	402.9
336.871	-365	211.622	-637	-427.714	613.462	401.84
336.874	-366	211.216	-636	-426.714	612.003	400.787
336.877	-367	210.808	-635	-425.714	610.548	399.741
336.881	-366	210.402	-633	-423.714	609.1	398.698
336.884	-365	210	-630	-420.714	607.662	397.662
336.888	-365	209.598	-627	-417.714	606.234	396.636
336.891	-365	209.196	-624	-414.714	604.816	395.62
336.894	-364	208.797	-624	-414.714	603.399	394.601
336.898	-362	208.406	-624	-414.714	601.981	393.575
336.901	-362	208.014	-624	-414.714	600.563	392.549
336.905	-359	207.632	-624	-414.714	599.146	391.513
336.908	-357	207.258	-623	-413.714	597.732	390.474
336.912	-356	206.887	-622	-412.714	596.321	389.434
336.915	-356	206.515	-620	-410.714	594.917	388.401
336.918	-356	206.144	-619	-409.714	593.516	387.372
336.922	-356	205.773	-620	-410.714	592.112	386.339
336.925	-356	205.402	-620	-410.714	590.708	385.307
336.929	-355	205.034	-621	-411.714	589.301	384.267
336.932	-353	204.673	-620	-410.714	587.897	383.224
336.935	-351	204.319	-620	-410.714	586.493	382.175
336.939	-347	203.978	-620	-410.714	585.089	381.111
336.942	-344	203.648	-621	-411.714	583.682	380.034
336.946	-342	203.325	-621	-411.714	582.274	378.95
336.949	-342	203.001	-621	-411.714	580.867	377.866
336.953	-344	202.671	-622	-412.714	579.456	376.785
336.956	-346	202.334	-624	-414.714	578.039	375.705
336.959	-346	201.997	-625	-415.714	576.618	374.621
336.963	-346	201.66	-624	-414.714	575.2	373.54
336.966	-346	201.323	-622	-412.714	573.789	372.467
336.97	-346	200.986	-621	-411.714	572.382	371.396
336.973	-346	200.649	-619	-409.714	570.981	370.333
336.977	-347	200.308	-618	-408.714	569.584	369.276
336.98	-346	199.971	-618	-408.714	568.187	368.216
336.983	-348	199.627	-618	-408.714	566.79	367.163
336.987	-349	199.28	-617	-407.714	565.396	366.117
336.99	-350	198.929	-615	-405.714	564.01	365.08
336.994	-350	198.578	-612	-402.714	562.633	364.055
336.997	-349	198.231	-610	-400.714	561.263	363.032
337	-349	197.884	-610	-400.714	559.894	362.01
337.004	-352	197.526	-609	-399.714	558.527	361.001
337.007	-355	197.158	-607	-397.714	557.168	360.009
337.011	-357	196.784	-606	-396.714	555.812	359.028
337.014	-358	196.406	-605	-395.714	554.459	358.053
337.018	-358	196.028	-605	-395.714	553.106	357.079
337.021	-359	195.646	-604	-394.714	551.757	356.111
337.024	-360	195.261	-604	-394.714	550.408	355.147
337.028	-360	194.876	-604	-394.714	549.059	354.182
337.031	-361	194.488	-603	-393.714	547.713	353.225
337.035	-360	194.103	-603	-393.714	546.367	352.264
337.038	-358	193.725	-604	-394.714	545.018	351.293
337.041	-359	193.344	-605	-395.714	543.665	350.322
337.045	-359	192.962	-605	-395.714	542.312	349.35
337.048	-359	192.581	-604	-394.714	540.963	348.383
337.052	-359	192.199	-602	-392.714	539.621	347.422
337.055	-357	191.824	-601	-391.714	538.282	346.457
337.059	-355	191.457	-600	-390.714	536.946	345.49
337.062	-355	191.089	-599	-389.714	535.614	344.525
337.065	-356	190.718	-597	-387.714	534.289	343.571
337.069	-357	190.343	-595	-385.714	532.97	342.627
337.072	-358	189.965	-594	-384.714	531.655	341.69
337.076	-360	189.58	-593	-383.714	530.344	340.764
337.079	-359	189.198	-591	-381.714	529.039	339.84
337.082	-356	188.827	-588	-378.714	527.744	338.917
337.086	-356	188.456	-586	-376.714	526.457	338.001
337.089	-357	188.081	-584	-374.714	525.176	337.095
337.093	-359	187.7	-583	-373.714	523.898	336.199
337.096	-359	187.318	-582	-372.714	522.624	335.306
337.1	-359	186.937	-581	-371.714	521.354	334.417
337.103	-360	186.552	-581	-371.714	520.083	333.531
337.106	-361	186.163	-581	-371.714	518.812	332.649
337.11	-360	185.779	-581	-371.714	517.542	331.763
337.113	-360	185.394	-579	-369.714	516.278	330.884
337.117	-359	185.012	-579	-369.714	515.014	330.002
337.12	-361	184.624	-579	-369.714	513.75	329.127
337.124	-361	184.235	-579	-369.714	512.487	328.251
337.127	-359	183.854	-579	-369.714	511.223	327.369
337.13	-358	183.476	-579	-369.714	509.959	326.483
337.134	-359	183.094	-578	-368.714	508.699	325.604
337.137	-358	182.716	-578	-368.714	507.439	324.722
337.141	-357	182.342	-579	-369.714	506.175	323.833
337.144	-359	181.96	-580	-370.714	504.908	322.947
337.147	-361	181.572	-581	-371.714	503.637	322.065
337.151	-360	181.187	-582	-372.714	502.363	321.176
337.154	-360	180.802	-582	-372.714	501.089	320.287
337.158	-360	180.417	-582	-372.714	499.815	319.398
337.161	-359	180.036	-580	-370.714	498.548	318.512
337.165	-360	179.651	-579	-369.714	497.284	317.633
337.168	-360	179.266	-578	-368.714	496.024	316.758
337.171	-359	178.884	-577	-367.714	494.767	315.882
337.175	-357	178.51	-576	-366.714	493.513	315.003
337.178	-357	178.135	-577	-367.714	492.256	314.121
337.182	-359	177.753	-577	-367.714	490.999	313.246
337.185	-362	177.362	-575	-365.714	489.749	312.387
337.188	-364	176.963	-575	-365.714	488.499	311.536
337.192	-363	176.568	-576	-366.714	487.246	310.678
337.195	-362	176.176	-576	-366.714	485.992	309.816
337.199	-363	175.781	-576	-366.714	484.739	308.958
337.202	-363	175.386	-574	-364.714	483.492	308.106
337.206	-361	174.998	-573	-363.714	482.249	307.251
337.209	-358	174.619	-571	-361.714	481.012	306.393
337.212	-352	174.262	-571	-361.714	479.776	305.514
337.216	-345	173.928	-572	-362.714	478.536	304.608
337.219	-340	173.612	-572	-362.714	477.296	303.684
337.223	-339	173.299	-572	-362.714	476.056	302.758
337.226	-339	172.985	-571	-361.714	474.82	301.834
337.23	-340	172.669	-570	-360.714	473.587	300.918
337.233	-340	172.352	-568	-358.714	472.361	300.008
337.236	-341	172.032	-568	-358.714	471.134	299.102
337.24	-343	171.706	-569	-359.714	469.905	298.199
337.243	-346	171.369	-570	-360.714	468.672	297.303
337.247	-350	171.018	-570	-360.714	467.439	296.421
337.25	-353	170.657	-571	-361.714	466.202	295.546
337.253	-356	170.286	-573	-363.714	464.959	294.674
337.257	-360	169.901	-574	-364.714	463.713	293.812
337.26	-360	169.516	-574	-364.714	462.466	292.95
337.264	-364	169.117	-573	-363.714	461.223	292.105
337.267	-367	168.708	-571	-361.714	459.986	291.278
337.271	-369	168.293	-570	-360.714	458.753	290.461
337.274	-372	167.867	-569	-359.714	457.524	289.657
337.277	-371	167.444	-568	-358.714	456.297	288.853
337.281	-373	167.015	-566	-356.714	455.078	288.063
337.284	-373	166.585	-565	-355.714	453.862	287.277
337.288	-373	166.156	-563	-353.714	452.653	286.497
337.291	-371	165.734	-561	-351.714	451.451	285.717
337.294	-369	165.318	-558	-348.714	450.259	284.941
337.298	-365	164.916	-554	-344.714	449.081	284.165
337.301	-361	164.528	-552	-342.714	447.909	283.382
337.305	-359	164.146	-551	-341.714	446.741	282.595
337.308	-358	163.768	-548	-338.714	445.583	281.815
337.312	-358	163.39	-544	-334.714	444.439	281.049
337.315	-358	163.012	-542	-332.714	443.302	280.29
337.318	-359	162.63	-540	-330.714	442.172	279.541
337.322	-361	162.242	-539	-329.714	441.044	278.802
337.325	-362	161.85	-537	-327.714	439.924	278.074
337.329	-363	161.455	-536	-326.714	438.808	277.352
337.332	-365	161.053	-537	-327.714	437.687	276.634
337.335	-367	160.644	-539	-329.714	436.56	275.916
337.339	-368	160.232	-541	-331.714	435.426	275.194
337.342	-369	159.816	-542	-332.714	434.289	274.473
337.346	-366	159.411	-543	-333.714	433.149	273.738
337.349	-361	159.023	-544	-334.714	432.004	272.982
337.353	-358	158.644	-543	-333.714	430.864	272.219
337.356	-359	158.263	-543	-333.714	429.723	271.46
337.359	-361	157.875	-544	-334.714	428.579	270.704
337.363	-360	157.49	-544	-334.714	427.435	269.945
337.366	-360	157.105	-543	-333.714	426.294	269.189
337.37	-362	156.713	-541	-331.714	425.16	268.447
337.373	-364	156.314	-539	-329.714	424.033	267.719
337.377	-365	155.912	-537	-327.714	422.913	267.001
337.38	-366	155.507	-536	-326.714	421.796	266.289
337.383	-365	155.105	-535	-325.714	420.683	265.578
337.387	-363	154.71	-534	-324.714	419.573	264.863
337.39	-364	154.311	-533	-323.714	418.467	264.155
337.394	-366	153.906	-532	-322.714	417.363	263.458
337.397	-368	153.494	-532	-322.714	416.26	262.767
337.4	-369	153.078	-533	-323.714	415.154	262.076
337.404	-368	152.666	-532	-322.714	414.051	261.385
337.407	-366	152.26	-532	-322.714	412.948	260.687
337.411	-365	151.858	-533	-323.714	411.841	259.983
337.414	-364	151.46	-532	-322.714	410.738	259.278
337.418	-364	151.061	-531	-321.714	409.638	258.577
337.421	-363	150.666	-532	-322.714	408.535	257.869
337.424	-361	150.277	-533	-323.714	407.429	257.151
337.428	-358	149.899	-533	-323.714	406.322	256.423
337.431	-356	149.528	-532	-322.714	405.219	255.691
337.435	-356	149.157	-531	-321.714	404.12	254.963
337.438	-357	148.782	-530	-320.714	403.023	254.241
337.441	-359	148.401	-529	-319.714	401.93	253.53
337.445	-359	148.019	-528	-318.714	400.841	252.822
337.448	-361	147.631	-527	-317.714	399.755	252.124
337.452	-362	147.239	-525	-315.714	398.676	251.437
337.455	-362	146.847	-523	-313.714	397.604	250.756
337.459	-361	146.459	-522	-312.714	396.535	250.076
337.462	-359	146.078	-521	-311.714	395.469	249.392
337.465	-360	145.693	-520	-310.714	394.407	248.714
337.469	-359	145.311	-519	-309.714	393.348	248.037
337.472	-359	144.93	-520	-310.714	392.286	247.357
337.476	-361	144.541	-519	-309.714	391.228	246.686
337.479	-362	144.15	-518	-308.714	390.173	246.023
337.483	-362	143.758	-517	-307.714	389.121	245.363
337.486	-361	143.37	-516	-306.714	388.072	244.703
337.489	-359	142.988	-515	-305.714	387.027	244.039
337.493	-357	142.613	-516	-306.714	385.979	243.366
337.496	-356	142.242	-517	-307.714	384.927	242.685
337.5	-357	141.867	-517	-307.714	383.875	242.008
337.503	-357	141.493	-518	-308.714	382.82	241.327
337.506	-357	141.118	-520	-310.714	381.758	240.64
337.51	-357	140.744	-522	-312.714	380.689	239.946
337.513	-356	140.372	-523	-313.714	379.617	239.245
337.517	-355	140.004	-524	-314.714	378.541	238.537
337.52	-356	139.633	-522	-312.714	377.472	237.839
337.524	-355	139.265	-519	-309.714	376.414	237.148
337.527	-352	138.908	-515	-305.714	375.369	236.461
337.53	-348	138.564	-512	-302.714	374.334	235.77
337.534	-343	138.237	-510	-300.714	373.306	235.069
337.537	-340	137.921	-508	-298.714	372.285	234.364
337.541	-339	137.607	-506	-296.714	371.271	233.663
337.544	-338	137.298	-504	-294.714	370.263	232.966
337.547	-337	136.991	-503	-293.714	369.259	232.268
337.551	-336	136.689	-502	-292.714	368.259	231.57
337.554	-335	136.389	-502	-292.714	367.258	230.869
337.558	-334	136.093	-502	-292.714	366.258	230.165
337.561	-332	135.804	-504	-294.714	365.251	229.447
337.565	-328	135.528	-506	-296.714	364.236	228.708
337.568	-327	135.256	-508	-298.714	363.215	227.959
337.571	-325	134.991	-511	-301.714	362.184	227.193
337.575	-324	134.729	-512	-302.714	361.149	226.42
337.578	-327	134.457	-513	-303.714	360.111	225.654
337.582	-330	134.175	-513	-303.714	359.073	224.898
337.585	-334	133.879	-514	-304.714	358.031	224.153
337.588	-339	133.566	-514	-304.714	356.99	223.424
337.592	-343	133.239	-513	-303.714	355.952	222.713
337.595	-348	132.895	-509	-299.714	354.927	222.032
337.599	-349	132.548	-507	-297.714	353.91	221.362
337.602	-350	132.197	-506	-296.714	352.896	220.699
337.606	-351	131.843	-505	-295.714	351.885	220.042
337.609	-352	131.485	-503	-293.714	350.881	219.396
337.612	-352	131.128	-500	-290.714	349.887	218.759
337.616	-352	130.77	-498	-288.714	348.9	218.13
337.619	-355	130.402	-497	-287.714	347.917	217.515
337.623	-358	130.024	-498	-288.714	346.93	216.906
337.626	-360	129.639	-497	-287.714	345.947	216.307
337.63	-360	129.254	-496	-286.714	344.967	215.712
337.633	-359	128.873	-495	-285.714	343.99	215.117
337.636	-357	128.498	-493	-283.714	343.02	214.522
337.64	-358	128.12	-494	-284.714	342.047	213.927
337.643	-357	127.745	-494	-284.714	341.074	213.328
337.647	-357	127.371	-494	-284.714	340.101	212.73
337.65	-357	126.996	-496	-286.714	339.121	212.124
337.653	-357	126.621	-496	-286.714	338.141	211.519
337.657	-355	126.254	-497	-287.714	337.157	210.904
337.66	-352	125.896	-498	-288.714	336.17	210.274
337.664	-351	125.542	-499	-289.714	335.18	209.638
337.667	-351	125.188	-499	-289.714	334.19	209.002
337.671	-350	124.837	-499	-289.714	333.2	208.362
337.674	-351	124.483	-499	-289.714	332.209	207.726
337.677	-351	124.129	-499	-289.714	331.219	207.09
337.681	-352	123.771	-499	-289.714	330.229	206.458
337.684	-352	123.414	-499	-289.714	329.238	205.825
337.688	-353	123.053	-498	-288.714	328.252	205.199
337.691	-356	122.681	-498	-288.714	327.265	204.583
337.694	-358	122.303	-499	-289.714	326.274	203.971
337.698	-362	121.912	-498	-288.714	325.288	203.376
337.701	-364	121.513	-496	-286.714	324.308	202.795
337.705	-366	121.108	-495	-285.714	323.331	202.223
337.708	-367	120.699	-493	-283.714	322.361	201.663
337.712	-368	120.286	-491	-281.714	321.398	201.112
337.715	-369	119.871	-488	-278.714	320.446	200.575
337.718	-370	119.452	-486	-276.714	319.5	200.048
337.722	-370	119.033	-484	-274.714	318.561	199.528
337.725	-371	118.61	-482	-272.714	317.629	199.019
337.729	-370	118.191	-480	-270.714	316.703	198.512
337.732	-369	117.775	-479	-269.714	315.782	198.006
337.735	-366	117.37	-479	-269.714	314.86	197.49
337.739	-361	116.982	-479	-269.714	313.938	196.956
337.742	-358	116.603	-480	-270.714	313.012	196.409
337.746	-355	116.236	-481	-271.714	312.084	195.848
337.749	-353	115.875	-482	-272.714	311.152	195.277
337.753	-352	115.517	-483	-273.714	310.216	194.699
337.756	-351	115.163	-483	-273.714	309.28	194.117
337.759	-349	114.816	-484	-274.714	308.341	193.526
337.763	-345	114.482	-484	-274.714	307.402	192.92
337.766	-343	114.155	-483	-273.714	306.467	192.312
337.77	-341	113.835	-482	-272.714	305.535	191.699
337.773	-339	113.522	-482	-272.714	304.603	191.08
337.777	-340	113.206	-481	-271.714	303.674	190.468
337.78	-341	112.886	-480	-270.714	302.748	189.863
337.783	-342	112.562	-479	-269.714	301.827	189.264
337.787	-342	112.239	-476	-266.714	300.915	188.676
337.79	-341	111.919	-473	-263.714	300.014	188.095
337.794	-340	111.602	-470	-260.714	299.122	187.52
337.797	-339	111.289	-467	-257.714	298.242	186.952
337.8	-341	110.969	-465	-255.714	297.368	186.398
337.804	-345	110.636	-463	-253.714	296.5	185.865
337.807	-350	110.285	-463	-253.714	295.633	185.348
337.811	-352	109.927	-465	-255.714	294.759	184.832
337.814	-353	109.566	-466	-256.714	293.882	184.315
337.818	-352	109.209	-467	-257.714	293.001	183.792
337.821	-351	108.855	-468	-258.714	292.117	183.262
337.824	-351	108.501	-468	-258.714	291.232	182.732
337.828	-349	108.153	-468	-258.714	290.348	182.195
337.831	-347	107.813	-468	-258.714	289.464	181.651
337.835	-344	107.483	-467	-257.714	288.583	181.1
337.838	-342	107.159	-466	-256.714	287.705	180.546
337.841	-339	106.846	-465	-255.714	286.831	179.985
337.845	-336	106.543	-463	-253.714	285.964	179.421
337.848	-334	106.247	-462	-252.714	285.1	178.853
337.852	-333	105.955	-461	-251.714	284.24	178.286
337.855	-333	105.662	-462	-252.714	283.376	177.714
337.859	-330	105.38	-462	-252.714	282.512	177.133
337.862	-327	105.107	-462	-252.714	281.649	176.541
337.865	-327	104.835	-461	-251.714	280.788	175.953
337.869	-327	104.563	-462	-252.714	279.925	175.361
337.872	-328	104.288	-463	-253.714	279.057	174.77
337.876	-330	104.005	-462	-252.714	278.194	174.188
337.879	-334	103.709	-460	-250.714	277.337	173.627
337.882	-336	103.407	-458	-248.714	276.487	173.08
337.886	-336	103.104	-456	-246.714	275.643	172.54
337.889	-335	102.804	-454	-244.714	274.807	172.003
337.893	-333	102.512	-453	-243.714	273.974	171.462
337.896	-334	102.216	-454	-244.714	273.137	170.922
337.9	-337	101.909	-454	-244.714	272.301	170.392
337.903	-338	101.6	-453	-243.714	271.468	169.868
337.906	-336	101.297	-452	-242.714	270.638	169.342
337.91	-336	100.994	-454	-244.714	269.802	168.808
337.913	-336	100.691	-453	-243.714	268.969	168.278
337.917	-335	100.392	-453	-243.714	268.136	167.744
337.92	-333	100.099	-453	-243.714	267.303	167.204
337.924	-330	99.8166	-453	-243.714	266.47	166.653
337.927	-325	99.5513	-453	-243.714	265.637	166.086
337.93	-323	99.2929	-453	-243.714	264.804	165.511
337.934	-321	99.0413	-452	-242.714	263.974	164.933
337.937	-321	98.7897	-450	-240.714	263.152	164.362
337.941	-320	98.5416	-450	-240.714	262.329	163.787
337.944	-317	98.3037	-450	-240.714	261.506	163.202
337.947	-317	98.0657	-450	-240.714	260.683	162.618
337.951	-318	97.8244	-450	-240.714	259.861	162.036
337.954	-320	97.5763	-449	-239.714	259.041	161.465
337.958	-319	97.3315	-448	-238.714	258.225	160.894
337.961	-318	97.0902	-448	-238.714	257.409	160.319
337.965	-314	96.8625	-448	-238.714	256.594	159.731
337.968	-309	96.652	-449	-239.714	255.774	159.122
337.971	-303	96.4619	-450	-240.714	254.951	158.49
337.975	-303	96.2719	-453	-243.714	254.118	157.847
337.978	-303	96.0818	-455	-245.714	253.279	157.197
337.982	-306	95.8815	-456	-246.714	252.435	156.554
337.985	-308	95.6744	-456	-246.714	251.592	155.918
337.988	-307	95.4707	-455	-245.714	250.752	155.282
337.992	-309	95.2601	-452	-242.714	249.923	154.663
337.995	-311	95.0427	-450	-240.714	249.1	154.057
337.999	-311	94.8253	-448	-238.714	248.284	153.459
338.002	-312	94.6045	-447	-237.714	247.471	152.867
338.006	-313	94.3803	-448	-238.714	246.656	152.275
338.009	-314	94.1526	-449	-239.714	245.836	151.684
338.012	-313	93.9284	-449	-239.714	245.017	151.089
338.016	-314	93.7007	-448	-238.714	244.201	150.5
338.019	-317	93.4628	-447	-237.714	243.388	149.926
338.023	-321	93.2112	-445	-235.714	242.583	149.372
338.026	-323	92.9528	-442	-232.714	241.787	148.835
338.029	-324	92.691	-441	-231.714	240.995	148.304
338.033	-325	92.4257	-439	-229.714	240.21	147.785
338.036	-325	92.1604	-438	-228.714	239.429	147.268
338.04	-326	91.8918	-437	-227.714	238.65	146.758
338.043	-326	91.6231	-438	-228.714	237.869	146.245
338.047	-327	91.351	-438	-228.714	237.087	145.736
338.05	-325	91.0858	-438	-228.714	236.305	145.219
338.053	-324	90.8239	-439	-229.714	235.52	144.696
338.057	-321	90.5723	-439	-229.714	234.735	144.162
338.06	-319	90.3276	-438	-228.714	233.953	143.626
338.064	-318	90.0863	-436	-226.714	233.178	143.092
338.067	-317	89.8483	-434	-224.714	232.41	142.562
338.071	-317	89.6104	-431	-221.714	231.652	142.042
338.074	-320	89.3623	-427	-217.714	230.908	141.546
338.077	-323	89.1038	-425	-215.714	230.171	141.067
338.081	-325	88.8386	-424	-214.714	229.437	140.599
338.084	-329	88.5597	-422	-212.714	228.71	140.15
338.088	-332	88.2705	-422	-212.714	227.983	139.713
338.091	-333	87.9779	-422	-212.714	227.256	139.278
338.094	-333	87.6852	-421	-211.714	226.532	138.847
338.098	-331	87.3995	-420	-210.714	225.812	138.413
338.101	-331	87.1137	-420	-210.714	225.092	137.978
338.105	-331	86.8279	-420	-210.714	224.372	137.544
338.108	-333	86.5353	-421	-211.714	223.648	137.113
338.112	-333	86.2427	-422	-212.714	222.921	136.679
338.115	-330	85.9604	-422	-212.714	222.194	136.234
338.118	-328	85.6848	-420	-210.714	221.474	135.789
338.122	-328	85.4093	-416	-206.714	220.767	135.358
338.125	-325	85.1441	-413	-203.714	220.071	134.927
338.129	-325	84.8788	-412	-202.714	219.378	134.5
338.132	-323	84.6204	-410	-200.714	218.692	134.072
338.135	-323	84.362	-408	-198.714	218.013	133.651
338.139	-322	84.107	-405	-195.714	217.344	133.237
338.142	-321	83.8554	-403	-193.714	216.682	132.827
338.146	-320	83.6072	-404	-194.714	216.017	132.41
338.149	-318	83.3659	-405	-195.714	215.348	131.982
338.153	-315	83.1348	-407	-197.714	214.672	131.537
338.156	-313	82.9106	-408	-198.714	213.993	131.082
338.159	-312	82.6898	-408	-198.714	213.314	130.624
338.163	-313	82.4655	-407	-197.714	212.638	130.173
338.166	-315	82.2345	-407	-197.714	211.962	129.728
338.17	-314	82.0068	-407	-197.714	211.287	129.28
338.173	-312	81.786	-406	-196.714	210.614	128.828
338.176	-309	81.5755	-405	-195.714	209.945	128.37
338.18	-307	81.3717	-404	-194.714	209.28	127.908
338.183	-305	81.1748	-405	-195.714	208.611	127.436
338.187	-303	80.9848	-405	-195.714	207.942	126.957
338.19	-303	80.7947	-407	-197.714	207.266	126.472
338.194	-302	80.6081	-408	-198.714	206.587	125.979
338.197	-300	80.4283	-408	-198.714	205.908	125.48
338.2	-298	80.2554	-408	-198.714	205.229	124.973
338.204	-296	80.0893	-407	-197.714	204.553	124.464
338.207	-296	79.9232	-405	-195.714	203.884	123.961
338.211	-297	79.7536	-403	-193.714	203.222	123.468
338.214	-298	79.5807	-400	-190.714	202.57	122.99
338.218	-298	79.4077	-399	-189.714	201.922	122.514
338.221	-298	79.2348	-399	-189.714	201.273	122.039
338.224	-297	79.0652	-398	-188.714	200.629	121.563
338.228	-298	78.8923	-397	-187.714	199.987	121.095
338.231	-300	78.7125	-396	-186.714	199.349	120.636
338.235	-302	78.5259	-394	-184.714	198.718	120.192
338.238	-305	78.329	-394	-184.714	198.086	119.757
338.241	-309	78.1184	-395	-185.714	197.452	119.333
338.245	-311	77.901	-395	-185.714	196.817	118.916
338.248	-310	77.687	-395	-185.714	196.182	118.495
338.252	-311	77.4697	-395	-185.714	195.547	118.078
338.255	-310	77.2557	-396	-186.714	194.909	117.654
338.259	-309	77.0451	-397	-187.714	194.268	117.223
338.262	-309	76.8345	-399	-189.714	193.619	116.785
338.265	-309	76.624	-399	-189.714	192.971	116.347
338.269	-311	76.4066	-401	-191.714	192.316	115.909
338.272	-311	76.1892	-402	-192.714	191.657	115.468
338.276	-314	75.9616	-402	-192.714	190.998	115.037
338.279	-315	75.7305	-403	-193.714	190.336	114.606
338.282	-315	75.4994	-405	-195.714	189.667	114.168
338.286	-317	75.2615	-404	-194.714	189.002	113.74
338.289	-317	75.0236	-402	-192.714	188.343	113.32
338.293	-315	74.7925	-400	-190.714	187.691	112.899
338.296	-312	74.5717	-397	-187.714	187.05	112.478
338.3	-312	74.3509	-396	-186.714	186.412	112.061
338.303	-313	74.1267	-395	-185.714	185.777	111.65
338.306	-315	73.8956	-395	-185.714	185.142	111.247
338.31	-317	73.6577	-396	-186.714	184.504	110.846
338.313	-318	73.4163	-397	-187.714	183.863	110.446
338.317	-318	73.175	-397	-187.714	183.221	110.046
338.32	-318	72.9337	-397	-187.714	182.579	109.646
338.324	-316	72.6992	-397	-187.714	181.938	109.239
338.327	-314	72.4715	-396	-186.714	181.3	108.828
338.33	-312	72.2507	-394	-184.714	180.668	108.418
338.334	-311	72.0333	-393	-183.714	180.041	108.007
338.337	-309	71.8228	-394	-184.714	179.409	107.587
338.341	-308	71.6157	-395	-185.714	178.775	107.159
338.344	-308	71.4085	-393	-183.714	178.147	106.738
338.347	-309	71.1979	-391	-181.714	177.526	106.328
338.351	-311	70.9805	-388	-178.714	176.915	105.934
338.354	-312	70.7597	-387	-177.714	176.308	105.548
338.358	-312	70.5389	-386	-176.714	175.704	105.165
338.361	-312	70.3181	-384	-174.714	175.106	104.788
338.365	-311	70.1007	-380	-170.714	174.523	104.422
338.368	-310	69.8867	-377	-167.714	173.95	104.063
338.371	-310	69.6727	-375	-165.714	173.383	103.711
338.375	-307	69.469	-373	-163.714	172.824	103.355
338.378	-303	69.279	-370	-160.714	172.275	102.996
338.382	-299	69.1026	-369	-159.714	171.729	102.626
338.385	-296	68.9365	-370	-160.714	171.18	102.243
338.388	-297	68.767	-372	-162.714	170.624	101.857
338.392	-299	68.5906	-374	-164.714	170.061	101.47
338.395	-302	68.404	-375	-165.714	169.494	101.09
338.399	-303	68.2139	-377	-167.714	168.921	100.707
338.402	-302	68.0273	-378	-168.714	168.345	100.317
338.406	-302	67.8407	-379	-169.714	167.764	99.9238
338.409	-300	67.6609	-380	-170.714	167.181	99.5201
338.412	-298	67.4879	-381	-171.714	166.594	99.1063
338.416	-296	67.3218	-383	-173.714	166	98.6787
338.419	-295	67.1591	-383	-173.714	165.407	98.2477
338.423	-295	66.9964	-383	-173.714	164.813	97.8167
338.426	-293	66.8406	-381	-171.714	164.226	97.3857
338.429	-291	66.6915	-380	-170.714	163.643	96.9513
338.433	-290	66.5459	-380	-170.714	163.059	96.5134
338.436	-289	66.4038	-380	-170.714	162.476	96.0722
338.44	-289	66.2616	-380	-170.714	161.892	95.6309
338.443	-290	66.116	-381	-171.714	161.306	95.1897
338.447	-292	65.9635	-380	-170.714	160.722	94.7587
338.45	-293	65.8077	-378	-168.714	160.146	94.3379
338.453	-294	65.6484	-376	-166.714	159.576	93.9275
338.457	-298	65.4754	-374	-164.714	159.013	93.5375
338.46	-300	65.2956	-372	-162.714	158.457	93.1612
338.464	-299	65.1193	-371	-161.714	157.904	92.7849
