xb	xfa	a	aa	xfb	b	ba	xfc	c	ca	xfd	d	da	xfe	e	ea	xff	f	fa	xfh	h	ha	xfg	g	ga	xfi	i	ia	xfk	k	ka
332.289	9.52647	164.024	30.6058	9.52035	308.88	113.991	9.52168	193.267	70.793	9.52072	97	152.996	9.52062	135.128	72.5445	9.5178	112.611	42.0176	9.53111	10.6507	5.69256	9.51912	16.6596	-2.91999	9.51912	-13.4693	-7.80184	9.51912	-12.6996	-12.1881
332.291	9.5264	166.047	30.8908	9.52028	311.918	114.623	9.52161	194.289	71.1664	9.52065	101	153.441	9.52055	135.136	72.8353	9.51773	112.617	42.2826	9.53104	9.64794	5.72187	9.51905	17.6618	-2.88158	9.51905	-14.4682	-7.82236	9.51905	-13.6967	-12.2239
332.294	9.52633	169.071	31.1833	9.52021	314.955	115.262	9.52154	197.311	71.5473	9.52057	105	153.896	9.52048	136.144	73.1286	9.51766	113.624	42.55	9.53097	9.64522	5.75117	9.51898	19.6639	-2.83819	9.51898	-16.467	-7.84786	9.51898	-13.6937	-12.2598
332.296	9.52626	172.094	31.4834	9.52014	315.992	115.904	9.52147	200.333	71.9357	9.5205	108	154.358	9.52041	135.151	73.4194	9.51759	114.63	42.82	9.5309	11.6425	5.78544	9.5189	21.6661	-2.78982	9.51891	-18.4658	-7.87832	9.51891	-13.6908	-12.2957
332.299	9.52618	174.118	31.7884	9.52007	316.029	116.546	9.5214	202.355	72.3291	9.52043	108	154.82	9.52034	134.159	73.7077	9.51752	114.636	43.09	9.53083	13.6398	5.82468	9.51883	22.6683	-2.73896	9.51884	-20.4647	-7.91376	9.51884	-14.6879	-12.334
332.301	9.52611	176.141	32.0985	9.52	317.067	117.191	9.52132	202.378	72.7226	9.52036	108	155.283	9.52027	134.167	73.9961	9.51745	114.642	43.36	9.53075	15.6371	5.86888	9.51876	23.6705	-2.68561	9.51877	-19.4635	-7.9467	9.51877	-13.6849	-12.3699
332.304	9.52604	178.165	32.4136	9.51993	317.104	117.836	9.52125	201.4	73.1137	9.52029	108	155.745	9.5202	134.174	74.2845	9.51738	115.648	43.6325	9.53068	15.6343	5.91307	9.51869	23.6727	-2.63225	9.5187	-18.4624	-7.97716	9.5187	-12.682	-12.4033
332.306	9.52597	179.188	32.7313	9.51986	317.141	118.481	9.52118	199.422	73.4998	9.52022	108	156.207	9.52013	135.182	74.5754	9.5173	114.654	43.9025	9.53061	14.6316	5.95477	9.51862	22.6749	-2.58138	9.51863	-16.4612	-8.00264	9.51863	-11.6791	-12.4341
332.309	9.5259	181.212	33.054	9.51978	318.178	119.128	9.52111	197.444	73.881	9.52015	108	156.67	9.52005	136.19	74.8688	9.51723	112.661	44.1675	9.53054	12.6289	5.9915	9.51855	22.6771	-2.5305	9.51856	-15.46	-8.02563	9.51856	-10.6762	-12.4625
332.311	9.52583	183.235	33.3817	9.51971	320.216	119.781	9.52104	197.467	74.2623	9.52008	108	157.132	9.51998	137.197	75.1647	9.51716	112.667	44.4326	9.53047	10.6261	6.02324	9.51848	22.6792	-2.47961	9.51848	-13.4589	-8.04364	9.51848	-9.67323	-12.4884
332.314	9.52576	185.259	33.7144	9.51964	323.253	120.441	9.52097	199.489	74.6486	9.52	107	157.592	9.51991	140.205	75.4681	9.51709	111.673	44.6952	9.5304	10.6234	6.05497	9.51841	22.6814	-2.42872	9.51841	-11.4577	-8.05669	9.51841	-8.6703	-12.5118
332.316	9.52568	185.282	34.0472	9.51957	326.29	121.108	9.5209	200.511	75.0375	9.51993	107	158.052	9.51984	143.212	75.7789	9.51702	111.679	44.9578	9.53033	9.62071	6.08422	9.51833	23.6836	-2.37533	9.51834	-10.4565	-8.06723	9.51834	-9.66737	-12.5377
332.319	9.52561	187.306	34.3851	9.5195	329.328	121.783	9.52083	201.533	75.4288	9.51986	106	158.509	9.51977	146.22	76.0973	9.51695	111.685	45.2205	9.53025	9.61799	6.11345	9.51826	24.6858	-2.31946	9.51827	-11.4553	-8.08027	9.51827	-9.66444	-12.5635
332.321	9.52554	186.329	34.7205	9.51943	332.365	122.466	9.52075	202.555	75.8228	9.51979	103	158.959	9.5197	149.228	76.4231	9.51688	110.691	45.4806	9.53018	11.6153	6.14765	9.51819	26.688	-2.2586	9.5182	-11.4542	-8.0933	9.5182	-9.66151	-12.5894
332.324	9.52547	185.353	35.0535	9.51936	334.402	123.154	9.52068	203.578	76.2193	9.51972	98	159.397	9.51963	151.235	76.7539	9.51681	109.698	45.7383	9.53011	13.6125	6.18682	9.51812	28.6902	-2.19277	9.51813	-11.453	-8.10633	9.51813	-9.65858	-12.6152
332.326	9.5254	184.376	35.3841	9.51929	336.439	123.847	9.52061	205.6	76.6208	9.51965	94	159.824	9.51956	153.243	77.0897	9.51674	108.704	45.9936	9.53004	15.6098	6.23095	9.51805	31.6923	-2.11947	9.51806	-11.4519	-8.11935	9.51806	-9.65565	-12.6411
332.329	9.52533	184.4	35.7147	9.51921	338.477	124.544	9.52054	207.622	77.0273	9.51958	91	160.244	9.51948	155.251	77.4305	9.51666	108.71	46.2488	9.52997	17.6071	6.28005	9.51798	33.6945	-2.0412	9.51799	-10.4507	-8.12989	9.51799	-9.65273	-12.6669
332.331	9.52526	183.423	36.0429	9.51914	339.514	125.245	9.52047	210.644	77.4413	9.51951	89	160.66	9.51941	158.258	77.7787	9.51659	107.716	46.5016	9.5299	17.6044	6.32915	9.51791	32.6967	-1.9654	9.51791	-9.44952	-8.13794	9.51791	-8.6498	-12.6902
332.334	9.52519	183.447	36.3711	9.51907	340.551	125.948	9.5204	212.666	77.8604	9.51943	89	161.075	9.51934	161.266	78.1345	9.51652	106.722	46.7519	9.52983	16.6016	6.37575	9.51784	32.6989	-1.8896	9.51784	-8.44835	-8.14349	9.51784	-7.64687	-12.7111
332.336	9.52511	182.47	36.6969	9.519	340.588	126.651	9.52033	213.689	78.282	9.51936	89	161.49	9.51927	163.274	78.4952	9.51645	106.728	47.0022	9.52976	15.5989	6.41985	9.51776	32.7011	-1.8138	9.51777	-7.44719	-8.14656	9.51777	-6.64394	-12.7294
332.339	9.52504	182.494	37.0228	9.51893	339.626	127.352	9.52026	214.711	78.7061	9.51929	90	161.907	9.5192	163.281	78.856	9.51638	106.734	47.2525	9.52968	15.5962	6.46395	9.51769	34.7033	-1.73301	9.5177	-7.44602	-8.14963	9.5177	-6.64101	-12.7478
332.341	9.52497	180.518	37.3438	9.51886	340.663	128.055	9.52018	215.733	79.1329	9.51922	90	162.325	9.51913	161.289	79.2118	9.51631	105.741	47.5004	9.52961	14.5935	6.50556	9.51762	36.7055	-1.64725	9.51763	-6.44485	-8.15021	9.51763	-5.63808	-12.7636
332.344	9.5249	178.541	37.6598	9.51879	340.7	128.759	9.52011	216.755	79.5621	9.51915	91	162.745	9.51906	159.297	79.5626	9.51624	104.747	47.7457	9.52954	13.5908	6.54467	9.51755	37.7077	-1.559	9.51756	-4.44369	-8.14581	9.51756	-4.63516	-12.777
332.346	9.52483	177.565	37.9734	9.51872	342.737	129.467	9.52004	218.778	79.9964	9.51908	92	163.168	9.51899	158.304	79.911	9.51617	103.753	47.9887	9.52947	13.588	6.58378	9.51748	37.7098	-1.47074	9.51749	-2.44252	-8.13643	9.51749	-3.63223	-12.7879
332.349	9.52476	176.588	38.2846	9.51865	343.775	130.178	9.51997	220.8	80.4357	9.51901	93	163.593	9.51891	157.312	80.2569	9.51609	102.759	48.2291	9.5294	13.5853	6.62288	9.51741	36.712	-1.38496	9.51742	-0.44136	-8.12208	9.51742	-2.6293	-12.7962
332.351	9.52469	177.612	38.5984	9.51857	344.812	130.892	9.5199	223.822	80.8825	9.51894	95	164.023	9.51884	157.319	80.6029	9.51602	103.765	48.4721	9.52933	11.5826	6.657	9.51734	36.7142	-1.29918	9.51734	1.55981	-8.10275	9.51734	-0.62637	-12.7996
332.354	9.52462	179.635	38.9171	9.5185	345.849	131.608	9.51983	226.844	81.3368	9.51886	96	164.455	9.51877	157.327	80.9488	9.51595	102.771	48.7125	9.52926	11.5799	6.69111	9.51727	37.7164	-1.2109	9.51727	2.56098	-8.08094	9.51727	0.37656	-12.8005
332.356	9.52454	180.659	39.2384	9.51843	347.886	132.329	9.51976	227.866	81.7937	9.51879	99	164.895	9.5187	157.335	81.2948	9.51588	101.778	48.9505	9.52919	10.5771	6.72273	9.51719	37.7186	-1.12262	9.5172	2.56214	-8.05912	9.5172	1.37949	-12.7989
332.359	9.52447	182.682	39.5648	9.51836	349.924	133.056	9.51969	227.889	82.2506	9.51872	102	165.343	9.51863	157.342	81.6408	9.51581	100.784	49.1861	9.52911	9.57442	6.75186	9.51712	37.7208	-1.03434	9.51713	1.56331	-8.03979	9.51713	1.38242	-12.7973
332.361	9.5244	184.706	39.8961	9.51829	350.961	133.785	9.51961	227.911	82.7075	9.51865	105	165.798	9.51856	158.35	81.9893	9.51574	100.79	49.4216	9.52904	7.5717	6.77601	9.51705	37.7229	-0.94605	9.51706	0.56447	-8.02293	9.51706	3.38534	-12.7907
332.364	9.52433	185.729	40.2301	9.51822	352.998	134.519	9.51954	227.933	83.1646	9.51858	107	166.258	9.51849	159.358	82.3403	9.51567	100.796	49.6572	9.52897	5.56898	6.79518	9.51698	36.7251	-0.86024	9.51699	1.56564	-8.0036	9.51699	4.38827	-12.7816
332.366	9.52426	184.753	40.5616	9.51815	354.035	135.255	9.51947	228.955	83.6241	9.51851	108	166.72	9.51842	161.365	82.6963	9.5156	100.802	49.8927	9.5289	5.56625	6.81434	9.51691	35.7273	-0.77691	9.51692	1.56681	-7.98425	9.51692	5.3912	-12.7701
332.369	9.52419	183.776	40.8906	9.51808	355.073	135.994	9.5194	230.978	84.0887	9.51844	110	167.187	9.51835	162.373	83.0548	9.51552	100.808	50.1283	9.52883	5.56353	6.83349	9.51684	36.7295	-0.69109	9.51685	3.56797	-7.95993	9.51685	6.39413	-12.756
332.371	9.52412	183.8	41.2197	9.518	357.11	136.738	9.51933	234	84.5608	9.51837	111	167.657	9.51827	163.381	83.4158	9.51545	101.815	50.3664	9.52876	5.56081	6.85264	9.51677	36.7317	-0.60526	9.51677	4.56914	-7.93312	9.51677	7.39706	-12.7395
332.374	9.52405	184.823	41.5514	9.51793	357.147	137.483	9.51926	235.022	85.0355	9.5183	113	168.132	9.5182	165.388	83.7818	9.51538	102.821	50.607	9.52869	5.55808	6.87178	9.5167	36.7339	-0.51943	9.5167	2.5703	-7.91128	9.5167	5.39999	-12.7279
332.376	9.52397	184.847	41.8831	9.51786	357.184	138.227	9.51919	237.044	85.5152	9.51822	115	168.612	9.51813	167.396	84.1528	9.51531	104.827	50.8526	9.52861	6.55536	6.8934	9.51663	34.7361	-0.43856	9.51663	1.57147	-7.89193	9.51663	3.40291	-12.7212
332.379	9.5239	183.87	42.2124	9.51779	357.222	138.972	9.51912	238.066	85.9974	9.51815	117	169.097	9.51806	168.404	84.5263	9.51524	106.833	51.1032	9.52854	7.55264	6.9175	9.51655	32.7382	-0.36267	9.51656	-1.42736	-7.88003	9.51656	2.40584	-12.7171
332.381	9.52383	183.894	42.5418	9.51772	357.259	139.716	9.51904	236.089	86.4747	9.51808	119	169.586	9.51799	169.411	84.9022	9.51517	109.839	51.3612	9.52847	9.54992	6.94657	9.51648	30.7404	-0.29174	9.51649	-4.4262	-7.87559	9.51649	1.40877	-12.7154
332.384	9.52376	183.917	42.8712	9.51765	358.296	140.463	9.51897	235.111	86.9496	9.51801	121	170.081	9.51792	167.419	85.2733	9.5151	113.845	51.6292	9.5284	9.54719	6.97563	9.51641	29.7426	-0.22329	9.51642	-6.42503	-7.87612	9.51642	-0.5883	-12.7187
332.386	9.52369	183.941	43.2007	9.51758	359.334	141.213	9.5189	234.133	87.422	9.51794	122	170.578	9.51785	165.427	85.6394	9.51503	116.851	51.9047	9.52833	10.5445	7.00717	9.51634	30.7448	-0.15234	9.51635	-7.42386	-7.87913	9.51635	-1.58537	-12.7245
332.388	9.52362	184.964	43.5327	9.51751	359.371	141.963	9.51883	233.155	87.892	9.51787	123	171.078	9.51778	164.434	86.003	9.51496	118.858	52.1852	9.52826	10.5418	7.0387	9.51627	31.747	-0.07891	9.51628	-9.4227	-7.88711	9.51628	-2.58244	-12.7327
332.391	9.52355	185.988	43.8672	9.51743	360.408	142.715	9.51876	231.177	88.3571	9.5178	123	171.578	9.5177	163.442	86.3642	9.51488	118.864	52.4657	9.52819	9.53902	7.06774	9.5162	30.7492	-0.00796	9.51621	-12.4215	-7.90254	9.51621	-3.57951	-12.7435
332.393	9.52348	185.011	44.1994	9.51736	361.445	143.47	9.51869	230.2	88.8198	9.51773	124	172.08	9.51763	162.449	86.7228	9.51481	118.87	52.7462	9.52812	7.5363	7.0918	9.51613	30.7514	0.063	9.51613	-15.4204	-7.92543	9.51613	-3.57659	-12.7542
332.396	9.5234	186.035	44.5341	9.51729	362.483	144.228	9.51862	230.222	89.2825	9.51765	124	172.582	9.51756	161.457	87.0791	9.51474	118.876	53.0267	9.52804	4.53358	7.10839	9.51606	30.7535	0.13396	9.51606	-17.4192	-7.9533	9.51606	-3.57366	-12.7649
332.398	9.52333	187.058	44.8713	9.51722	363.52	144.988	9.51855	230.244	89.7453	9.51758	124	173.084	9.51749	159.465	87.4303	9.51467	119.882	53.3097	9.52797	2.53086	7.12001	9.51598	29.7557	0.20244	9.51599	-17.418	-7.98116	9.51599	-3.57073	-12.7756
332.401	9.52326	189.082	45.2135	9.51715	363.557	145.748	9.51848	230.266	90.2081	9.51751	122	173.581	9.51742	158.472	87.7791	9.5146	121.888	53.5977	9.5279	2.52813	7.13162	9.51591	29.7579	0.27093	9.51592	-18.4169	-8.0115	9.51592	-3.5678	-12.7863
332.403	9.52319	191.105	45.5608	9.51708	365.594	146.514	9.5184	229.289	90.6685	9.51744	121	174.076	9.51735	159.48	88.1304	9.51453	125.895	53.8957	9.52783	1.52541	7.14073	9.51584	31.7601	0.3444	9.51585	-18.4157	-8.04184	9.51585	-3.56487	-12.797
332.406	9.52312	193.129	45.9131	9.51701	366.632	147.282	9.51833	229.311	91.129	9.51737	119	174.566	9.51728	160.488	88.4843	9.51446	129.901	54.2036	9.52776	1.52269	7.14984	9.51577	32.7623	0.42035	9.51578	-16.4145	-8.0672	9.51578	-3.56194	-12.8077
332.408	9.52305	194.152	46.268	9.51694	367.669	148.052	9.51826	229.333	91.5895	9.5173	117	175.05	9.51721	161.495	88.8406	9.51439	132.907	54.519	9.52769	1.51996	7.15894	9.5157	33.7645	0.4988	9.51571	-14.4134	-8.08759	9.51571	-4.55902	-12.8209
332.411	9.52298	195.176	46.6254	9.51687	368.706	148.825	9.51819	229.355	92.05	9.51723	116	175.533	9.51713	162.503	89.1994	9.51431	134.913	54.8394	9.52762	0.51724	7.16555	9.51563	36.7666	0.58471	9.51564	-11.4122	-8.10052	9.51564	-3.55609	-12.8316
332.413	9.52291	195.199	46.9829	9.51679	368.743	149.598	9.51812	231.377	92.5156	9.51716	116	176.015	9.51706	163.511	89.5607	9.51424	137.919	55.1673	9.52755	0.51452	7.17215	9.51556	38.7688	0.67561	9.51556	-9.41104	-8.10847	9.51556	-3.55316	-12.8422
332.416	9.52284	195.223	47.3404	9.51672	368.781	150.371	9.51805	234.4	92.9887	9.51708	117	176.5	9.51699	164.518	89.9246	9.51417	138.925	55.4976	9.52747	0.5118	7.17874	9.51549	39.771	0.76899	9.51549	-8.40987	-8.11393	9.51549	-3.55023	-12.8529
332.418	9.52276	195.246	47.698	9.51665	366.818	151.14	9.51798	237.422	93.4694	9.51701	118	176.987	9.51692	166.526	90.2934	9.5141	138.932	55.828	9.5274	0.50907	7.18533	9.51542	39.7732	0.86238	9.51542	-8.40871	-8.11939	9.51542	-2.5473	-12.8611
332.421	9.52269	196.27	48.0582	9.51658	364.855	151.903	9.51791	238.444	93.9525	9.51694	118	177.474	9.51685	166.534	90.6622	9.51403	138.938	56.1584	9.52733	-0.49365	7.18943	9.51534	41.7754	0.96075	9.51535	-8.40754	-8.12485	9.51535	-2.54437	-12.8692
332.423	9.52262	196.293	48.4184	9.51651	363.892	152.664	9.51783	239.466	94.4382	9.51687	119	177.964	9.51678	166.541	91.0311	9.51396	138.944	56.4888	9.52726	-1.49637	7.19103	9.51527	41.7776	1.05912	9.51528	-7.40637	-8.12782	9.51528	-3.54144	-12.8799
332.426	9.52255	196.317	48.7786	9.51644	364.93	153.428	9.51776	239.488	94.924	9.5168	120	178.456	9.51671	167.549	91.4025	9.51389	137.95	56.8167	9.52719	-1.4991	7.19262	9.5152	40.7798	1.15501	9.51521	-6.40521	-8.12829	9.51521	-3.53852	-12.8905
332.428	9.52248	196.34	49.1389	9.51637	366.967	154.197	9.51769	240.511	95.4123	9.51673	122	178.953	9.51664	167.556	91.7738	9.51382	135.956	57.1397	9.52712	-0.50182	7.1967	9.51513	38.782	1.24593	9.51514	-6.40404	-8.12877	9.51514	-3.53559	-12.9011
332.431	9.52241	197.364	49.5018	9.5163	369.004	154.97	9.51762	238.533	95.8957	9.51666	123	179.453	9.51657	166.564	92.1428	9.51375	134.962	57.4603	9.52705	-0.50454	7.20076	9.51506	36.7841	1.33189	9.51507	-5.40288	-8.12675	9.51507	-4.53266	-12.9142
332.433	9.52234	198.387	49.8672	9.51622	370.041	155.747	9.51755	238.555	96.3791	9.51659	124	179.955	9.51649	166.572	92.5117	9.51367	135.968	57.7833	9.52698	0.49274	7.20731	9.51499	34.7863	1.41288	9.515	-4.40171	-8.12225	9.515	-3.52973	-12.9248
332.436	9.52227	199.411	50.2351	9.51615	371.079	156.526	9.51748	238.577	96.8626	9.51652	124	180.457	9.51642	167.579	92.8831	9.5136	136.975	58.1088	9.5269	0.49001	7.21385	9.51492	31.7885	1.48642	9.51492	-2.40054	-8.11277	9.51492	-2.5268	-12.9329
332.438	9.52219	201.434	50.6081	9.51608	372.116	157.307	9.51741	237.6	97.3437	9.51644	123	180.957	9.51635	170.587	93.2621	9.51353	137.981	58.4368	9.52683	-0.51271	7.2179	9.51485	26.7907	1.54753	9.51485	-2.39938	-8.10329	9.51485	-2.52387	-12.9411
332.441	9.52212	203.458	50.9862	9.51601	374.153	158.094	9.51734	237.622	97.8248	9.51637	123	181.457	9.51628	174.595	93.6509	9.51346	138.987	58.7673	9.52676	-1.51543	7.21945	9.51477	22.7929	1.5987	9.51478	-2.39821	-8.0938	9.51478	-2.52095	-12.9491
332.443	9.52205	204.481	51.3667	9.51594	376.19	158.886	9.51726	236.644	98.3035	9.5163	121	181.951	9.51621	175.602	94.0423	9.51339	139.993	59.1003	9.52669	-0.51816	7.22349	9.5147	19.7951	1.64241	9.51471	-1.39705	-8.08183	9.51471	-1.51802	-12.9548
332.446	9.52198	205.505	51.7498	9.51587	378.228	159.682	9.51719	236.666	98.7822	9.51623	121	182.446	9.51614	177.61	94.4387	9.51332	140.999	59.4359	9.52662	-0.52088	7.22751	9.51463	16.7972	1.67868	9.51464	-1.39588	-8.06985	9.51464	-1.51509	-12.9604
332.448	9.52191	205.528	52.133	9.5158	381.265	160.487	9.51712	234.688	99.256	9.51616	120	182.938	9.51607	179.618	94.8401	9.51325	143.005	59.7764	9.52655	-1.5236	7.22905	9.51456	14.7994	1.70997	9.51457	-0.39471	-8.05539	9.51457	-2.51216	-12.9684
332.451	9.52184	206.552	52.5187	9.51573	382.302	161.293	9.51705	233.711	99.7274	9.51609	117	183.423	9.516	182.625	95.2489	9.51318	145.012	60.1219	9.52648	-2.52632	7.22809	9.51449	13.8016	1.73879	9.5145	-0.39355	-8.04092	9.5145	-4.50923	-12.9815
332.453	9.52177	205.575	52.9019	9.51566	384.34	162.105	9.51698	231.733	100.194	9.51602	115	183.903	9.51592	184.633	95.6628	9.51311	148.018	60.4748	9.52641	-4.52905	7.22215	9.51442	15.8038	1.77258	9.51443	2.60762	-8.01899	9.51443	-6.5063	-12.9995
332.456	9.5217	204.599	53.2828	9.51558	385.377	162.92	9.51691	231.755	100.66	9.51595	113	184.378	9.51585	185.641	96.0791	9.51303	150.024	60.8328	9.52633	-5.53177	7.21372	9.51435	17.806	1.81135	9.51436	3.60878	-7.99457	9.51436	-8.50337	-13.0225
332.458	9.52162	204.623	53.6637	9.51551	386.414	163.737	9.51684	231.777	101.127	9.51587	112	184.85	9.51578	186.648	96.498	9.51296	151.03	61.1933	9.52626	-7.53449	7.2003	9.51428	20.8082	1.85758	9.51428	3.60995	-7.97014	9.51428	-10.5005	-13.0504
332.461	9.52155	205.646	54.0472	9.51544	386.451	164.554	9.51677	233.8	101.599	9.5158	113	185.325	9.51571	186.656	96.9169	9.51289	151.036	61.5537	9.52619	-8.53722	7.1844	9.51421	24.8104	1.91377	9.51421	2.61112	-7.9482	9.51421	-11.4975	-13.0808
332.463	9.52148	206.67	54.4331	9.51537	386.489	165.371	9.5167	236.822	102.078	9.51573	114	185.802	9.51564	186.663	97.3358	9.51282	151.042	61.9142	9.52612	-8.53994	7.16849	9.51413	27.8126	1.97742	9.51414	0.61228	-7.93123	9.51414	-10.4946	-13.1088
332.466	9.52141	206.693	54.8192	9.5153	386.526	166.189	9.51662	240.844	102.567	9.51566	114	186.279	9.51557	187.671	97.7572	9.51275	150.049	62.2723	9.52605	-6.54266	7.15754	9.51406	28.8147	2.04356	9.51407	-0.38655	-7.91675	9.51407	-9.49166	-13.1342
332.468	9.52134	206.717	55.2053	9.51523	386.563	167.006	9.51655	244.866	103.066	9.51559	115	186.759	9.5155	187.679	98.1786	9.51268	150.055	62.6303	9.52598	-2.54538	7.15654	9.51399	28.8169	2.10971	9.514	-1.38538	-7.90474	9.514	-8.48873	-13.1571
332.471	9.52127	205.74	55.589	9.51516	388.6	167.829	9.51648	249.888	103.578	9.51552	119	187.249	9.51543	187.686	98.6	9.51261	150.061	62.9883	9.52591	1.45189	7.16547	9.51392	26.8191	2.17089	9.51393	-0.38422	-7.89025	9.51393	-7.4858	-13.1776
332.473	9.5212	206.764	55.9752	9.51509	390.638	168.656	9.51641	253.911	104.099	9.51545	122	187.746	9.51536	188.694	99.024	9.51254	151.067	63.3489	9.52584	3.44917	7.17937	9.51385	25.8213	2.22959	9.51386	1.61695	-7.87078	9.51386	-5.48287	-13.193
332.475	9.52113	207.787	56.364	9.51501	391.675	169.486	9.51634	257.933	104.631	9.51538	125	188.251	9.51528	188.702	99.4479	9.51247	151.073	63.7095	9.52576	6.44645	7.20072	9.51378	23.8235	2.28332	9.51379	4.61811	-7.84385	9.51379	-3.47995	-13.2035
332.478	9.52105	207.811	56.7528	9.51494	391.712	170.317	9.51627	260.955	105.17	9.51531	126	188.758	9.51521	189.709	99.8744	9.51239	150.079	64.0676	9.52569	9.44372	7.22952	9.51371	21.8257	2.33209	9.51371	5.61928	-7.81443	9.51371	-1.47702	-13.209
332.48	9.52098	208.834	57.1442	9.51487	393.749	171.152	9.5162	262.977	105.714	9.51523	127	189.267	9.51514	191.717	100.306	9.51232	150.085	64.4257	9.52562	11.441	7.26329	9.51364	20.8279	2.37837	9.51364	6.62045	-7.78252	9.51364	0.52591	-13.2096
332.483	9.52091	208.858	57.5356	9.5148	394.787	171.99	9.51613	263.999	106.261	9.51516	127	189.777	9.51507	191.725	100.737	9.51225	150.092	64.7838	9.52555	12.4383	7.29954	9.51357	19.83	2.42217	9.51357	6.62161	-7.75061	9.51357	1.52884	-13.2076
332.485	9.52084	207.881	57.9247	9.51473	394.824	172.828	9.51605	264.022	106.808	9.51509	127	190.287	9.515	191.732	101.169	9.51218	152.098	65.1469	9.52548	14.4356	7.34075	9.51349	18.8322	2.4635	9.5135	4.62278	-7.72367	9.5135	3.53177	-13.2006
332.488	9.52077	206.905	58.3112	9.51466	395.861	173.668	9.51598	265.044	107.357	9.51502	127	190.796	9.51493	191.74	101.6	9.51211	155.104	65.5175	9.52541	15.4328	7.38444	9.51342	16.8344	2.49985	9.51343	2.62394	-7.7017	9.51343	4.5347	-13.1912
332.49	9.5207	205.928	58.6954	9.51459	397.898	174.514	9.51591	264.066	107.904	9.51495	128	191.308	9.51486	192.748	102.034	9.51204	158.11	65.8956	9.52534	14.4301	7.42564	9.51335	14.8366	2.53124	9.51336	0.62511	-7.68469	9.51336	5.53762	-13.1793
332.493	9.52063	204.952	59.0771	9.51452	399.936	175.365	9.51584	264.088	108.451	9.51488	127	191.818	9.51479	193.755	102.471	9.51197	160.116	66.2786	9.52527	13.4274	7.46435	9.51328	12.8388	2.55766	9.51329	-0.37372	-7.67018	9.51329	5.54055	-13.1673
332.495	9.52056	202.975	59.4539	9.51445	401.973	176.22	9.51577	262.111	108.993	9.51481	126	192.325	9.51472	193.763	102.907	9.5119	162.122	66.6667	9.52519	13.4247	7.50305	9.51321	11.841	2.5816	9.51322	-1.37256	-7.65814	9.51322	3.54348	-13.1603
332.498	9.52049	200.999	59.8258	9.51437	405.01	177.084	9.5157	259.133	109.527	9.51474	126	192.832	9.51464	194.77	103.347	9.51182	164.129	67.0597	9.52512	12.4219	7.53926	9.51314	10.8432	2.60306	9.51315	-2.37139	-7.64859	9.51315	1.54641	-13.1583
332.5	9.52041	200.022	60.1953	9.5143	409.047	177.957	9.51563	256.155	110.055	9.51466	126	193.339	9.51457	194.778	103.786	9.51175	165.135	67.4552	9.52505	11.4192	7.57297	9.51307	10.8453	2.62452	9.51307	-2.37023	-7.63903	9.51307	0.54934	-13.1588
332.503	9.52034	200.046	60.5648	9.51423	412.085	178.838	9.51556	254.177	110.577	9.51459	125	193.844	9.5145	195.786	104.227	9.51168	166.141	67.8533	9.52498	11.4165	7.60668	9.513	10.8475	2.64599	9.513	-2.36906	-7.62948	9.513	-0.44773	-13.1617
332.505	9.52027	202.069	60.9393	9.51416	415.122	179.726	9.51549	253.199	111.097	9.51452	123	194.344	9.51443	195.793	104.669	9.51161	167.147	68.2538	9.52491	10.4138	7.63789	9.51293	11.8497	2.66995	9.51293	-1.36789	-7.61743	9.51293	-1.4448	-13.1672
332.508	9.5202	204.093	61.3189	9.51409	417.159	180.62	9.51541	251.222	111.612	9.51445	121	194.838	9.51436	195.801	105.11	9.51154	168.153	68.6568	9.52484	9.41105	7.66661	9.51285	11.8519	2.69392	9.51286	-2.36673	-7.60787	9.51286	-2.44188	-13.1751
332.51	9.52013	207.116	61.706	9.51402	418.196	181.516	9.51534	251.244	112.127	9.51438	119	195.328	9.51429	196.809	105.555	9.51147	167.159	69.0574	9.52477	8.40833	7.69284	9.51278	12.8541	2.72038	9.51279	-2.36556	-7.5983	9.51279	-1.43895	-13.1805
332.513	9.52006	208.14	62.0957	9.51395	417.234	182.41	9.51527	252.266	112.644	9.51431	118	195.815	9.51422	198.816	106.004	9.5114	167.166	69.458	9.5247	8.40561	7.71906	9.51271	13.8563	2.74933	9.51272	-4.3644	-7.5937	9.51272	-0.43602	-13.1834
332.515	9.51999	209.163	62.4879	9.51388	418.271	183.306	9.5152	253.288	113.164	9.51424	119	196.305	9.51415	199.824	106.455	9.51133	167.172	69.8586	9.52462	7.40288	7.74279	9.51264	13.8584	2.77828	9.51265	-5.36323	-7.59159	9.51265	-0.43309	-13.1863
