xb	xfa	a	aa	xfb	b	ba	xfc	c	ca	xfd	d	da	xfe	e	ea	xff	f	fa	xfh	h	ha	xfg	g	ga	xfi	i	ia	xfk	k	ka
337.498	9.37944	-387.722	259.211	9.37342	-446.062	323.45	9.37472	-329.191	228.183	9.37377	-424	243.099	9.37368	-276.857	177.135	9.37091	-199.487	94.55	9.38401	-97.0537	29.8929	9.3722	-52.7616	22.1276	9.37221	-5.02645	0.59015	9.37221	5.43558	-6.55252
337.5	9.37937	-385.698	258.124	9.37335	-445.025	322.2	9.37465	-329.168	227.255	9.37371	-424	242.239	9.37362	-275.849	176.404	9.37084	-196.481	94.0464	9.38394	-97.0564	29.6569	9.37213	-51.7594	21.9934	9.37214	-5.02529	0.5931	9.37214	4.43851	-6.54332
337.503	9.3793	-383.675	257.043	9.37328	-441.988	320.957	9.37459	-327.146	226.332	9.37364	-425	241.376	9.37355	-274.842	175.675	9.37077	-193.474	93.5503	9.38387	-98.0591	29.4184	9.37206	-51.7572	21.8592	9.37207	-6.02412	0.59357	9.37207	3.44144	-6.5366
337.505	9.37923	-381.651	255.966	9.37321	-439.95	319.72	9.37452	-326.124	225.412	9.37357	-426	240.511	9.37348	-274.834	174.947	9.3707	-189.468	93.0642	9.3838	-99.0618	29.1774	9.37199	-53.7551	21.7201	9.372	-7.02295	0.59156	9.372	1.44437	-6.53484
337.508	9.37916	-379.628	254.894	9.37314	-437.913	318.487	9.37445	-324.102	224.496	9.3735	-427	239.643	9.37341	-275.827	174.216	9.37063	-185.462	92.588	9.38373	-99.0646	28.9364	9.37192	-56.7529	21.5735	9.37193	-8.02179	0.58706	9.37193	0.4473	-6.53556
337.51	9.37909	-376.604	253.83	9.37307	-436.876	317.257	9.37438	-322.08	223.586	9.37343	-428	238.773	9.37334	-274.819	173.487	9.37056	-183.456	92.1168	9.38366	-97.0673	28.7004	9.37186	-56.7507	21.4269	9.37186	-8.02062	0.58256	9.37186	-1.54977	-6.54124
337.513	9.37902	-372.581	252.776	9.373	-435.839	316.03	9.37431	-319.057	222.683	9.37336	-427	237.905	9.37327	-272.811	172.764	9.37049	-181.45	91.6506	9.38359	-95.07	28.4693	9.37179	-56.7485	21.2803	9.37179	-9.01946	0.57559	9.37179	-2.54684	-6.54941
337.515	9.37896	-369.557	251.729	9.37294	-433.801	314.808	9.37424	-316.035	221.787	9.37329	-426	237.039	9.3732	-271.804	172.043	9.37042	-179.444	91.1894	9.38352	-92.0727	28.2458	9.37172	-56.7463	21.1337	9.37172	-10.0183	0.56613	9.37172	-3.54392	-6.56005
337.518	9.37889	-367.534	250.687	9.37287	-433.764	313.586	9.37417	-314.013	220.897	9.37322	-425	236.177	9.37313	-270.796	171.324	9.37035	-177.437	90.7332	9.38346	-88.0755	28.0321	9.37165	-57.7441	20.9846	9.37166	-11.0171	0.55418	9.37166	-4.54099	-6.57318
337.52	9.37882	-366.51	249.648	9.3728	-434.727	312.361	9.3741	-311.991	220.011	9.37315	-423	235.319	9.37306	-270.788	170.606	9.37029	-176.431	90.2795	9.38339	-85.0782	27.8259	9.37158	-56.742	20.838	9.37159	-12.016	0.53975	9.37159	-4.53806	-6.58629
337.523	9.37875	-364.487	248.614	9.37273	-433.69	311.139	9.37403	-311.968	219.126	9.37308	-419	234.471	9.37299	-269.781	169.89	9.37022	-175.425	89.8283	9.38332	-83.0809	27.6246	9.37151	-55.7398	20.6939	9.37152	-13.0148	0.52284	9.37152	-4.53513	-6.5994
337.525	9.37868	-361.463	247.587	9.37266	-432.652	309.92	9.37396	-311.946	218.241	9.37302	-416	233.63	9.37292	-269.773	169.174	9.37015	-173.419	89.382	9.38325	-80.0836	27.4308	9.37144	-54.7376	20.5523	9.37145	-13.0136	0.50593	9.37145	-4.5322	-6.6125
337.528	9.37861	-361.44	246.561	9.37259	-431.615	308.703	9.37389	-310.924	217.358	9.37295	-413	232.797	9.37286	-270.765	168.455	9.37008	-170.413	88.9433	9.38318	-78.0863	27.242	9.37137	-55.7354	20.4082	9.37138	-12.0125	0.49151	9.37138	-5.52927	-6.62809
337.53	9.37854	-359.416	245.539	9.37252	-430.578	307.489	9.37383	-308.902	216.48	9.37288	-411	231.969	9.37279	-271.758	167.734	9.37001	-167.407	88.512	9.38311	-77.0891	27.0557	9.3713	-56.7332	20.2617	9.37131	-11.0113	0.47958	9.37131	-5.52634	-6.64366
337.533	9.37847	-357.393	244.523	9.37245	-429.541	306.277	9.37376	-307.88	215.605	9.37281	-408	231.149	9.37272	-272.75	167.011	9.36994	-164.4	88.0882	9.38304	-75.0918	26.8743	9.37123	-55.731	20.1176	9.37124	-10.0101	0.47014	9.37124	-3.52342	-6.65425
337.535	9.3784	-354.369	243.514	9.37238	-427.503	305.07	9.37369	-305.857	214.735	9.37274	-405	230.336	9.37265	-271.742	166.29	9.36987	-163.394	87.6669	9.38297	-73.0945	26.6979	9.37117	-55.7288	19.9736	9.37117	-9.00896	0.46319	9.37117	-2.52049	-6.66235
337.538	9.37833	-352.346	242.51	9.37231	-425.466	303.869	9.37362	-305.835	213.865	9.37267	-401	229.532	9.37258	-270.735	165.572	9.3698	-163.388	87.2456	9.3829	-69.0972	26.5314	9.3711	-54.7266	19.832	9.3711	-9.0078	0.45624	9.3711	-1.51756	-6.66796
337.54	9.37826	-350.322	241.511	9.37224	-423.429	302.672	9.37355	-304.813	212.997	9.3726	-397	228.739	9.37251	-268.727	164.859	9.36973	-163.382	86.8243	9.38283	-66.1	26.3724	9.37103	-53.7245	19.6929	9.37103	-9.00663	0.4493	9.37103	-0.51463	-6.67107
337.543	9.3782	-349.299	240.515	9.37218	-422.392	301.478	9.37348	-303.791	212.132	9.37253	-393	227.956	9.37244	-266.72	164.15	9.36966	-162.376	86.4055	9.38276	-63.1027	26.2208	9.37096	-52.7223	19.5563	9.37097	-11.0055	0.43738	9.37097	-0.5117	-6.67417
337.545	9.37813	-347.275	239.523	9.37211	-420.354	300.29	9.37341	-302.769	211.27	9.37246	-389	227.183	9.37237	-265.712	163.444	9.3696	-162.37	85.9868	9.38269	-62.1054	26.0717	9.37089	-53.7201	19.4173	9.3709	-12.0043	0.42298	9.3709	0.49123	-6.67479
337.548	9.37806	-344.252	238.54	9.37204	-419.317	299.103	9.37334	-300.746	210.412	9.37239	-386	226.417	9.3723	-262.704	162.746	9.36953	-160.364	85.573	9.38263	-62.1081	25.9226	9.37082	-54.7179	19.2757	9.37083	-13.0031	0.4061	9.37083	0.49415	-6.67539
337.55	9.37799	-340.228	237.566	9.37197	-416.28	297.925	9.37327	-299.724	209.557	9.37232	-384	225.656	9.37223	-261.697	162.05	9.36946	-157.357	85.1667	9.38256	-64.1109	25.7685	9.37075	-55.7157	19.1317	9.37076	-15.002	0.38425	9.37076	2.49708	-6.67102
337.553	9.37792	-335.205	236.605	9.3719	-413.243	296.753	9.3732	-298.702	208.705	9.37226	-382	224.9	9.37217	-260.689	161.357	9.36939	-154.351	84.7679	9.38249	-65.1136	25.6119	9.37068	-57.7135	18.9827	9.37069	-17.0008	0.35743	9.37069	4.50001	-6.66166
337.555	9.37785	-332.181	235.651	9.37183	-410.205	295.59	9.37314	-297.68	207.855	9.37219	-382	224.144	9.3721	-259.681	160.666	9.36932	-152.345	84.3741	9.38242	-64.1163	25.4578	9.37061	-57.7114	18.8337	9.37062	-18.9996	0.32563	9.37062	5.50294	-6.64981
337.558	9.37778	-330.158	234.702	9.37176	-407.168	294.434	9.37307	-295.657	207.01	9.37212	-383	223.386	9.37203	-260.674	159.972	9.36925	-151.339	83.9827	9.38235	-63.119	25.3062	9.37054	-58.7092	18.6822	9.37055	-20.9985	0.28887	9.37055	6.50587	-6.63547
337.56	9.37771	-327.134	233.761	9.37169	-404.131	293.285	9.373	-294.635	206.168	9.37205	-383	222.627	9.37196	-262.666	159.274	9.36918	-152.333	83.5889	9.38228	-62.1217	25.1571	9.37047	-57.707	18.5332	9.37048	-22.9973	0.24714	9.37048	6.5088	-6.62112
337.563	9.37764	-326.111	232.822	9.37162	-401.094	292.144	9.37293	-292.613	205.331	9.37198	-386	221.861	9.37189	-263.658	158.573	9.36911	-152.327	83.1951	9.38221	-63.1245	25.0055	9.37041	-55.7048	18.3892	9.37041	-24.9961	0.20044	9.37041	5.51172	-6.60925
337.565	9.37757	-325.087	231.886	9.37155	-398.056	291.011	9.37286	-289.591	204.501	9.37191	-387	221.093	9.37182	-263.651	157.873	9.36904	-153.32	82.7989	9.38214	-64.1272	24.8513	9.37034	-53.7026	18.2502	9.37034	-25.995	0.15125	9.37034	4.51465	-6.59985
337.568	9.3775	-324.064	230.952	9.37149	-394.019	289.888	9.37279	-287.569	203.676	9.37184	-389	220.319	9.37175	-261.643	157.177	9.36897	-154.314	82.4001	9.38207	-65.1299	24.6947	9.37027	-53.7004	18.1112	9.37027	-25.9938	0.10207	9.37027	3.51758	-6.59294
337.57	9.37744	-324.04	230.019	9.37142	-389.982	288.774	9.37272	-284.546	202.859	9.37177	-388	219.549	9.37168	-258.635	156.489	9.36891	-154.308	82.0014	9.382	-66.1326	24.5356	9.3702	-53.6982	17.9722	9.37021	-23.9926	0.05787	9.37021	2.52051	-6.58851
337.573	9.37737	-324.017	229.085	9.37135	-383.945	287.676	9.37265	-281.524	202.05	9.3717	-387	218.78	9.37161	-256.628	155.805	9.36884	-155.302	81.6002	9.38193	-64.1354	24.3815	9.37013	-53.6961	17.8332	9.37014	-19.9915	0.02361	9.37014	0.52344	-6.58904
337.575	9.3773	-323.993	228.152	9.37128	-380.907	286.585	9.37258	-279.502	201.245	9.37163	-386	218.014	9.37154	-254.62	155.127	9.36877	-156.296	81.1966	9.38187	-63.1381	24.2298	9.37006	-52.6939	17.6966	9.37007	-16.9903	-0.00319	9.37007	-1.47363	-6.59454
337.577	9.37723	-322.97	227.221	9.37121	-378.87	285.5	9.37251	-276.48	200.448	9.37157	-385	217.251	9.37148	-254.613	154.449	9.3687	-158.29	80.788	9.3818	-62.1408	24.0806	9.36999	-51.6917	17.5626	9.37	-13.9891	-0.02252	9.37	-3.4707	-6.605
337.58	9.37716	-320.946	226.295	9.37114	-375.833	284.421	9.37245	-275.458	199.653	9.3715	-384	216.49	9.37141	-254.605	153.771	9.36863	-157.283	80.3819	9.38173	-60.1435	23.9364	9.36992	-49.6895	17.4336	9.36993	-11.988	-0.03688	9.36993	-5.46778	-6.62043
337.582	9.37709	-317.923	225.377	9.37107	-373.795	283.348	9.37238	-274.435	198.861	9.37143	-382	215.734	9.37134	-252.597	153.097	9.36856	-156.277	79.9782	9.38166	-58.1463	23.7972	9.36985	-49.6873	17.3045	9.36986	-9.98681	-0.04626	9.36986	-6.46485	-6.63833
337.585	9.37702	-315.899	224.463	9.371	-371.758	282.28	9.37231	-273.413	198.072	9.37136	-382	214.978	9.37127	-249.59	152.432	9.36849	-156.271	79.5747	9.38159	-56.149	23.6629	9.36978	-48.6851	17.178	9.36979	-7.98564	-0.05067	9.36979	-6.46192	-6.65623
337.587	9.37695	-313.876	223.555	9.37093	-368.721	281.22	9.37224	-271.391	197.287	9.37129	-382	214.222	9.3712	-246.582	151.773	9.36842	-155.265	79.1736	9.38152	-55.1517	23.5311	9.36972	-47.6829	17.0539	9.36972	-5.98447	-0.0501	9.36972	-5.45899	-6.67164
337.59	9.37688	-313.852	222.647	9.37086	-366.684	280.164	9.37217	-270.369	196.505	9.37122	-383	213.464	9.37113	-242.574	151.125	9.36835	-153.259	78.7774	9.38145	-56.1544	23.3968	9.36965	-47.6808	16.9299	9.36965	-4.98331	-0.04704	9.36965	-5.45606	-6.68704
337.592	9.37681	-313.829	221.739	9.3708	-365.646	279.112	9.3721	-270.346	195.723	9.37115	-382	212.708	9.37106	-238.567	150.486	9.36828	-152.253	78.3838	9.38138	-56.1571	23.2625	9.36958	-46.6786	16.8083	9.36958	-5.98214	-0.04647	9.36958	-6.45313	-6.70492
337.595	9.37674	-313.805	220.831	9.37073	-365.609	278.059	9.37203	-271.324	194.939	9.37108	-381	211.954	9.37099	-235.559	149.856	9.36821	-152.247	77.9903	9.38131	-56.1599	23.1282	9.36951	-46.6764	16.6868	9.36952	-5.98098	-0.04589	9.36952	-6.4502	-6.72279
337.597	9.37668	-311.782	219.928	9.37066	-364.572	277.009	9.37196	-272.302	194.152	9.37101	-379	211.206	9.37092	-232.551	149.232	9.36815	-154.24	77.5917	9.38124	-56.1626	22.9938	9.36944	-47.6742	16.5627	9.36945	-5.97981	-0.04531	9.36945	-7.44728	-6.74313
337.6	9.37661	-309.758	219.03	9.37059	-363.535	275.961	9.37189	-273.28	193.363	9.37094	-377	210.462	9.37085	-230.544	148.614	9.36808	-156.234	77.1882	9.38117	-56.1653	22.8595	9.36937	-49.672	16.4337	9.36938	-5.97864	-0.04473	9.36938	-7.44435	-6.76348
337.602	9.37654	-308.735	218.134	9.37052	-362.497	274.916	9.37182	-274.258	192.572	9.37088	-376	209.721	9.37078	-227.536	148.003	9.36801	-156.228	76.7847	9.38111	-56.168	22.7252	9.3693	-50.6698	16.3022	9.36931	-3.97748	-0.03917	9.36931	-8.44142	-6.7863
337.605	9.37647	-307.711	217.241	9.37045	-360.46	273.876	9.37175	-275.235	191.778	9.37081	-377	208.978	9.37072	-225.528	147.397	9.36794	-155.222	76.3837	9.38104	-56.1708	22.5909	9.36923	-52.6676	16.1658	9.36924	-1.97631	-0.02863	9.36924	-8.43849	-6.80911
337.607	9.3764	-305.688	216.353	9.37038	-359.423	272.839	9.37169	-275.213	190.984	9.37074	-376	208.237	9.37065	-225.521	146.791	9.36787	-153.216	75.9877	9.38097	-55.1735	22.459	9.36916	-53.6655	16.0269	9.36917	0.02485	-0.01312	9.36917	-8.43556	-6.83192
337.61	9.37633	-304.664	215.468	9.37031	-357.386	271.807	9.37162	-276.191	190.187	9.37067	-375	207.498	9.37058	-225.513	146.185	9.3678	-151.21	75.5967	9.3809	-54.1762	22.3296	9.36909	-52.6633	15.8904	9.3691	0.02602	0.00239	9.3691	-8.43263	-6.85472
337.612	9.37626	-304.64	214.583	9.37024	-355.348	270.78	9.37155	-275.169	189.393	9.3706	-374	206.762	9.37051	-226.505	145.577	9.36773	-151.203	75.2057	9.38083	-54.1789	22.2002	9.36903	-52.6611	15.754	9.36903	0.02719	0.0179	9.36903	-7.42971	-6.87502
337.615	9.37619	-304.617	213.697	9.37017	-354.311	269.755	9.37148	-275.146	188.6	9.37053	-373	206.029	9.37044	-225.498	144.971	9.36766	-152.197	74.8123	9.38076	-53.1816	22.0733	9.36896	-51.6589	15.62	9.36896	-0.97165	0.03094	9.36896	-7.42678	-6.89532
337.617	9.37612	-305.593	212.81	9.3701	-353.274	268.733	9.37141	-275.124	187.806	9.37046	-372	205.298	9.37037	-224.49	144.367	9.36759	-153.191	74.4163	9.38069	-53.1844	21.9464	9.36889	-50.6567	15.4886	9.36889	-0.97048	0.04397	9.36889	-6.42385	-6.91313
337.62	9.37605	-305.57	211.922	9.37004	-352.237	267.713	9.37134	-274.102	187.015	9.37039	-371	204.569	9.3703	-223.483	143.766	9.36753	-153.185	74.0204	9.38062	-52.1871	21.822	9.36882	-49.6545	15.3596	9.36883	-0.96932	0.05701	9.36883	-5.42092	-6.92844
337.622	9.37598	-305.546	211.035	9.36997	-350.199	266.699	9.37127	-272.08	186.228	9.37032	-371	203.841	9.37023	-222.475	143.168	9.36746	-150.179	73.6319	9.38055	-51.1898	21.7	9.36875	-46.6523	15.2381	9.36876	-1.96815	0.06756	9.36876	-3.41799	-6.93877
337.625	9.37592	-305.523	210.147	9.3699	-349.162	265.687	9.3712	-269.058	185.45	9.37025	-371	203.112	9.37016	-221.467	142.572	9.36739	-147.173	73.251	9.38048	-49.1925	21.583	9.36868	-44.6502	15.1216	9.36869	-2.96698	0.07563	9.36869	-2.41506	-6.94661
337.627	9.37585	-305.499	209.26	9.36983	-348.125	264.678	9.37113	-265.035	184.681	9.37019	-372	202.381	9.37009	-221.46	141.976	9.36732	-145.166	72.875	9.38041	-47.1953	21.471	9.36861	-40.648	15.0151	9.36862	-2.96582	0.08371	9.36862	-0.41213	-6.94947
337.63	9.37578	-304.476	208.375	9.36976	-347.088	263.671	9.37106	-261.013	183.922	9.37012	-373	201.647	9.37003	-222.452	141.378	9.36725	-144.16	72.5015	9.38035	-46.198	21.3615	9.36854	-37.6458	14.916	9.36855	-3.96465	0.0893	9.36855	0.59079	-6.94983
337.632	9.37571	-303.452	207.492	9.36969	-347.05	262.665	9.371	-256.991	183.174	9.37005	-374	200.911	9.36996	-223.444	140.777	9.36718	-142.154	72.133	9.38028	-45.2007	21.2544	9.36847	-35.6436	14.8218	9.36848	-3.96349	0.0949	9.36848	1.59372	-6.9477
337.635	9.37564	-302.429	206.613	9.36962	-347.013	261.658	9.37093	-252.969	182.435	9.36998	-374	200.175	9.36989	-224.437	140.174	9.36711	-141.148	71.767	9.38021	-44.2034	21.1498	9.3684	-32.6414	14.7352	9.36841	-4.96232	0.098	9.36841	3.59665	-6.94059
337.637	9.37557	-301.405	205.735	9.36955	-346.976	260.652	9.37086	-251.947	181.699	9.36991	-372	199.444	9.36982	-224.429	139.571	9.36704	-140.142	71.4035	9.38014	-42.2062	21.0502	9.36834	-30.6392	14.6535	9.36834	-5.96115	0.09863	9.36834	3.59958	-6.93347
337.64	9.3755	-302.382	204.856	9.36948	-344.939	259.651	9.37079	-250.924	180.965	9.36984	-371	198.716	9.36975	-224.421	138.968	9.36697	-137.136	71.0475	9.38007	-41.2089	20.9531	9.36827	-28.637	14.5768	9.36827	-5.95999	0.09926	9.36827	3.60251	-6.92635
337.642	9.37543	-300.358	203.981	9.36941	-343.901	258.652	9.37072	-248.902	180.237	9.36977	-369	197.992	9.36968	-223.414	138.367	9.3669	-135.13	70.6965	9.38	-41.2116	20.8559	9.3682	-28.6349	14.5001	9.3682	-4.95882	0.10238	9.3682	1.60544	-6.92419
337.645	9.37536	-296.335	203.116	9.36935	-343.864	257.653	9.37065	-246.88	179.513	9.3697	-367	197.273	9.36961	-224.406	137.764	9.36684	-132.123	70.3529	9.37993	-41.2143	20.7588	9.36813	-29.6327	14.4209	9.36814	-3.95766	0.10799	9.36814	-1.39163	-6.92948
337.647	9.37529	-292.311	202.262	9.36928	-342.827	256.657	9.37058	-244.858	178.795	9.36963	-364	196.562	9.36954	-224.398	137.16	9.36677	-130.117	70.0143	9.37986	-42.217	20.6591	9.36806	-30.6305	14.3392	9.36807	-2.95649	0.11608	9.36807	-3.38871	-6.93974
337.65	9.37523	-288.288	201.417	9.36921	-342.789	255.661	9.37051	-242.835	178.081	9.36956	-361	195.858	9.36947	-224.391	136.557	9.3667	-131.111	69.6733	9.37979	-44.2198	20.5545	9.36799	-30.6283	14.2576	9.368	-1.95532	0.12667	9.368	-4.38578	-6.95248
337.652	9.37516	-284.264	200.582	9.36914	-341.752	254.668	9.37044	-240.813	177.373	9.3695	-359	195.16	9.3694	-225.383	135.952	9.36663	-132.105	69.3298	9.37972	-44.2225	20.4499	9.36792	-31.6261	14.1735	9.36793	-1.95416	0.13725	9.36793	-5.38285	-6.9677
337.655	9.37509	-280.241	199.758	9.36907	-342.715	253.672	9.37037	-238.791	176.67	9.36943	-358	194.463	9.36934	-225.376	135.346	9.36656	-133.099	68.9838	9.37965	-44.2252	20.3453	9.36785	-33.6239	14.0844	9.36786	-1.95299	0.14785	9.36786	-4.37992	-6.98042
337.657	9.37502	-277.217	198.941	9.369	-343.678	252.674	9.37031	-237.769	175.969	9.36936	-356	193.772	9.36927	-225.368	134.741	9.36649	-133.093	68.6378	9.37959	-44.2279	20.2406	9.36778	-34.6217	13.9928	9.36779	-2.95182	0.15596	9.36779	-3.37699	-6.99065
337.66	9.37495	-275.194	198.129	9.36893	-345.64	251.671	9.37024	-235.747	175.273	9.36929	-355	193.083	9.3692	-224.36	134.138	9.36642	-133.086	68.2919	9.37952	-44.2307	20.136	9.36772	-35.6196	13.8987	9.36772	-3.95066	0.16158	9.36772	-2.37406	-6.99838
337.662	9.37488	-274.17	197.319	9.36886	-345.603	250.668	9.37017	-234.724	174.58	9.36922	-353	192.399	9.36913	-224.353	133.535	9.36635	-134.08	67.9435	9.37945	-46.2334	20.0263	9.36765	-34.6174	13.8071	9.36765	-6.94949	0.15975	9.36765	-1.37114	-7.00363
337.665	9.37481	-273.147	196.512	9.36879	-344.566	249.667	9.3701	-233.702	173.889	9.36915	-352	191.718	9.36906	-225.345	132.929	9.36628	-134.074	67.5951	9.37938	-46.2361	19.9167	9.36758	-33.6152	13.7181	9.36758	-7.94833	0.15543	9.36758	-0.36821	-7.00638
337.667	9.37474	-271.123	195.71	9.36873	-344.529	248.667	9.37003	-231.68	173.203	9.36908	-349	191.044	9.36899	-225.337	132.324	9.36621	-134.068	67.2467	9.37931	-46.2388	19.807	9.36751	-32.613	13.6315	9.36752	-8.94716	0.14863	9.36752	0.63472	-7.00663
337.669	9.37467	-271.1	194.908	9.36866	-344.491	247.667	9.36996	-230.658	172.52	9.36901	-346	190.378	9.36892	-225.33	131.718	9.36615	-133.062	66.9008	9.37924	-46.2415	19.6974	9.36744	-32.6108	13.5449	9.36745	-7.94599	0.14433	9.36745	1.63765	-7.00439
337.672	9.3746	-271.076	194.106	9.36859	-342.454	246.672	9.36989	-229.636	171.839	9.36894	-343	189.719	9.36885	-225.322	131.113	9.36608	-132.056	66.5574	9.37917	-47.2443	19.5852	9.36737	-33.6086	13.4558	9.36738	-7.94483	0.14002	9.36738	3.64058	-6.99717
337.674	9.37454	-271.053	193.305	9.36852	-339.417	245.684	9.36982	-228.613	171.161	9.36887	-341	189.065	9.36878	-225.314	130.507	9.36601	-133.049	66.2115	9.3791	-48.247	19.4706	9.3673	-34.6065	13.3643	9.36731	-5.94366	0.14069	9.36731	4.64351	-6.98746
337.677	9.37447	-269.029	192.508	9.36845	-337.38	244.702	9.36975	-227.591	170.486	9.36881	-340	188.413	9.36871	-225.307	129.902	9.36594	-134.043	65.8632	9.37903	-49.2497	19.3535	9.36723	-35.6043	13.2703	9.36724	-5.9425	0.14136	9.36724	5.64644	-6.97525
337.679	9.3744	-268.006	191.714	9.36838	-334.342	243.727	9.36968	-227.569	169.81	9.36874	-340	187.762	9.36865	-224.299	129.299	9.36587	-135.037	65.5124	9.37896	-48.2524	19.2388	9.36716	-35.6021	13.1762	9.36717	-5.94133	0.14204	9.36717	5.64936	-6.96304
337.682	9.37433	-267.982	190.919	9.36831	-332.305	242.757	9.36962	-228.547	169.132	9.36867	-339	187.113	9.36858	-225.291	128.694	9.3658	-137.031	65.1566	9.3789	-48.2552	19.1242	9.36709	-36.5999	13.0797	9.3671	-6.94016	0.14023	9.3671	7.65229	-6.94585
337.684	9.37426	-267.959	190.125	9.36824	-329.268	241.794	9.36955	-228.524	168.454	9.3686	-338	186.466	9.36851	-224.284	128.091	9.36573	-139.025	64.7959	9.37883	-48.2579	19.0095	9.36703	-37.5977	12.9808	9.36703	-8.939	0.13345	9.36703	10.6552	-6.92119
337.687	9.37419	-266.935	189.334	9.36817	-328.231	240.834	9.36948	-228.502	167.776	9.36853	-337	185.822	9.36844	-223.276	127.49	9.36566	-140.019	64.4327	9.37876	-48.2606	18.8948	9.36696	-37.5955	12.8818	9.36696	-8.93783	0.12668	9.36696	13.6581	-6.88906
337.689	9.37412	-264.912	188.547	9.3681	-327.193	239.877	9.36941	-227.48	167.101	9.36846	-337	185.178	9.36837	-222.269	126.892	9.36559	-140.012	64.0696	9.37869	-49.2633	18.7777	9.36689	-37.5933	12.7828	9.36689	-8.93667	0.1199	9.36689	15.6611	-6.85196
337.692	9.37405	-261.888	187.768	9.36804	-326.156	238.923	9.36934	-225.458	166.431	9.36839	-336	184.537	9.3683	-221.261	126.297	9.36552	-140.006	63.7064	9.37862	-50.2661	18.658	9.36682	-39.5911	12.6789	9.36683	-9.9355	0.11065	9.36683	17.664	-6.80987
337.694	9.37398	-259.865	186.994	9.36797	-324.119	237.973	9.36927	-223.436	165.766	9.36832	-336	183.895	9.36823	-219.253	125.707	9.36546	-141	63.3408	9.37855	-51.2688	18.5359	9.36675	-39.589	12.5749	9.36676	-9.93433	0.1014	9.36676	19.6669	-6.7628
337.697	9.37391	-255.841	186.23	9.3679	-322.082	237.029	9.3692	-222.413	165.103	9.36825	-336	183.253	9.36816	-218.246	125.119	9.36539	-141.994	62.9727	9.37848	-51.2715	18.4137	9.36668	-39.5868	12.471	9.36669	-11.9332	0.08718	9.36669	20.6699	-6.71324
337.699	9.37385	-251.818	185.476	9.36783	-320.044	236.089	9.36913	-222.391	164.44	9.36818	-337	182.609	9.36809	-216.238	124.536	9.36532	-141.988	62.6046	9.37841	-51.2742	18.2915	9.36661	-40.5846	12.3646	9.36662	-12.932	0.07047	9.36662	21.6728	-6.66119
337.702	9.37378	-247.794	184.732	9.36776	-318.007	235.155	9.36906	-223.369	163.775	9.36812	-339	181.96	9.36803	-213.23	123.961	9.36525	-139.982	62.2415	9.37834	-50.2769	18.1719	9.36654	-41.5824	12.2557	9.36655	-13.9308	0.05128	9.36655	20.6757	-6.61162
337.704	9.37371	-245.771	183.993	9.36769	-314.97	234.228	9.36899	-224.347	163.108	9.36805	-341	181.306	9.36796	-210.223	123.393	9.36518	-137.976	61.8834	9.37827	-50.2797	18.0522	9.36647	-41.5802	12.1468	9.36648	-14.9297	0.02961	9.36648	17.6787	-6.56949
337.707	9.37364	-242.747	183.262	9.36762	-312.933	233.306	9.36893	-223.324	162.443	9.36798	-344	180.645	9.36789	-208.215	122.83	9.36511	-136.969	61.5278	9.3782	-49.2824	17.935	9.3664	-42.578	12.0355	9.36641	-15.9285	0.00545	9.36641	14.6816	-6.53482
337.709	9.37357	-240.724	182.536	9.36755	-309.895	232.392	9.36886	-224.302	161.775	9.36791	-346	179.979	9.36782	-207.207	122.269	9.36504	-135.963	61.1747	9.37814	-48.2851	17.8202	9.36634	-41.5759	11.9266	9.36634	-16.9273	-0.02119	9.36634	11.6845	-6.50761
337.712	9.3735	-240.7	181.809	9.36748	-306.858	231.485	9.36879	-224.28	161.108	9.36784	-347	179.31	9.36775	-207.2	121.709	9.36497	-134.957	60.8241	9.37807	-46.2878	17.7105	9.36627	-40.5737	11.8202	9.36627	-17.9262	-0.05031	9.36627	9.68743	-6.48535
337.714	9.37343	-240.677	181.083	9.36741	-304.821	230.584	9.36872	-224.258	160.441	9.36777	-346	178.643	9.36768	-207.192	121.149	9.3649	-133.951	60.476	9.378	-45.2906	17.6032	9.3662	-37.5715	11.7213	9.3662	-18.925	-0.08192	9.3662	8.69036	-6.46558
337.717	9.37336	-239.653	180.359	9.36735	-303.783	229.685	9.36865	-224.236	159.774	9.3677	-344	177.982	9.36761	-208.184	120.586	9.36484	-131.945	60.1329	9.37793	-43.2933	17.5009	9.36613	-34.5693	11.6298	9.36614	-18.9238	-0.11352	9.36614	7.69329	-6.44828
337.719	9.37329	-238.63	179.638	9.36728	-303.746	228.786	9.36858	-225.213	159.104	9.36763	-341	177.328	9.36754	-209.177	120.021	9.36477	-128.939	59.7972	9.37786	-40.296	17.406	9.36606	-31.5671	11.5458	9.36607	-18.9227	-0.14512	9.36607	6.69622	-6.43347
337.722	9.37322	-238.606	178.917	9.36721	-304.709	227.885	9.36851	-226.191	158.432	9.36756	-339	176.679	9.36747	-209.169	119.455	9.3647	-124.932	59.4716	9.37779	-39.2987	17.3136	9.36599	-29.5649	11.4668	9.366	-18.9215	-0.17672	9.366	5.69915	-6.42113
337.724	9.37315	-237.583	178.198	9.36714	-305.672	226.981	9.36844	-227.169	157.757	9.36749	-335	176.04	9.3674	-207.161	118.895	9.36463	-121.926	59.1534	9.37772	-39.3015	17.2212	9.36592	-27.5627	11.3928	9.36593	-18.9203	-0.20831	9.36593	5.70208	-6.40878
