b1	1
336.51	-14.2333
336.511	-13.9845
336.513	-13.7423
336.515	-13.5064
336.517	-13.2766
336.519	-13.0527
336.521	-12.8344
336.523	-12.6216
336.525	-12.4141
336.527	-12.2117
336.529	-12.0143
336.531	-11.8216
336.533	-11.6336
336.535	-11.45
336.537	-11.2708
336.539	-11.0957
336.541	-10.9247
336.543	-10.7577
336.545	-10.5944
336.547	-10.4348
336.549	-10.2788
336.551	-10.1263
336.553	-9.97717
336.554	-9.83128
336.556	-9.68856
336.558	-9.54892
336.56	-9.41226
336.562	-9.2785
336.564	-9.14755
336.566	-9.01935
336.568	-8.8938
336.57	-8.77084
336.572	-8.6504
336.574	-8.53239
336.576	-8.41677
336.578	-8.30346
336.58	-8.19239
336.582	-8.08352
336.584	-7.97678
336.586	-7.87212
336.588	-7.76948
336.59	-7.66881
336.592	-7.57006
336.594	-7.47318
336.596	-7.37811
336.598	-7.28483
336.599	-7.19327
336.601	-7.10341
336.603	-7.01519
336.605	-6.92858
336.607	-6.84353
336.609	-6.76001
336.611	-6.67799
336.613	-6.59742
336.615	-6.51827
336.617	-6.44051
336.619	-6.3641
336.621	-6.28902
336.623	-6.21523
336.625	-6.14271
336.627	-6.07142
336.629	-6.00133
336.631	-5.93243
336.633	-5.86467
336.635	-5.79805
336.637	-5.73252
336.639	-5.66808
336.641	-5.60468
336.642	-5.54232
336.644	-5.48096
336.646	-5.4206
336.648	-5.36119
336.65	-5.30273
336.652	-5.2452
336.654	-5.18857
336.656	-5.13283
336.658	-5.07796
336.66	-5.02393
336.662	-4.97074
336.664	-4.91836
336.666	-4.86679
336.668	-4.81599
336.67	-4.76596
336.672	-4.71668
336.674	-4.66814
336.676	-4.62032
336.678	-4.57321
336.68	-4.52679
336.682	-4.48105
336.684	-4.43598
336.685	-4.39156
336.687	-4.34778
336.689	-4.30463
336.691	-4.2621
336.693	-4.22017
336.695	-4.17884
336.697	-4.13809
336.699	-4.09791
336.701	-4.05829
336.703	-4.01923
336.705	-3.9807
336.707	-3.9427
336.709	-3.90523
336.711	-3.86826
336.713	-3.8318
336.715	-3.79584
336.717	-3.76035
336.719	-3.72534
336.721	-3.6908
336.723	-3.65672
336.725	-3.62309
336.727	-3.58991
336.728	-3.55715
336.73	-3.52483
336.732	-3.49293
336.734	-3.46144
336.736	-3.43035
336.738	-3.39967
336.74	-3.36938
336.742	-3.33947
336.744	-3.30994
336.746	-3.28079
336.748	-3.252
336.75	-3.22358
