b	1epr	1epra	2epr	2epa	1sepr	1sepra	2sepr1	2sepr1a	2sepr2	2sepr2a
331.085	-1	-149.34	-58	-1.585	6	154.424	320	395.375	99	412.852
331.088	-2	-149.77	-59	-1.58783	9	155.028	323	397.164	100	414.373
331.09	-1	-150.197	-60	-1.59357	2	155.612	326	398.962	101	415.896
331.093	-1	-150.624	-59	-1.5964	-2	156.184	328	400.766	103	417.426
331.096	-1	-151.051	-56	-1.59054	-4	156.75	329	402.572	104	418.958
331.099	-3	-151.484	-54	-1.57887	4	157.34	331	404.384	105	420.493
331.102	-4	-151.919	-52	-1.5614	5	157.933	331	406.196	107	422.034
331.105	-1	-152.346	-52	-1.54393	3	158.519	332	408.011	109	423.581
331.108	2	-152.764	-54	-1.53226	-2	159.091	334	409.832	111	425.134
331.111	5	-153.174	-58	-1.53219	-3	159.661	338	411.665	113	426.692
331.114	8	-153.575	-61	-1.54083	4	160.25	342	413.509	115	428.257
331.117	12	-153.964	-62	-1.55236	2	160.834	345	415.362	117	429.827
331.119	15	-154.344	-64	-1.5697	5	161.426	348	417.223	119	431.402
331.122	18	-154.716	-64	-1.58704	5	162.019	351	419.094	120	432.981
331.125	22	-155.076	-65	-1.60728	6	162.614	351	420.964	120	434.56
331.128	25	-155.428	-65	-1.62752	7	163.213	349	422.828	120	436.139
331.131	27	-155.774	-67	-1.65356	12	163.825	346	424.684	120	437.717
331.134	28	-156.116	-69	-1.6854	7	164.424	344	426.534	120	439.296
331.137	28	-156.459	-70	-1.72015	14	165.042	344	428.384	119	440.872
331.14	27	-156.805	-71	-1.75779	13	165.658	347	430.242	118	442.445
331.143	24	-157.159	-72	-1.79834	23	166.303	350	432.11	116	444.012
331.146	21	-157.522	-71	-1.83598	27	166.959	354	433.989	115	445.576
331.148	17	-157.897	-70	-1.87072	23	167.604	358	435.879	113	447.135
331.151	14	-158.28	-71	-1.90837	17	168.231	361	437.779	112	448.69
331.154	13	-158.667	-72	-1.94891	20	168.867	365	439.689	112	450.246
331.157	14	-159.05	-73	-1.99236	24	169.515	368	441.609	111	451.798
331.16	14	-159.434	-74	-2.0387	29	170.177	370	443.534	110	453.348
331.163	16	-159.811	-73	-2.08215	32	170.847	370	445.46	111	454.901
331.166	18	-160.183	-73	-2.12559	30	171.512	371	447.388	111	456.453
331.169	20	-160.549	-72	-2.16614	30	172.177	373	449.322	112	458.009
331.172	20	-160.915	-72	-2.20668	32	172.848	375	451.262	114	459.57
331.175	19	-161.284	-72	-2.24723	23	173.493	378	453.21	116	461.138
331.177	16	-161.662	-74	-2.29357	15	174.114	381	455.168	119	462.713
331.18	15	-162.042	-74	-2.33992	13	174.73	384	457.133	121	464.295
331.183	14	-162.425	-74	-2.38627	19	175.363	385	459.102	123	465.882
331.186	12	-162.815	-74	-2.43261	22	176.005	385	461.071	125	467.476
331.189	12	-163.204	-74	-2.47896	24	176.653	385	463.04	130	469.083
331.192	10	-163.599	-73	-2.52241	22	177.294	387	465.015	134	470.703
331.195	8	-164	-72	-2.56295	23	177.939	388	466.992	138	472.334
331.198	6	-164.406	-72	-2.60349	27	178.595	390	468.976	142	473.976
331.201	5	-164.816	-72	-2.64404	27	179.252	393	470.968	145	475.628
331.204	3	-165.231	-71	-2.68168	30	179.917	395	472.966	147	477.285
331.207	-1	-165.658	-71	-2.71933	34	180.593	396	474.966	147	478.942
331.209	-4	-166.094	-70	-2.75407	38	181.282	398	476.973	146	480.596
331.212	-6	-166.535	-69	-2.78591	30	181.947	399	478.982	146	482.25
331.215	-7	-166.979	-69	-2.81776	19	182.58	401	480.998	146	483.904
331.218	-6	-167.421	-68	-2.8467	22	183.221	402	483.016	147	485.561
331.221	-6	-167.862	-69	-2.87854	23	183.866	403	485.037	148	487.221
331.224	-6	-168.304	-69	-2.91038	26	184.519	405	487.064	149	488.884
331.227	-7	-168.748	-69	-2.94222	29	185.182	407	489.096	151	490.553
331.23	-9	-169.198	-67	-2.96827	23	185.826	408	491.132	152	492.224
331.233	-12	-169.657	-65	-2.98851	22	186.468	407	493.165	153	493.899
331.236	-15	-170.124	-64	-3.00584	24	187.116	407	495.197	154	495.576
331.238	-16	-170.595	-65	-3.02608	29	187.778	407	497.23	157	497.262
331.241	-15	-171.062	-66	-3.04922	32	188.449	409	499.268	159	498.954
331.244	-13	-171.524	-68	-3.07817	35	189.128	411	501.313	160	500.649
331.247	-11	-171.98	-71	-3.11581	37	189.813	413	503.363	161	502.347
331.25	-7	-172.424	-74	-3.16216	36	190.496	415	505.419	161	504.044
331.253	-6	-172.866	-78	-3.2201	40	191.19	417	507.48	161	505.742
331.256	-4	-173.301	-82	-3.28966	46	191.901	419	509.548	160	507.437
331.259	-2	-173.731	-85	-3.36791	41	192.598	421	511.621	158	509.126
331.262	-1	-174.158	-87	-3.45197	44	193.304	422	513.697	155	510.806
331.265	-3	-174.591	-88	-3.53892	45	194.012	423	515.776	154	512.483
331.267	-3	-175.024	-88	-3.62588	50	194.735	424	517.858	155	514.164
331.27	-3	-175.456	-87	-3.70994	50	195.458	427	519.949	156	515.847
331.273	-3	-175.889	-88	-3.79689	53	196.19	431	522.051	159	517.539
331.276	-3	-176.322	-87	-3.88095	54	196.925	433	524.159	159	519.231
331.279	-4	-176.757	-87	-3.96501	53	197.656	434	526.27	159	520.922
331.282	-4	-177.193	-87	-4.04906	52	198.385	436	528.387	159	522.614
331.285	-4	-177.629	-88	-4.13602	51	199.111	438	530.51	157	524.3
331.288	-3	-178.061	-87	-4.22008	47	199.825	440	532.638	155	525.981
331.291	-1	-178.488	-85	-4.29833	34	200.502	442	534.772	153	527.655
331.294	2	-178.906	-84	-4.37368	27	201.158	444	536.912	151	529.324
331.296	5	-179.316	-83	-4.44614	20	201.794	446	539.058	149	530.987
331.299	9	-179.714	-82	-4.51569	22	202.436	447	541.207	148	532.647
331.302	12	-180.103	-81	-4.58234	12	203.049	448	543.359	148	534.307
331.305	13	-180.489	-80	-4.64609	6	203.644	450	545.516	149	535.969
331.308	13	-180.876	-79	-4.70694	4	204.234	452	547.679	152	537.641
331.311	13	-181.262	-80	-4.77069	8	204.835	454	549.848	156	539.324
331.314	13	-181.648	-81	-4.83734	16	205.459	455	552.02	159	541.016
331.317	12	-182.038	-81	-4.904	23	206.104	456	554.195	160	542.711
331.32	9	-182.435	-80	-4.96775	20	206.74	456	556.37	162	544.412
331.323	5	-182.845	-79	-5.0286	20	207.376	457	558.547	164	546.118
331.325	2	-183.263	-77	-5.08364	18	208.006	458	560.728	166	547.83
331.328	0	-183.687	-75	-5.13289	23	208.651	461	562.917	166	549.542
331.331	0	-184.111	-71	-5.17054	27	209.307	462	565.11	166	551.254
331.334	0	-184.535	-69	-5.20238	25	209.958	464	567.308	165	552.964
331.337	1	-184.956	-68	-5.23132	28	210.617	464	569.506	163	554.667
331.34	2	-185.375	-68	-5.26026	26	211.27	464	571.704	164	556.374
331.343	2	-185.793	-68	-5.2892	33	211.944	466	573.907	165	558.083
331.346	2	-186.211	-68	-5.31814	30	212.609	467	576.114	167	559.798
331.349	2	-186.629	-68	-5.34709	25	213.26	470	578.33	169	561.519
331.352	4	-187.042	-69	-5.37893	29	213.922	474	580.557	170	563.243
331.354	5	-187.451	-71	-5.41657	30	214.587	477	582.792	169	564.963
331.357	3	-187.866	-74	-5.46292	20	215.223	479	585.034	169	566.684
331.36	1	-188.288	-77	-5.51797	27	215.879	481	587.281	170	568.408
331.363	0	-188.712	-80	-5.58172	26	216.532	483	589.534	171	570.135
331.366	1	-189.133	-81	-5.64837	22	217.174	486	591.796	173	571.867
331.369	3	-189.548	-83	-5.72082	27	217.83	489	594.067	176	573.609
331.372	4	-189.96	-86	-5.80198	32	218.501	492	596.346	178	575.355
331.375	6	-190.367	-87	-5.88603	35	219.181	496	598.637	179	577.105
331.378	8	-190.768	-88	-5.97299	38	219.869	499	600.936	180	578.858
331.381	9	-191.166	-87	-6.05705	41	220.566	501	603.242	180	580.611
331.383	9	-191.564	-85	-6.1353	38	221.254	505	605.559	181	582.367
331.386	9	-191.962	-84	-6.21066	39	221.945	509	607.887	183	584.128
331.389	10	-192.357	-82	-6.28021	40	222.639	514	610.23	185	585.895
331.392	12	-192.746	-80	-6.34396	41	223.336	519	612.588	187	587.669
331.395	14	-193.129	-78	-6.40191	39	224.027	523	614.957	190	589.45
331.398	16	-193.507	-77	-6.45696	36	224.71	526	617.335	194	591.244
331.401	18	-193.879	-76	-6.5091	47	225.424	528	619.718	197	593.046
331.404	19	-194.247	-77	-6.56415	53	226.156	531	622.111	199	594.854
331.407	18	-194.619	-77	-6.6192	51	226.882	533	624.509	200	596.665
331.41	16	-194.997	-78	-6.67715	53	227.613	534	626.91	201	598.478
331.412	16	-195.375	-78	-6.7351	52	228.342	535	629.314	203	600.298
331.415	15	-195.755	-78	-6.79305	47	229.056	538	631.727	203	602.117
331.418	14	-196.138	-80	-6.8568	45	229.765	541	634.148	203	603.937
331.421	15	-196.519	-82	-6.92635	45	230.473	544	636.578	203	605.756
331.424	15	-196.899	-84	-7.00171	51	231.199	547	639.017	203	607.576
331.427	15	-197.28	-84	-7.07706	56	231.94	550	641.464	203	609.395
331.43	16	-197.658	-84	-7.15241	59	232.689	553	643.921	203	611.215
331.433	16	-198.035	-83	-7.22487	61	233.444	556	646.385	205	613.04
331.436	15	-198.416	-82	-7.29442	58	234.19	559	648.859	205	614.865
331.439	13	-198.802	-82	-7.36397	59	234.939	562	651.341	204	616.688
331.441	10	-199.197	-82	-7.43352	57	235.683	564	653.829	201	618.502
331.444	9	-199.595	-82	-7.50308	54	236.417	566	656.323	199	620.309
331.447	8	-199.996	-83	-7.57553	53	237.149	569	658.826	199	622.117
331.45	5	-200.405	-83	-7.64798	53	237.881	571	661.334	200	623.928
331.453	4	-200.818	-82	-7.71753	51	238.606	573	663.849	201	625.742
331.456	3	-201.233	-81	-7.78419	52	239.335	573	666.363	203	627.561
331.459	2	-201.651	-80	-7.84794	46	240.047	570	668.868	205	629.387
331.462	1	-202.072	-78	-7.90589	45	240.755	568	671.368	208	631.221
331.465	1	-202.493	-77	-7.96093	52	241.484	566	673.862	209	633.058
331.468	2	-202.912	-77	-8.01598	52	242.213	568	676.362	211	634.9
331.47	3	-203.327	-77	-8.07103	55	242.95	571	678.87	213	636.749
331.473	3	-203.742	-77	-8.12608	56	243.691	574	681.387	215	638.603
331.476	4	-204.155	-78	-8.18403	51	244.417	578	683.916	217	640.463
331.479	4	-204.567	-78	-8.24198	45	245.125	582	686.456	219	642.329
331.482	1	-204.988	-78	-8.29993	45	245.834	585	689.005	220	644.198
331.485	-2	-205.418	-78	-8.35788	45	246.542	586	691.557	220	646.067
331.488	-5	-205.856	-77	-8.41293	41	247.239	588	694.115	221	647.939
331.491	-7	-206.301	-78	-8.47087	42	247.939	589	696.675	221	649.81
331.494	-8	-206.748	-78	-8.52882	49	248.659	588	699.233	222	651.685
331.497	-8	-207.195	-79	-8.58967	53	249.391	587	701.788	223	653.563
331.499	-9	-207.645	-79	-8.65052	60	250.143	586	704.34	223	655.44
331.502	-8	-208.093	-78	-8.70847	66	250.912	583	706.883	224	657.32
331.505	-7	-208.537	-76	-8.76062	68	251.687	581	709.42	226	659.207
331.508	-5	-208.975	-75	-8.80987	67	252.46	580	711.955	228	661.099
331.511	-5	-209.414	-73	-8.85331	64	253.223	582	714.495	231	662.999
331.514	-6	-209.855	-72	-8.89386	55	253.961	585	717.044	233	664.906
331.517	-6	-210.297	-72	-8.9344	53	254.693	587	719.599	235	666.818
331.52	-6	-210.738	-71	-8.97205	52	255.421	588	722.157	236	668.733
331.523	-5	-211.177	-72	-9.01259	52	256.15	589	724.717	237	670.652
331.526	-4	-211.612	-71	-9.05024	57	256.894	591	727.284	239	672.576
331.528	-3	-212.045	-70	-9.08498	63	257.654	592	729.853	240	674.502
331.531	-1	-212.472	-72	-9.12552	64	258.418	593	732.425	240	676.429
331.534	1	-212.893	-73	-9.16897	61	259.173	595	735.003	240	678.356
331.537	1	-213.314	-75	-9.21822	65	259.939	597	737.587	240	680.283
331.54	2	-213.732	-77	-9.27326	71	260.723	599	740.177	239	682.207
331.543	1	-214.154	-80	-9.33702	66	261.493	601	742.772	239	684.131
331.546	-2	-214.583	-83	-9.40947	63	262.254	604	745.376	238	686.052
331.549	-3	-215.016	-85	-9.48772	60	263.006	608	747.992	237	687.97
331.552	-3	-215.449	-86	-9.56888	57	263.749	612	750.619	235	689.882
331.555	-2	-215.879	-86	-9.65003	56	264.489	615	753.255	233	691.789
331.557	-1	-216.306	-85	-9.72829	55	265.227	618	755.9	232	693.692
331.56	-2	-216.735	-83	-9.80074	54	265.961	623	758.559	231	695.593
331.563	-1	-217.162	-82	-9.87029	58	266.708	627	761.23	231	697.494
331.566	1	-217.583	-83	-9.94275	62	267.465	630	763.91	230	699.392
331.569	1	-218.005	-82	-10.0123	64	268.229	634	766.601	230	701.29
331.572	1	-218.426	-83	-10.0848	63	268.99	636	769.298	231	703.19
331.575	1	-218.847	-86	-10.1659	65	269.756	637	771.998	233	705.097
331.578	1	-219.268	-88	-10.2529	66	270.526	638	774.7	234	707.006
331.581	3	-219.683	-90	-10.3456	65	271.292	639	777.406	234	708.916
331.584	5	-220.093	-92	-10.4442	63	272.053	639	780.112	235	710.828
331.587	8	-220.493	-93	-10.5456	60	272.805	641	782.823	234	712.737
331.589	13	-220.88	-93	-10.6471	59	273.554	644	785.543	235	714.65
331.592	17	-221.254	-92	-10.7457	58	274.3	648	788.275	235	716.562
331.595	20	-221.62	-92	-10.8442	61	275.055	651	791.015	235	718.474
331.598	22	-221.981	-92	-10.9428	58	275.802	653	793.762	238	720.396
331.601	23	-222.338	-92	-11.0413	55	276.539	654	796.511	240	722.322
331.604	23	-222.695	-92	-11.1399	49	277.259	653	799.257	241	724.252
331.607	22	-223.055	-91	-11.2356	51	277.985	655	802.009	241	726.182
331.61	21	-223.419	-90	-11.3283	49	278.705	657	804.767	242	728.114
331.613	20	-223.785	-91	-11.424	49	279.425	659	807.531	244	730.053
331.616	18	-224.156	-92	-11.5225	46	280.137	661	810.3	246	731.997
331.618	15	-224.537	-92	-11.6211	42	280.837	662	813.072	248	733.947
331.621	12	-224.926	-92	-11.7197	42	281.536	664	815.851	249	735.9
331.624	10	-225.321	-91	-11.8153	44	282.242	667	818.638	249	737.853
331.627	10	-225.716	-89	-11.9052	43	282.945	670	821.433	248	739.803
331.63	10	-226.111	-88	-11.9921	44	283.65	673	824.237	248	741.753
331.633	11	-226.503	-86	-12.0733	43	284.353	675	827.047	247	743.7
331.636	14	-226.887	-84	-12.1486	43	285.056	675	829.857	246	745.645
331.639	16	-227.264	-80	-12.2124	36	285.738	674	832.665	247	747.592
331.642	16	-227.642	-78	-12.2703	31	286.406	674	835.472	248	749.542
331.645	17	-228.017	-76	-12.3225	33	287.08	674	838.279	250	751.498
331.647	18	-228.388	-74	-12.3688	27	287.736	674	841.086	251	753.456
331.65	20	-228.754	-73	-12.4123	18	288.366	673	843.89	252	755.418
331.653	24	-229.109	-73	-12.4557	17	288.993	674	846.698	253	757.383
331.656	27	-229.454	-71	-12.4934	17	289.621	675	849.508	252	759.344
331.659	29	-229.794	-69	-12.5252	22	290.263	675	852.318	252	761.306
331.662	31	-230.128	-68	-12.5542	28	290.922	676	855.131	253	763.27
331.665	32	-230.46	-67	-12.5802	31	291.59	674	857.938	254	765.238
331.668	34	-230.785	-68	-12.6091	34	292.266	673	860.742	255	767.208
331.671	35	-231.108	-67	-12.6352	36	292.949	672	863.544	256	769.181
331.674	35	-231.43	-66	-12.6583	36	293.631	672	866.345	256	771.155
331.676	35	-231.753	-66	-12.6815	38	294.319	672	869.146	256	773.128
331.679	36	-232.072	-67	-12.7075	40	295.013	672	871.948	255	775.098
331.682	36	-232.392	-68	-12.7364	41	295.71	673	874.752	254	777.066
331.685	37	-232.708	-69	-12.7683	44	296.416	673	877.556	253	779.03
331.688	38	-233.022	-70	-12.803	47	297.13	675	880.366	251	780.989
331.691	39	-233.333	-72	-12.8436	50	297.853	677	883.182	251	782.948
331.694	39	-233.644	-75	-12.8928	50	298.576	679	886.004	250	784.904
331.697	39	-233.955	-76	-12.945	48	299.293	681	888.831	249	786.857
331.7	39	-234.266	-74	-12.9913	43	299.996	683	891.665	248	788.807
331.703	39	-234.577	-70	-13.0261	33	300.67	684	894.501	248	790.757
331.705	38	-234.89	-67	-13.0521	30	301.335	685	897.34	246	792.701
331.708	35	-235.213	-64	-13.0694	36	302.017	686	900.182	245	794.642
331.711	33	-235.541	-62	-13.081	41	302.714	688	903.03	242	796.575
331.714	30	-235.878	-61	-13.0896	39	303.405	690	905.883	240	798.502
331.717	28	-236.221	-60	-13.0953	40	304.099	691	908.74	239	800.426
331.72	27	-236.567	-59	-13.0982	31	304.767	692	911.599	239	802.349
331.723	28	-236.909	-57	-13.0952	25	305.418	692	914.458	238	804.271
331.726	27	-237.255	-56	-13.0894	23	306.062	692	917.318	239	806.195
331.729	26	-237.604	-55	-13.0806	17	306.69	693	920.18	241	808.124
331.732	25	-237.955	-53	-13.066	22	307.331	695	923.048	241	810.054
331.734	24	-238.31	-50	-13.0427	27	307.988	697	925.922	240	811.981
331.737	22	-238.67	-47	-13.0108	25	308.638	700	928.805	238	813.902
331.74	19	-239.039	-46	-12.9759	26	309.292	701	931.69	237	815.82
331.743	19	-239.408	-47	-12.9439	32	309.962	703	934.582	235	817.732
331.746	20	-239.774	-48	-12.9148	35	310.642	704	937.476	235	819.645
331.749	21	-240.137	-49	-12.8887	46	311.353	705	940.373	232	821.548
331.752	20	-240.503	-49	-12.8625	45	312.062	707	943.276	230	823.446
331.755	20	-240.869	-49	-12.8363	43	312.765	708	946.182	229	825.341
331.758	21	-241.232	-48	-12.8073	35	313.444	710	949.093	229	827.236
331.761	22	-241.592	-48	-12.7782	37	314.129	711	952.008	229	829.131
331.763	25	-241.944	-49	-12.752	39	314.82	713	954.928	229	831.026
331.766	26	-242.292	-49	-12.7258	36	315.503	716	957.857	230	832.924
331.769	27	-242.638	-49	-12.6997	32	316.174	721	960.801	230	834.821
331.772	27	-242.984	-50	-12.6764	33	316.847	725	963.756	232	836.725
331.775	27	-243.329	-50	-12.6531	25	317.498	727	966.717	234	838.635
331.778	26	-243.678	-50	-12.6298	29	318.16	728	969.68	237	840.553
331.781	24	-244.032	-51	-12.6095	32	318.831	729	972.647	239	842.477
331.784	21	-244.395	-51	-12.5891	31	319.499	730	975.617	240	844.404
331.787	19	-244.764	-51	-12.5687	31	320.167	730	978.586	242	846.336
331.79	17	-245.139	-51	-12.5484	34	320.843	729	981.553	244	848.275
331.792	15	-245.519	-51	-12.528	35	321.523	727	984.514	245	850.216
331.795	13	-245.906	-49	-12.5018	26	322.176	725	987.469	244	852.154
331.798	10	-246.301	-47	-12.4698	12	322.789	724	990.421	243	854.09
331.801	8	-246.702	-44	-12.4292	10	323.396	722	993.368	241	856.02
331.804	6	-247.108	-43	-12.3856	6	323.991	720	996.308	237	857.938
331.807	4	-247.521	-41	-12.3362	12	324.604	719	999.246	233	859.844
331.81	4	-247.933	-40	-12.2839	12	325.217	718	1002.18	229	861.739
331.813	5	-248.343	-39	-12.2288	9	325.821	719	1005.12	225	863.623
331.816	6	-248.749	-37	-12.1678	16	326.445	720	1008.06	224	865.503
331.819	8	-249.15	-36	-12.1039	20	327.081	721	1011	224	867.383
331.821	8	-249.551	-34	-12.0342	14	327.7	721	1013.95	225	869.267
331.824	6	-249.957	-32	-11.9587	17	328.327	722	1016.89	226	871.153
331.827	5	-250.367	-31	-11.8803	19	328.96	721	1019.84	227	873.042
331.83	6	-250.773	-32	-11.8048	15	329.582	722	1022.78	230	874.94
331.833	8	-251.174	-35	-11.7381	6	330.177	722	1025.73	234	876.849
331.836	10	-251.569	-37	-11.6771	7	330.775	722	1028.68	235	878.762
331.839	12	-251.958	-39	-11.6219	8	331.377	721	1031.62	233	880.668
331.842	13	-252.345	-42	-11.5754	16	332.001	719	1034.56	230	882.566
331.845	15	-252.725	-44	-11.5347	16	332.625	718	1037.49	228	884.458
331.848	17	-253.1	-46	-11.4999	16	333.25	719	1040.43	226	886.344
331.85	19	-253.469	-47	-11.4679	13	333.865	719	1043.37	224	888.225
331.853	20	-253.835	-48	-11.4388	13	334.481	717	1046.3	222	890.099
331.856	20	-254.201	-49	-11.4126	9	335.085	715	1049.22	221	891.971
331.859	21	-254.564	-47	-11.3807	12	335.698	712	1052.14	221	893.843
331.862	23	-254.921	-46	-11.3458	9	336.302	709	1055.05	220	895.712
331.865	24	-255.276	-45	-11.308	10	336.909	706	1057.95	221	897.583
331.868	24	-255.63	-44	-11.2673	12	337.522	704	1060.85	221	899.455
331.871	23	-255.987	-44	-11.2267	17	338.149	702	1063.73	222	901.33
331.874	23	-256.345	-44	-11.186	23	338.794	700	1066.62	222	903.204
331.877	25	-256.696	-44	-11.1453	23	339.439	700	1069.5	222	905.079
331.879	25	-257.048	-45	-11.1075	14	340.057	700	1072.38	221	906.951
331.882	26	-257.396	-45	-11.0698	16	340.682	701	1075.27	220	908.819
331.885	25	-257.748	-46	-11.0349	12	341.294	704	1078.16	219	910.685
331.888	23	-258.105	-47	-11.0029	6	341.89	709	1081.07	219	912.551
331.891	21	-258.468	-47	-10.9709	2	342.473	712	1083.99	217	914.411
331.894	20	-258.834	-47	-10.939	3	343.06	714	1086.91	215	916.266
331.897	21	-259.197	-47	-10.907	10	343.667	717	1089.84	215	918.12
331.9	22	-259.558	-50	-10.8837	6	344.263	719	1092.78	216	919.977
331.903	21	-259.921	-53	-10.8691	0	344.841	720	1095.72	218	921.84
331.906	19	-260.289	-56	-10.8633	-3	345.41	720	1098.66	220	923.709
331.908	16	-260.667	-57	-10.8603	-9	345.962	719	1101.6	221	925.581
331.911	16	-261.045	-59	-10.8631	-18	346.487	718	1104.53	222	927.455
331.914	17	-261.419	-59	-10.866	-17	347.016	715	1107.46	221	929.327
331.917	17	-261.794	-59	-10.8688	-20	347.536	714	1110.38	221	931.199
331.92	17	-262.169	-61	-10.8775	-24	348.044	712	1113.3	218	933.062
331.923	15	-262.549	-64	-10.8948	-28	348.541	709	1116.21	214	934.913
331.926	13	-262.936	-65	-10.915	-27	349.041	708	1119.11	212	936.759
331.929	13	-263.322	-66	-10.9382	-16	349.572	707	1122.02	209	938.596
331.932	13	-263.708	-65	-10.9584	-15	350.107	705	1124.91	207	940.427
331.935	15	-264.089	-63	-10.9728	-14	350.644	702	1127.8	206	942.255
331.937	15	-264.469	-61	-10.9815	-3	351.214	700	1130.69	204	944.078
331.94	17	-264.844	-60	-10.9872	5	351.806	699	1133.57	203	945.897
331.943	19	-265.213	-58	-10.9872	6	352.401	696	1136.44	201	947.711
331.946	20	-265.579	-57	-10.9842	12	353.014	694	1139.3	198	949.516
331.949	22	-265.939	-56	-10.9783	5	353.607	691	1142.16	194	951.309
331.952	24	-266.293	-55	-10.9696	2	354.19	689	1145.01	189	953.088
331.955	26	-266.642	-54	-10.9579	1	354.771	687	1147.85	184	954.853
331.958	26	-266.991	-53	-10.9433	7	355.37	686	1150.7	182	956.611
331.961	27	-267.336	-53	-10.9288	4	355.959	685	1153.53	180	958.364
331.964	26	-267.685	-54	-10.9171	-2	356.531	683	1156.37	179	960.114
331.967	27	-268.031	-54	-10.9054	-2	357.104	682	1159.2	179	961.864
331.969	28	-268.373	-55	-10.8966	-4	357.67	681	1162.03	178	963.611
331.972	29	-268.713	-56	-10.8908	-9	358.222	680	1164.85	176	965.352
331.975	31	-269.047	-56	-10.8849	-5	358.785	679	1167.67	173	967.084
331.978	33	-269.376	-54	-10.8732	-8	359.34	677	1170.49	169	968.805
331.981	33	-269.704	-52	-10.8558	-11	359.886	677	1173.3	164	970.512
331.984	34	-270.029	-50	-10.8325	-2	360.458	676	1176.12	162	972.212
331.987	35	-270.352	-49	-10.8063	3	361.045	674	1178.92	159	973.904
331.99	34	-270.677	-49	-10.7802	1	361.626	673	1181.73	157	975.59
331.993	33	-271.006	-48	-10.7511	-3	362.195	671	1184.53	154	977.268
331.996	31	-271.34	-47	-10.7191	-10	362.744	669	1187.32	153	978.942
331.998	32	-271.671	-46	-10.6842	-7	363.302	669	1190.11	152	980.614
332.001	32	-272.002	-46	-10.6494	-7	363.859	670	1192.91	150	982.279
332.004	33	-272.33	-44	-10.6087	1	364.44	670	1195.7	149	983.942
332.007	33	-272.659	-45	-10.5709	-2	365.012	670	1198.5	147	985.599
332.01	34	-272.984	-46	-10.536	-6	365.573	669	1201.29	146	987.253
332.013	34	-273.309	-46	-10.5011	2	366.157	670	1204.09	144	988.902
332.016	33	-273.638	-44	-10.4605	1	366.738	670	1206.88	142	990.544
332.019	33	-273.966	-42	-10.414	-2	367.31	667	1209.67	139	992.178
332.022	32	-274.297	-41	-10.3646	-2	367.882	664	1212.45	136	993.803
332.025	31	-274.631	-40	-10.3123	2	368.466	663	1215.22	134	995.423
332.027	31	-274.965	-39	-10.2572	3	369.053	662	1218	129	997.028
332.03	33	-275.294	-40	-10.2049	2	369.636	662	1220.77	124	998.618
332.033	33	-275.622	-42	-10.1584	1	370.217	660	1223.53	118	1000.19
332.036	33	-275.95	-44	-10.1177	-2	370.789	657	1226.29	113	1001.75
332.039	35	-276.273	-47	-10.0858	5	371.382	655	1229.04	108	1003.29
332.042	37	-276.589	-50	-10.0625	0	371.96	652	1231.79	105	1004.83
332.045	40	-276.897	-54	-10.0508	5	372.552	648	1234.52	103	1006.36
332.048	41	-277.202	-57	-10.0478	2	373.136	644	1237.24	102	1007.88
332.051	42	-277.505	-57	-10.0449	-1	373.711	641	1239.95	100	1009.41
332.054	42	-277.807	-58	-10.0448	-4	374.278	639	1242.66	97	1010.92
332.056	40	-278.115	-59	-10.0476	0	374.856	638	1245.36	94	1012.42
332.059	38	-278.429	-61	-10.0563	1	375.436	636	1248.06	91	1013.92
332.062	38	-278.742	-62	-10.0678	-5	376	634	1250.75	90	1015.41
