b	f	mn	mna
340.688	9.29449	-5907.85	57912.5
340.713	9.29382	-6121.8	57761.6
340.737	9.29315	-6330.74	57605.7
340.762	9.29248	-6534.69	57444.7
340.786	9.29182	-6733.63	57278.9
340.81	9.29115	-6929.58	57108.3
340.835	9.29048	-7121.52	56933
340.859	9.28982	-7308.47	56753.1
340.884	9.28915	-7490.41	56568.8
340.908	9.28849	-7669.36	56380.1
340.933	9.28782	-7843.3	56187.1
340.957	9.28715	-8010.25	55990.1
340.982	9.28649	-8169.19	55789.2
341.006	9.28582	-8324.14	55584.5
341.031	9.28516	-8473.08	55376.1
341.055	9.28449	-8616.03	55164.3
341.079	9.28383	-8751.97	54949.1
341.104	9.28316	-8881.92	54730.8
341.128	9.28249	-9003.86	54509.4
341.153	9.28183	-9118.81	54285.3
341.177	9.28116	-9227.75	54058.5
341.202	9.2805	-9331.7	53829.2
341.226	9.27983	-9430.64	53597.4
341.251	9.27917	-9525.59	53363.3
341.275	9.2785	-9614.54	53127.1
341.299	9.27784	-9697.48	52888.8
341.324	9.27718	-9775.42	52648.6
341.348	9.27651	-9848.37	52406.6
341.373	9.27585	-9915.32	52163
341.397	9.27518	-9977.26	51917.9
341.422	9.27452	-10036.2	51671.3
341.446	9.27385	-10090.2	51423.4
341.471	9.27319	-10140.1	51174.3
341.495	9.27253	-10183	50924.2
341.52	9.27186	-10220	50673.1
341.544	9.2712	-10251.9	50421.3
341.568	9.27053	-10281.9	50168.7
341.593	9.26987	-10307.8	49915.5
341.617	9.26921	-10328.8	49661.8
341.642	9.26854	-10344.7	49407.7
341.666	9.26788	-10354.7	49153.3
341.691	9.26722	-10361.6	48898.8
341.715	9.26655	-10364.5	48644.2
341.74	9.26589	-10364.5	48389.6
341.764	9.26523	-10361.4	48135.1
341.788	9.26457	-10355.4	47880.7
341.813	9.2639	-10346.3	47626.6
341.837	9.26324	-10332.3	47372.8
341.862	9.26258	-10313.2	47119.4
341.886	9.26192	-10290.2	46866.7
341.911	9.26125	-10263.1	46614.6
341.935	9.26059	-10233.1	46363.2
341.96	9.25993	-10200	46112.6
341.984	9.25927	-10164.9	45862.9
342.009	9.25861	-10128.9	45614.1
342.033	9.25794	-10089.8	45366.2
342.057	9.25728	-10048.8	45119.3
342.082	9.25662	-10003.7	44873.5
342.106	9.25596	-9957.67	44628.9
342.131	9.2553	-9910.61	44385.4
342.155	9.25464	-9861.56	44143.1
342.18	9.25397	-9810.5	43902.1
342.204	9.25331	-9758.45	43662.3
342.229	9.25265	-9702.39	43423.9
342.253	9.25199	-9646.34	43186.9
342.277	9.25133	-9588.29	42951.2
342.302	9.25067	-9528.23	42717.1
342.326	9.25001	-9468.18	42484.4
342.351	9.24935	-9405.12	42253.3
342.375	9.24869	-9340.07	42023.7
342.4	9.24803	-9273.01	41795.8
342.424	9.24737	-9204.96	41569.6
342.449	9.24671	-9135.9	41345
342.473	9.24605	-9064.85	41122.2
342.497	9.24539	-8990.79	40901.2
342.522	9.24473	-8914.74	40682.1
342.546	9.24407	-8836.68	40464.8
342.571	9.24341	-8758.63	40249.5
342.595	9.24275	-8679.57	40036.1
342.62	9.24209	-8601.52	39824.6
342.644	9.24143	-8520.46	39615.1
342.669	9.24077	-8439.41	39407.6
342.693	9.24011	-8359.35	39202
342.718	9.23945	-8276.3	38998.5
342.742	9.23879	-8189.24	38797.1
342.766	9.23813	-8101.19	38597.8
342.791	9.23747	-8015.13	38400.7
342.815	9.23682	-7929.08	38205.6
342.84	9.23616	-7844.02	38012.6
342.864	9.2355	-7759.97	37821.7
342.889	9.23484	-7675.91	37632.9
342.913	9.23418	-7590.86	37446.1
342.938	9.23352	-7503.8	37261.5
342.962	9.23286	-7417.75	37078.9
342.986	9.23221	-7329.69	36898.5
343.011	9.23155	-7243.64	36720.2
343.035	9.23089	-7157.58	36544
343.06	9.23023	-7071.53	36370
343.084	9.22957	-6985.47	36198
343.109	9.22892	-6900.42	36028.1
343.133	9.22826	-6814.36	35860.3
343.158	9.2276	-6726.31	35694.7
343.182	9.22694	-6637.25	35531.2
343.207	9.22629	-6549.2	35369.9
343.231	9.22563	-6460.15	35210.7
343.255	9.22497	-6373.09	35053.7
343.28	9.22432	-6285.04	34898.9
343.304	9.22366	-6196.98	34746.2
343.329	9.223	-6109.93	34595.6
343.353	9.22235	-6022.87	34447.2
343.378	9.22169	-5935.82	34300.9
343.402	9.22103	-5847.76	34156.7
343.427	9.22038	-5760.71	34014.7
343.451	9.21972	-5674.65	33874.7
343.475	9.21906	-5589.6	33736.9
343.5	9.21841	-5506.54	33601.1
343.524	9.21775	-5422.49	33467.3
343.549	9.21709	-5338.43	33335.6
343.573	9.21644	-5251.38	33206
343.598	9.21578	-5164.32	33078.6
343.622	9.21513	-5078.27	32953.2
343.647	9.21447	-4993.21	32829.9
343.671	9.21382	-4908.16	32708.8
343.695	9.21316	-4823.1	32589.7
343.72	9.21251	-4740.05	32472.6
343.744	9.21185	-4656.99	32357.5
343.769	9.21119	-4572.94	32244.5
343.793	9.21054	-4488.88	32133.6
343.818	9.20988	-4404.83	32024.7
343.842	9.20923	-4320.77	31917.9
343.867	9.20858	-4236.72	31813.1
343.891	9.20792	-4151.66	31710.4
343.916	9.20727	-4066.61	31609.8
343.94	9.20661	-3980.55	31511.3
343.964	9.20596	-3893.5	31414.9
343.989	9.2053	-3805.44	31320.7
344.013	9.20465	-3719.39	31228.6
344.038	9.20399	-3634.33	31138.5
344.062	9.20334	-3550.28	31050.5
344.087	9.20269	-3466.22	30964.6
344.111	9.20203	-3383.17	30880.7
344.136	9.20138	-3299.11	30798.8
344.16	9.20072	-3214.06	30719.1
344.184	9.20007	-3132.01	30641.3
344.209	9.19942	-3049.95	30565.6
344.233	9.19876	-2968.9	30491.8
344.258	9.19811	-2886.84	30420
344.282	9.19746	-2805.79	30350.2
344.307	9.1968	-2723.73	30282.4
344.331	9.19615	-2641.68	30216.7
344.356	9.1955	-2559.62	30152.9
344.38	9.19485	-2476.57	30091.2
344.405	9.19419	-2393.51	30031.5
344.429	9.19354	-2310.46	29973.8
344.453	9.19289	-2227.4	29918.1
344.478	9.19224	-2144.35	29864.5
344.502	9.19158	-2063.29	29812.9
344.527	9.19093	-1984.24	29763.2
344.551	9.19028	-1905.18	29715.4
344.576	9.18963	-1826.13	29669.6
344.6	9.18897	-1747.07	29625.7
344.625	9.18832	-1667.02	29583.7
344.649	9.18767	-1586.96	29543.7
344.673	9.18702	-1505.91	29505.7
344.698	9.18637	-1424.85	29469.7
344.722	9.18572	-1343.8	29435.7
344.747	9.18506	-1263.74	29403.6
344.771	9.18441	-1184.69	29373.4
344.796	9.18376	-1104.63	29345.2
344.82	9.18311	-1025.58	29319
344.845	9.18246	-947.524	29294.6
344.869	9.18181	-870.469	29272.2
344.894	9.18116	-793.414	29251.6
344.918	9.18051	-715.359	29232.9
344.942	9.17986	-636.304	29216.1
344.967	9.17921	-558.249	29201.3
344.991	9.17856	-480.194	29188.4
345.016	9.1779	-402.14	29177.4
345.04	9.17725	-324.085	29168.3
345.065	9.1766	-247.03	29161
345.089	9.17595	-166.975	29155.8
345.114	9.1753	-87.92	29152.4
345.138	9.17465	-8.86513	29151
345.162	9.174	69.1897	29151.5
345.187	9.17335	147.245	29153.9
345.211	9.1727	226.299	29158.3
345.236	9.17206	305.354	29164.6
345.26	9.17141	385.409	29172.8
345.285	9.17076	466.464	29183
345.309	9.17011	546.519	29195.2
345.334	9.16946	626.574	29209.3
345.358	9.16881	706.629	29225.4
345.382	9.16816	787.684	29243.5
345.407	9.16751	867.738	29263.5
345.431	9.16686	948.793	29285.5
345.456	9.16621	1028.85	29309.5
345.48	9.16556	1108.9	29335.4
345.505	9.16492	1190.96	29363.3
345.529	9.16427	1273.01	29393.3
345.554	9.16362	1356.07	29425.2
345.578	9.16297	1441.12	29459.3
345.603	9.16232	1525.18	29495.4
345.627	9.16167	1609.23	29533.5
345.651	9.16103	1691.29	29573.7
345.676	9.16038	1773.34	29615.9
345.7	9.15973	1858.4	29660.1
345.725	9.15908	1942.45	29706.4
345.749	9.15843	2025.51	29754.8
345.774	9.15779	2108.56	29805.1
345.798	9.15714	2193.62	29857.6
345.823	9.15649	2278.67	29912.1
345.847	9.15584	2364.73	29968.7
345.871	9.1552	2450.78	30027.4
345.896	9.15455	2536.84	30088.3
345.92	9.1539	2622.89	30151.2
345.945	9.15326	2709.95	30216.3
345.969	9.15261	2795	30283.4
345.994	9.15196	2880.06	30352.7
346.018	9.15132	2967.11	30424
346.043	9.15067	3054.17	30497.5
346.067	9.15002	3142.22	30573.1
346.092	9.14938	3230.27	30650.9
346.116	9.14873	3317.33	30730.9
346.14	9.14808	3404.38	30812.9
346.165	9.14744	3492.44	30897.1
346.189	9.14679	3581.49	30983.5
346.214	9.14615	3670.55	31072
346.238	9.1455	3758.6	31162.7
346.263	9.14485	3847.66	31255.6
346.287	9.14421	3937.71	31350.7
346.312	9.14356	4026.77	31448
346.336	9.14292	4116.82	31547.4
346.36	9.14227	4207.88	31649.1
346.385	9.14163	4299.93	31753.1
346.409	9.14098	4391.99	31859.3
346.434	9.14034	4484.04	31967.7
346.458	9.13969	4576.1	32078.4
346.483	9.13905	4668.15	32191.4
346.507	9.1384	4759.21	32306.5
346.532	9.13776	4851.26	32423.9
346.556	9.13711	4944.32	32543.6
346.581	9.13647	5039.37	32665.7
346.605	9.13582	5134.43	32790
346.629	9.13518	5229.48	32916.7
346.654	9.13453	5324.54	33045.7
346.678	9.13389	5418.59	33177
346.703	9.13325	5512.65	33310.6
346.727	9.1326	5606.7	33446.4
346.752	9.13196	5702.76	33584.7
346.776	9.13131	5798.81	33725.3
346.801	9.13067	5895.87	33868.2
346.825	9.13003	5992.92	34013.6
346.849	9.12938	6090.98	34161.3
346.874	9.12874	6189.03	34311.4
346.898	9.1281	6287.09	34464
346.923	9.12745	6385.14	34618.9
346.947	9.12681	6484.2	34776.2
346.972	9.12617	6582.25	34936
346.996	9.12552	6680.31	35098.1
347.021	9.12488	6777.36	35262.6
347.045	9.12424	6874.42	35429.5
347.069	9.1236	6969.47	35598.7
347.094	9.12295	7065.52	35770.3
347.118	9.12231	7161.58	35944.2
347.143	9.12167	7258.63	36120.5
347.167	9.12103	7354.69	36299.1
347.192	9.12038	7448.74	36480
347.216	9.11974	7542.8	36663.3
347.241	9.1191	7635.85	36848.8
347.265	9.11846	7729.91	37036.6
347.29	9.11782	7822.96	37226.6
347.314	9.11717	7918.02	37419
347.338	9.11653	8010.07	37613.7
347.363	9.11589	8102.13	37810.6
347.387	9.11525	8194.18	38009.8
347.412	9.11461	8287.24	38211.2
347.436	9.11397	8379.29	38414.9
347.461	9.11332	8471.35	38620.8
347.485	9.11268	8562.4	38828.9
347.51	9.11204	8652.46	39039.3
347.534	9.1114	8743.51	39251.9
347.558	9.11076	8834.57	39466.7
347.583	9.11012	8921.62	39683.6
347.607	9.10948	9006.68	39902.7
347.632	9.10884	9088.73	40123.7
347.656	9.1082	9169.79	40346.7
347.681	9.10756	9248.84	40571.6
347.705	9.10692	9325.9	40798.5
347.73	9.10628	9401.95	41027.1
347.754	9.10564	9476.01	41257.6
347.779	9.105	9549.06	41489.9
347.803	9.10436	9622.12	41724
347.827	9.10372	9694.17	41959.8
347.852	9.10308	9765.23	42197.4
347.876	9.10244	9834.28	42436.6
347.901	9.1018	9901.33	42677.5
347.925	9.10116	9966.39	42920
347.95	9.10052	10029.4	43164
347.974	9.09988	10088.5	43409.5
347.999	9.09924	10144.6	43656.3
348.023	9.0986	10198.6	43904.5
348.047	9.09796	10249.7	44153.9
348.072	9.09732	10296.7	44404.5
348.096	9.09668	10340.8	44656.1
348.121	9.09604	10381.8	44908.7
348.145	9.0954	10418.9	45162.3
348.17	9.09477	10453.9	45416.7
348.194	9.09413	10488	45671.9
348.219	9.09349	10519	45927.9
348.243	9.09285	10546.1	46184.6
348.268	9.09221	10570.2	46441.8
348.292	9.09157	10590.2	46699.5
348.316	9.09094	10606.3	46957.7
348.341	9.0903	10618.3	47216.1
348.365	9.08966	10627.4	47474.7
348.39	9.08902	10629.4	47733.4
348.414	9.08838	10628.5	47992.1
348.439	9.08775	10623.5	48250.7
348.463	9.08711	10615.6	48509
348.488	9.08647	10606.7	48767.1
348.512	9.08583	10593.7	49025
348.536	9.0852	10576.8	49282.4
348.561	9.08456	10552.8	49539.2
348.585	9.08392	10523.9	49795.3
348.61	9.08328	10490.9	50050.6
348.634	9.08265	10453	50305
348.659	9.08201	10410	50558.3
348.683	9.08137	10361.1	50810.5
348.708	9.08074	10306.1	51061.2
348.732	9.0801	10245.2	51310.5
348.756	9.07946	10178.3	51558.2
348.781	9.07883	10106.3	51804.1
348.805	9.07819	10028.4	52048.1
348.83	9.07755	9946.42	52290.1
348.854	9.07692	9858.48	52530
348.879	9.07628	9763.53	52767.5
348.903	9.07565	9663.58	53002.6
348.928	9.07501	9557.64	53235
348.952	9.07437	9445.7	53464.8
348.977	9.07374	9326.75	53691.6
349.001	9.0731	9200.8	53915.4
349.025	9.07247	9069.86	54136
349.05	9.07183	8931.91	54353.2
349.074	9.0712	8789.97	54566.9
349.099	9.07056	8643.02	54777
349.123	9.06993	8488.08	54983.3
349.148	9.06929	8329.13	55185.8
349.172	9.06866	8164.19	55384.2
349.197	9.06802	7994.24	55578.5
349.221	9.06739	7817.3	55768.4
349.245	9.06675	7635.35	55953.9
349.27	9.06612	7448.41	56134.8
349.294	9.06548	7255.46	56311
349.319	9.06485	7057.52	56482.4
349.343	9.06421	6853.57	56648.8
349.368	9.06358	6644.63	56810
349.392	9.06294	6429.68	56966.1
349.417	9.06231	6209.74	57116.7
349.441	9.06168	5986.79	57261.9
349.466	9.06104	5760.85	57401.5
349.49	9.06041	5530.9	57535.6
349.514	9.05977	5296.96	57663.9
349.539	9.05914	5058.01	57786.4
349.563	9.05851	4814.07	57902.9
349.588	9.05787	4567.12	58013.4
349.612	9.05724	4315.18	58117.7
349.637	9.05661	4059.23	58215.7
349.661	9.05597	3800.29	58307.5
349.686	9.05534	3538.34	58392.8
349.71	9.05471	3272.4	58471.6
349.734	9.05407	3003.45	58543.9
349.759	9.05344	2732.51	58609.5
349.783	9.05281	2459.56	58668.4
349.808	9.05218	2185.62	58720.7
349.832	9.05154	1911.67	58766.2
349.857	9.05091	1635.73	58805
349.881	9.05028	1359.78	58837.1
349.906	9.04965	1082.83	58862.4
349.93	9.04901	805.89	58880.9
349.955	9.04838	525.945	58892.5
349.979	9.04775	244.999	58897.4
350.003	9.04712	-36.9456	58895.3
350.028	9.04649	-317.891	58886.3
350.052	9.04585	-598.836	58870.5
350.077	9.04522	-878.781	58847.8
350.101	9.04459	-1156.73	58818.3
350.126	9.04396	-1435.67	58782
350.15	9.04333	-1714.62	58738.9
350.175	9.0427	-1992.56	58689
350.199	9.04206	-2267.51	58632.4
350.223	9.04143	-2540.45	58569.1
350.248	9.0408	-2808.4	58499.3
350.272	9.04017	-3075.34	58422.9
350.297	9.03954	-3339.29	58340
350.321	9.03891	-3601.23	58250.8
350.346	9.03828	-3861.18	58155.2
350.37	9.03765	-4118.12	58053.3
350.395	9.03702	-4371.07	57945.3
350.419	9.03639	-4618.01	57831.2
350.443	9.03576	-4861.96	57711.1
350.468	9.03513	-5101.9	57585.2
350.492	9.0345	-5336.85	57453.6
350.517	9.03387	-5566.79	57316.3
350.541	9.03324	-5790.74	57173.5
350.566	9.03261	-6011.68	57025.3
350.59	9.03198	-6227.63	56871.9
350.615	9.03135	-6440.57	56713.2
350.639	9.03072	-6646.52	56549.5
350.664	9.03009	-6848.46	56380.9
350.688	9.02946	-7045.41	56207.4
350.712	9.02883	-7237.35	56029.3
350.737	9.0282	-7424.3	55846.6
350.761	9.02757	-7603.24	55659.5
350.786	9.02694	-7775.19	55468.2
350.81	9.02631	-7940.13	55272.9
350.835	9.02568	-8101.08	55073.7
350.859	9.02505	-8259.03	54870.6
350.884	9.02442	-8411.97	54663.7
350.908	9.02379	-8557.92	54453.3
350.932	9.02317	-8697.86	54239.4
350.957	9.02254	-8832.81	54022.3
350.981	9.02191	-8960.75	53802
351.006	9.02128	-9082.7	53578.8
351.03	9.02065	-9199.64	53352.7
351.055	9.02002	-9309.59	53123.9
351.079	9.0194	-9414.53	52892.5
351.104	9.01877	-9514.48	52658.7
351.128	9.01814	-9611.42	52422.5
351.153	9.01751	-9703.37	52184.1
351.177	9.01688	-9790.31	51943.5
351.201	9.01626	-9871.26	51701
351.226	9.01563	-9945.2	51456.7
351.25	9.015	-10014.1	51210.6
351.275	9.01437	-10077.1	50963.1
351.299	9.01375	-10135	50714.1
351.324	9.01312	-10190	50463.8
351.348	9.01249	-10238.9	50212.2
351.373	9.01186	-10283.9	49959.6
351.397	9.01124	-10325.8	49706
351.421	9.01061	-10360.8	49451.5
351.446	9.00998	-10390.7	49196.2
351.47	9.00936	-10416.7	48940.4
351.495	9.00873	-10440.6	48683.9
351.519	9.0081	-10461.5	48427
351.544	9.00748	-10477.5	48169.6
351.568	9.00685	-10488.4	47912
351.593	9.00622	-10493.4	47654.2
351.617	9.0056	-10495.3	47396.4
351.642	9.00497	-10492.3	47138.7
351.666	9.00435	-10486.2	46881.2
351.69	9.00372	-10477.2	46623.8
351.715	9.00309	-10465.1	46366.8
351.739	9.00247	-10450	46110.1
351.764	9.00184	-10433	45853.8
351.788	9.00122	-10412.9	45598
351.813	9.00059	-10388.9	45342.9
351.837	8.99997	-10361.8	45088.3
351.862	8.99934	-10331.8	44834.5
351.886	8.99872	-10297.7	44581.6
351.91	8.99809	-10261.7	44329.5
351.935	8.99746	-10223.6	44078.4
351.959	8.99684	-10182.6	43828.2
351.984	8.99621	-10137.5	43579.2
352.008	8.99559	-10090.4	43331.3
352.033	8.99497	-10040.4	43084.6
352.057	8.99434	-9989.34	42839.2
352.082	8.99372	-9936.28	42595.1
352.106	8.99309	-9880.23	42352.3
352.13	8.99247	-9822.17	42111
352.155	8.99184	-9763.12	41871.1
352.179	8.99122	-9704.06	41632.7
352.204	8.99059	-9643.01	41395.7
352.228	8.98997	-9579.95	41160.3
352.253	8.98935	-9516.9	40926.4
352.277	8.98872	-9451.84	40694.1
352.302	8.9881	-9384.79	40463.5
352.326	8.98747	-9316.73	40234.5
352.351	8.98685	-9246.68	40007.3
352.375	8.98623	-9174.62	39781.8
352.399	8.9856	-9100.57	39558.1
352.424	8.98498	-9026.51	39336.2
352.448	8.98436	-8951.46	39116.2
352.473	8.98373	-8875.4	38898
352.497	8.98311	-8797.35	38681.7
352.522	8.98249	-8719.29	38467.3
352.546	8.98187	-8639.24	38254.9
352.571	8.98124	-8560.18	38044.4
352.595	8.98062	-8479.13	37835.9
352.619	8.98	-8399.07	37629.4
352.644	8.97937	-8318.02	37424.8
352.668	8.97875	-8236.96	37222.3
352.693	8.97813	-8154.91	37021.7
352.717	8.97751	-8075.85	36823.1
352.742	8.97689	-7997.8	36626.3
352.766	8.97626	-7918.75	36431.5
352.791	8.97564	-7837.69	36238.7
352.815	8.97502	-7754.64	36047.9
352.84	8.9744	-7669.58	35859.2
352.864	8.97378	-7582.53	35672.7
352.888	8.97315	-7494.47	35488.2
352.913	8.97253	-7408.42	35305.9
352.937	8.97191	-7322.36	35125.7
352.962	8.97129	-7236.31	34947.6
352.986	8.97067	-7150.25	34771.6
353.011	8.97005	-7066.2	34597.6
353.035	8.96942	-6982.14	34425.8
353.06	8.9688	-6899.09	34255.9
353.084	8.96818	-6817.03	34088
353.108	8.96756	-6732.98	33922.2
353.133	8.96694	-6647.92	33758.5
353.157	8.96632	-6562.87	33596.9
353.182	8.9657	-6477.81	33437.3
353.206	8.96508	-6393.76	33279.8
353.231	8.96446	-6310.7	33124.3
353.255	8.96384	-6227.65	32970.9
353.28	8.96322	-6143.59	32819.5
353.304	8.9626	-6058.54	32670.1
353.329	8.96198	-5972.48	32522.9
353.353	8.96136	-5887.43	32377.8
353.377	8.96074	-5802.37	32234.8
353.402	8.96012	-5717.32	32093.8
353.426	8.9595	-5632.26	31954.9
353.451	8.95888	-5549.21	31818
353.475	8.95826	-5467.15	31683.2
353.5	8.95764	-5386.1	31550.3
353.524	8.95702	-5304.04	31419.4
353.549	8.9564	-5220.99	31290.6
353.573	8.95578	-5137.93	31163.8
353.597	8.95516	-5054.88	31039
353.622	8.95454	-4971.82	30916.3
353.646	8.95392	-4887.77	30795.6
353.671	8.9533	-4804.71	30676.9
353.695	8.95268	-4722.66	30560.3
353.72	8.95207	-4639.6	30445.6
353.744	8.95145	-4557.55	30333
353.769	8.95083	-4476.5	30222.4
353.793	8.95021	-4396.44	30113.7
353.817	8.94959	-4316.39	30007
353.842	8.94897	-4236.33	29902.2
353.866	8.94835	-4156.28	29799.4
353.891	8.94774	-4075.22	29698.6
353.915	8.94712	-3993.17	29599.8
353.94	8.9465	-3912.11	29503
353.964	8.94588	-3830.06	29408.1
353.989	8.94526	-3749	29315.3
354.013	8.94465	-3666.95	29224.4
354.038	8.94403	-3585.89	29135.6
354.062	8.94341	-3505.84	29048.7
354.086	8.94279	-3426.78	28963.7
354.111	8.94218	-3349.73	28880.6
354.135	8.94156	-3272.67	28799.4
354.16	8.94094	-3195.62	28720.1
354.184	8.94032	-3119.56	28642.6
354.209	8.93971	-3042.51	28567.1
354.233	8.93909	-2964.45	28493.4
354.258	8.93847	-2887.4	28421.6
354.282	8.93786	-2810.34	28351.7
354.306	8.93724	-2733.29	28283.7
354.331	8.93662	-2656.23	28217.6
354.355	8.93601	-2579.18	28153.3
354.38	8.93539	-2503.12	28090.9
354.404	8.93477	-2428.07	28030.4
354.429	8.93416	-2352.01	27971.7
354.453	8.93354	-2274.96	27914.9
354.478	8.93292	-2198.9	27859.9
354.502	8.93231	-2122.85	27806.8
354.527	8.93169	-2047.79	27755.6
354.551	8.93108	-1973.74	27706.1
354.575	8.93046	-1899.68	27658.5
354.6	8.92985	-1824.63	27612.7
354.624	8.92923	-1749.57	27568.7
354.649	8.92861	-1673.52	27526.6
354.673	8.928	-1597.47	27486.4
354.698	8.92738	-1521.41	27448
354.722	8.92677	-1444.36	27411.5
354.747	8.92615	-1368.3	27376.9
354.771	8.92554	-1293.25	27344.1
354.795	8.92492	-1217.19	27313.1
354.82	8.92431	-1140.14	27284.1
354.844	8.92369	-1066.08	27256.8
354.869	8.92308	-991.026	27231.4
354.893	8.92246	-917.971	27207.8
354.918	8.92185	-845.916	27185.9
354.942	8.92123	-772.862	27165.8
354.967	8.92062	-700.807	27147.5
354.991	8.92	-626.752	27131
355.015	8.91939	-553.697	27116.2
355.04	8.91878	-478.642	27103.4
355.064	8.91816	-404.587	27092.3
355.089	8.91755	-329.532	27083
355.113	8.91693	-255.477	27075.6
355.138	8.91632	-182.423	27069.9
355.162	8.91571	-109.368	27066.1
355.187	8.91509	-36.3128	27064
355.211	8.91448	34.742	27063.7
355.236	8.91387	107.797	27065.1
355.26	8.91325	181.852	27068.4
355.284	8.91264	255.907	27073.4
355.309	8.91203	331.962	27080.4
355.333	8.91141	410.016	27089.2
355.358	8.9108	489.071	27100
355.382	8.91019	567.126	27112.7
355.407	8.90957	645.181	27127.2
355.431	8.90896	721.236	27143.7
355.456	8.90835	798.291	27162
355.48	8.90773	875.346	27182.2
355.504	8.90712	953.401	27204.4
355.529	8.90651	1033.46	27228.4
355.553	8.9059	1110.51	27254.4
355.578	8.90528	1185.57	27282.2
355.602	8.90467	1258.62	27311.8
355.627	8.90406	1332.67	27343.2
355.651	8.90345	1407.73	27376.4
355.676	8.90284	1483.78	27411.5
355.7	8.90222	1560.84	27448.5
355.725	8.90161	1639.89	27487.4
355.749	8.901	1719.95	27528.2
355.773	8.90039	1799	27571
355.798	8.89978	1880.06	27615.8
355.822	8.89917	1960.11	27662.6
355.847	8.89855	2040.17	27711.2
355.871	8.89794	2118.22	27761.8
355.896	8.89733	2195.28	27814.3
355.92	8.89672	2272.33	27868.7
355.945	8.89611	2349.39	27925
355.969	8.8955	2427.44	27983.1
355.993	8.89489	2505.5	28043.2
356.018	8.89428	2584.55	28105.2
356.042	8.89367	2663.61	28169.1
356.067	8.89306	2743.66	28235
356.091	8.89244	2823.72	28302.9
356.116	8.89183	2903.77	28372.7
356.14	8.89122	2982.83	28444.4
356.165	8.89061	3061.88	28518.1
356.189	8.89	3143.94	28593.8
356.214	8.88939	3227.99	28671.5
356.238	8.88878	3312.05	28751.3
356.262	8.88817	3396.1	28833.1
356.287	8.88756	3481.16	28917.1
356.311	8.88695	3567.21	29003.1
356.336	8.88634	3652.27	29091.2
356.36	8.88573	3738.32	29181.4
356.385	8.88512	3825.38	29273.7
356.409	8.88451	3911.43	29368.2
356.434	8.8839	3995.49	29464.7
356.458	8.8833	4079.54	29563.2
356.482	8.88269	4162.6	29663.8
356.507	8.88208	4247.65	29766.5
356.531	8.88147	4331.71	29871.2
356.556	8.88086	4415.76	29978
356.58	8.88025	4500.81	30086.8
356.605	8.87964	4587.87	30197.8
356.629	8.87903	4675.92	30311
356.654	8.87842	4762.98	30426.2
356.678	8.87782	4850.03	30543.6
356.702	8.87721	4936.09	30663.1
356.727	8.8766	5023.14	30784.7
356.751	8.87599	5110.2	30908.5
356.776	8.87538	5199.25	31034.4
356.8	8.87477	5287.31	31162.5
356.825	8.87417	5376.36	31292.8
356.849	8.87356	5465.42	31425.2
356.874	8.87295	5555.47	31559.8
356.898	8.87234	5645.53	31696.7
356.923	8.87173	5736.58	31835.7
356.947	8.87113	5827.64	31977
356.971	8.87052	5918.69	32120.6
356.996	8.86991	6008.75	32266.3
357.02	8.8693	6098.8	32414.2
357.045	8.8687	6187.86	32564.3
357.069	8.86809	6276.91	32716.6
357.094	8.86748	6365.97	32871
357.118	8.86687	6454.02	33027.6
357.143	8.86627	6542.08	33186.4
357.167	8.86566	6630.13	33347.3
357.191	8.86505	6716.19	33510.3
357.216	8.86445	6803.24	33675.5
357.24	8.86384	6891.3	33842.8
357.265	8.86323	6978.35	34012.2
357.289	8.86263	7064.41	34183.7
357.314	8.86202	7149.46	34357.4
357.338	8.86141	7236.52	34533.1
357.363	8.86081	7322.57	34710.9
357.387	8.8602	7406.63	34890.8
357.412	8.8596	7491.68	35072.8
357.436	8.85899	7575.74	35256.8
357.46	8.85838	7660.79	35443
357.485	8.85778	7744.85	35631.1
357.509	8.85717	7828.9	35821.3
357.534	8.85657	7913.96	36013.6
357.558	8.85596	7998.01	36208
357.583	8.85536	8081.06	36404.4
357.607	8.85475	8164.12	36602.8
357.632	8.85415	8246.17	36803.2
357.656	8.85354	8327.23	37005.6
357.68	8.85293	8409.28	37210.1
357.705	8.85233	8488.34	37416.4
357.729	8.85172	8563.39	37624.6
357.754	8.85112	8636.45	37834.6
357.778	8.85051	8707.5	38046.3
357.803	8.84991	8777.56	38259.7
357.827	8.84931	8845.61	38474.8
357.852	8.8487	8911.67	38691.4
357.876	8.8481	8978.72	38909.8
357.901	8.84749	9044.78	39129.7
357.925	8.84689	9109.83	39351.3
357.949	8.84628	9171.89	39574.3
357.974	8.84568	9230.94	39798.8
357.998	8.84507	9289	40024.8
358.023	8.84447	9345.05	40252.1
358.047	8.84387	9399.11	40480.7
358.072	8.84326	9452.16	40710.6
358.096	8.84266	9504.22	40941.8
358.121	8.84206	9556.27	41174.2
358.145	8.84145	9606.33	41407.9
358.169	8.84085	9654.38	41642.7
358.194	8.84025	9698.44	41878.7
358.218	8.83964	9738.49	42115.6
358.243	8.83904	9776.55	42353.4
358.267	8.83844	9810.6	42592.1
358.292	8.83783	9839.66	42831.5
358.316	8.83723	9866.71	43071.5
358.341	8.83663	9889.77	43312.1
358.365	8.83602	9909.82	43553.2
358.389	8.83542	9925.88	43794.7
358.414	8.83482	9939.93	44036.6
358.438	8.83421	9950.99	44278.7
