mag	a	aa	b	ba	c	ca	d	da	e	ea	f	fa	g	ga	h	ha	i	ia	k	ka
329.169	4.51826	-11.191	10.1206	-15.8844	8.38537	-7.93475	-71	2.22221	-14.465	-3.64557	-10.1176	-2.79556	-1.93218	-0.02213	-10.0834	-1.93334	-9.93274	0.55526	4.62517	-1.24177
329.171	2.54177	-11.3125	10.1578	-16.0028	8.40759	-8.02354	-73	2.23456	-15.4574	-3.72922	-9.11144	-2.83326	-2.93491	-0.0241	-11.0812	-1.96639	-8.93158	0.5485	4.6281	-1.2321
329.174	2.56528	-11.434	9.19509	-16.1236	9.4298	-8.10978	-74	2.24442	-14.4497	-3.81036	-9.10528	-2.87095	-4.93763	-0.03106	-11.079	-1.99944	-8.93041	0.54174	4.63103	-1.22242
329.176	1.5888	-11.5579	8.23235	-16.2468	9.45202	-8.19598	-74	2.25428	-14.4421	-3.89149	-8.09912	-2.90614	-6.94035	-0.04299	-10.0768	-2.03	-7.92924	0.53748	5.63396	-1.21024
329.179	1.61231	-11.6817	7.26961	-16.3725	9.47423	-8.28211	-74	2.26414	-13.4345	-3.97011	-9.09296	-2.9438	-7.94308	-0.05742	-10.0746	-2.06055	-7.92808	0.53321	5.63689	-1.19806
329.181	1.63582	-11.8056	7.30687	-16.498	8.49645	-8.37068	-73	2.27648	-12.4268	-4.04622	-11.0868	-2.98642	-8.9458	-0.07434	-9.07243	-2.0886	-7.92691	0.52895	6.63982	-1.18338
329.184	1.65933	-11.9293	6.34413	-16.6259	7.51867	-8.46168	-73	2.28883	-10.4192	-4.11735	-13.0806	-3.03399	-9.94852	-0.09376	-8.07024	-2.11417	-7.92575	0.52469	7.64275	-1.16621
329.186	1.68284	-12.053	5.38138	-16.7562	7.54088	-8.55262	-72	2.30366	-7.41152	-4.18099	-14.0745	-3.08404	-11.9512	-0.11815	-8.06806	-2.13973	-7.92458	0.52044	6.64567	-1.15152
329.189	2.70635	-12.1741	5.41864	-16.8864	7.5631	-8.64351	-70	2.32347	-4.40388	-4.23716	-16.0683	-3.13904	-12.954	-0.14503	-8.06587	-2.16529	-6.92341	0.51867	7.6486	-1.13434
329.191	2.72986	-12.2952	4.4559	-17.019	7.58531	-8.73434	-69	2.34576	-2.39623	-4.28833	-18.0622	-3.199	-13.9567	-0.17441	-7.06369	-2.18835	-6.92225	0.51691	7.65153	-1.11715
329.194	2.75337	-12.4162	3.49316	-17.154	8.60753	-8.82263	-69	2.36805	0.61141	-4.33203	-19.056	-3.26144	-14.9594	-0.20629	-5.0615	-2.20644	-8.92108	0.51018	8.65446	-1.09746
329.196	2.77688	-12.5371	2.53042	-17.2914	7.62975	-8.91336	-69	2.39034	2.61905	-4.37074	-17.0498	-3.31888	-15.9621	-0.24065	-5.05931	-2.22452	-9.91992	0.50096	10.6574	-1.0728
329.198	3.80039	-12.6556	1.56768	-17.4312	7.65196	-9.00402	-68	2.41512	5.6267	-4.40196	-16.0437	-3.37382	-16.9649	-0.27751	-5.05713	-2.24259	-11.9187	0.48677	11.6603	-1.04564
329.201	4.8239	-12.7714	0.60494	-17.5734	7.67418	-9.09464	-69	2.43741	6.63434	-4.43069	-14.0375	-3.42377	-17.9676	-0.31686	-6.05494	-2.26315	-12.9176	0.4701	10.6632	-1.02096
329.203	5.84741	-12.8848	1.6422	-17.713	8.69639	-9.18271	-68	2.46218	6.64199	-4.45939	-16.0314	-3.47869	-18.9703	-0.35871	-7.05276	-2.28619	-15.9164	0.44598	9.66617	-0.99876
329.206	5.87092	-12.998	3.67946	-17.8475	10.7186	-9.26575	-67	2.48945	4.64963	-4.49304	-18.0252	-3.53855	-19.973	-0.40304	-7.05057	-2.30922	-17.9153	0.41688	6.6691	-0.98401
329.208	5.89443	-13.1112	5.71671	-17.977	10.7408	-9.34874	-67	2.51671	2.65727	-4.53165	-19.0191	-3.60089	-19.9758	-0.44739	-8.04839	-2.33473	-18.9141	0.3853	4.67203	-0.97423
329.211	4.91794	-13.2269	7.75397	-18.1014	9.76304	-9.43415	-66	2.54646	1.66492	-4.57273	-19.0129	-3.66322	-19.9785	-0.49174	-10.0462	-2.36521	-18.9129	0.35373	2.67496	-0.96941
329.213	1.94145	-13.3499	9.79123	-18.2207	9.78526	-9.51952	-65	2.5787	1.67256	-4.61379	-17.0067	-3.72056	-19.9812	-0.5361	-11.044	-2.39817	-20.9118	0.31718	0.67789	-0.96956
329.216	-0.03504	-13.4778	11.8285	-18.335	10.8075	-9.60234	-64	2.61342	0.68021	-4.65732	-14.0006	-3.77042	-19.9839	-0.58046	-11.0418	-2.43112	-21.9106	0.27815	-0.31918	-0.97218
329.218	-1.01153	-13.6082	11.8658	-18.4492	11.8297	-9.68262	-62	2.65312	-0.31215	-4.70331	-10.9944	-3.81281	-18.9866	-0.62235	-11.0396	-2.46407	-21.9094	0.23912	-0.31626	-0.9748
329.221	-1.98802	-13.741	11.903	-18.5633	13.8519	-9.75787	-59	2.70027	-0.30451	-4.74929	-8.98827	-3.85021	-17.9894	-0.66176	-10.0375	-2.49453	-18.9082	0.20756	-1.31333	-0.9799
329.223	-1.96451	-13.8738	10.9403	-18.6798	16.8741	-9.82561	-57	2.7524	0.70314	-4.79275	-6.98211	-3.88262	-16.9921	-0.69868	-9.03527	-2.5225	-16.9071	0.18097	-3.3104	-0.98997
329.226	-0.941	-14.004	10.9775	-18.7962	20.8963	-9.88334	-57	2.80452	1.71078	-4.83372	-4.97595	-3.91004	-14.9948	-0.73064	-8.03309	-2.54797	-15.9059	0.15687	-4.30747	-1.00251
329.228	0.08251	-14.1316	10.0148	-18.915	22.9186	-9.93605	-58	2.85416	0.71843	-4.87715	-3.96979	-3.93496	-14.9975	-0.76261	-7.0309	-2.57096	-14.9048	0.13526	-5.30454	-1.01753
329.231	2.10602	-14.2543	9.05204	-19.0361	22.9408	-9.98871	-60	2.89883	1.72607	-4.91807	-2.96363	-3.95738	-13.0002	-0.78961	-7.02872	-2.59393	-14.9036	0.11365	-7.30161	-1.03752
329.233	3.12953	-14.3743	7.0893	-19.1622	20.963	-10.0463	-63	2.93604	3.73372	-4.95401	-0.95747	-3.97482	-12.003	-0.81413	-7.02653	-2.6169	-15.9024	0.08956	-8.29869	-1.05998
329.236	4.15304	-14.4919	6.12656	-19.2906	20.9852	-10.1038	-63	2.97325	4.74136	-4.98744	1.04868	-3.98726	-11.0057	-0.83617	-6.02435	-2.63738	-14.9013	0.06796	-9.29576	-1.08493
329.238	4.17655	-14.6094	6.16382	-19.419	21.0074	-10.1613	-63	3.01046	7.749	-5.01339	3.05484	-3.99472	-11.0084	-0.85822	-5.02216	-2.65537	-14.9001	0.04636	-11.2928	-1.11484
329.241	5.20007	-14.7243	6.20108	-19.5473	20.0296	-10.2212	-64	3.04518	9.75665	-5.03435	6.061	-3.9947	-12.0112	-0.88276	-4.01997	-2.67087	-13.8989	0.02725	-13.2899	-1.14972
329.243	4.22358	-14.8417	6.23834	-19.6754	18.0519	-10.286	-64	3.07991	12.7643	-5.04783	7.06716	-3.99218	-12.0139	-0.90731	-3.01779	-2.68387	-13.8978	0.00814	-13.287	-1.18459
329.246	5.24709	-14.9565	5.2756	-19.806	15.0741	-10.3582	-65	3.11214	15.7719	-5.05383	8.07332	-3.98716	-11.0166	-0.92938	-2.0156	-2.69439	-12.8966	-0.00847	-14.284	-1.22193
329.248	4.2706	-15.0737	5.31286	-19.9365	13.0963	-10.4353	-66	3.14189	16.7796	-5.05733	9.07948	-3.97963	-10.0193	-0.94897	-0.01342	-2.69992	-11.8954	-0.0226	-15.2811	-1.26176
329.251	4.29411	-15.1909	4.35012	-20.0694	12.1185	-10.5149	-66	3.17164	16.7872	-5.06081	11.0856	-3.96712	-11.022	-0.97105	-0.01123	-2.70545	-10.8943	-0.03424	-14.2782	-1.29909
329.253	5.31762	-15.3055	4.38737	-20.2021	11.1407	-10.5969	-67	3.1989	15.7949	-5.06675	12.0918	-3.95211	-12.0248	-0.99563	0.99095	-2.70849	-9.8931	-0.04339	-14.2753	-1.33642
329.256	6.34113	-15.4176	3.42463	-20.3373	11.1629	-10.6788	-68	3.22368	13.8025	-5.07765	11.098	-3.93957	-13.0275	-1.0227	1.99314	-2.70903	-7.89193	-0.04757	-13.2723	-1.37125
329.258	8.36464	-15.5247	3.46189	-20.4724	12.1852	-10.7582	-69	3.24597	11.8102	-5.0935	10.1041	-3.9295	-12.0302	-1.04729	2.99533	-2.70709	-6.89076	-0.04925	-13.2694	-1.40608
329.261	11.3882	-15.6243	3.49915	-20.6074	13.2074	-10.835	-72	3.26081	9.8178	-5.11431	9.11027	-3.9219	-11.0329	-1.0694	3.99751	-2.70265	-7.8896	-0.05342	-12.2665	-1.43841
329.263	13.4117	-15.7188	2.53641	-20.7447	15.2296	-10.9069	-75	3.26818	8.82545	-5.13758	8.11643	-3.91677	-10.0357	-1.08903	4.9997	-2.69572	-8.88843	-0.06007	-11.2635	-1.46825
329.266	16.4352	-15.8058	3.57367	-20.8795	16.2518	-10.9762	-77	3.27058	6.83309	-5.16581	7.12259	-3.91411	-11.0384	-1.11115	6.00188	-2.6863	-8.88727	-0.06672	-8.26061	-1.49062
329.268	17.4587	-15.8902	3.61093	-21.0143	19.274	-11.0379	-77	3.27298	4.84073	-5.19899	4.12874	-3.9189	-10.0411	-1.1308	6.00407	-2.67687	-8.8861	-0.07337	-6.25769	-1.50801
329.271	19.4822	-15.9696	2.64819	-21.1514	20.2962	-11.0971	-77	3.27538	3.84838	-5.23464	3.1349	-3.92616	-9.04382	-1.14796	7.00625	-2.66495	-8.88493	-0.08001	-3.25476	-1.51794
329.273	20.5057	-16.0465	0.68544	-21.2933	21.3184	-11.1538	-76	3.28027	3.85602	-5.27027	2.14106	-3.93588	-9.04654	-1.16513	6.00844	-2.65551	-9.88377	-0.08914	-2.25183	-1.52537
329.276	19.5292	-16.1258	-0.2773	-21.4377	22.3407	-11.208	-76	3.28515	4.86367	-5.3034	3.14722	-3.94311	-9.04927	-1.18231	6.01062	-2.64607	-9.8826	-0.09826	-1.2489	-1.53031
329.278	18.5527	-16.2076	-2.24004	-21.587	23.3629	-11.2596	-75	3.29252	6.87131	-5.33153	4.15338	-3.94784	-9.05199	-1.19949	6.01281	-2.63662	-10.8814	-0.10987	-0.24597	-1.53275
329.281	16.5762	-16.2942	-4.20278	-21.7411	23.3851	-11.3111	-74	3.30238	9.87895	-5.35218	4.15954	-3.95255	-10.0547	-1.21917	5.015	-2.62965	-11.8803	-0.12396	0.75696	-1.5327
329.283	15.5997	-16.3833	-6.16552	-21.9001	21.4073	-11.3676	-73	3.31473	10.8866	-5.37033	4.1657	-3.95724	-9.05743	-1.23637	4.01718	-2.62517	-14.8791	-0.1455	0.75988	-1.53265
329.286	15.6233	-16.4723	-7.12826	-22.0615	20.4295	-11.4265	-72	3.32956	11.8942	-5.38598	3.17185	-3.96441	-9.06016	-1.25357	3.01937	-2.62316	-17.8779	-0.17451	1.76281	-1.5301
329.288	15.6468	-16.5613	-8.091	-22.2253	19.4517	-11.4878	-71	3.34688	12.9019	-5.39912	3.17801	-3.97156	-8.06288	-1.2683	3.02155	-2.62115	-19.8768	-0.20848	2.76574	-1.52505
329.29	13.6703	-16.6551	-8.05374	-22.389	18.474	-11.5516	-71	3.3642	13.9095	-5.40975	3.18417	-3.97869	-8.0656	-1.28303	2.02374	-2.62162	-20.8756	-0.24494	2.76867	-1.52
329.293	12.6938	-16.7514	-8.01648	-22.5527	17.4962	-11.6178	-70	3.384	13.9172	-5.42036	3.19033	-3.98581	-8.06833	-1.29777	1.02592	-2.62457	-22.8744	-0.28636	1.7716	-1.51743
329.295	11.7173	-16.8502	-7.97923	-22.7162	17.5184	-11.6839	-69	3.40629	12.9248	-5.43345	1.19649	-3.99789	-9.07105	-1.315	1.02811	-2.62751	-24.8733	-0.33276	1.77453	-1.51485
329.298	11.7408	-16.9488	-7.94197	-22.8796	18.5406	-11.7475	-68	3.43107	11.9325	-5.449	0.20265	-4.01243	-10.0738	-1.33473	1.03029	-2.63045	-26.8721	-0.38412	1.77746	-1.51226
329.3	11.7643	-17.0475	-5.90471	-23.038	18.5628	-11.8111	-67	3.45833	11.9401	-5.46453	-2.7912	-4.03443	-10.0765	-1.35446	1.03248	-2.63339	-27.8709	-0.43797	2.78038	-1.50718
329.303	11.7878	-17.146	-4.86745	-23.1938	18.585	-11.8745	-66	3.48808	11.9477	-5.48004	-6.78504	-4.06635	-10.0792	-1.3742	1.03467	-2.63632	-27.8698	-0.49182	1.78331	-1.50458
329.305	10.8113	-17.247	-3.83019	-23.347	19.6073	-11.9355	-64	3.52281	9.9554	-5.5005	-10.7789	-4.1082	-10.0819	-1.39394	1.03685	-2.63924	-27.8686	-0.54566	0.78624	-1.50446
329.308	9.83485	-17.3504	-3.79293	-23.5001	19.6295	-11.9964	-62	3.5625	7.96304	-5.52592	-14.7727	-4.15998	-10.0847	-1.41369	1.03904	-2.64216	-26.8674	-0.59702	-0.21083	-1.50682
329.31	9.85836	-17.4537	-2.75567	-23.6506	18.6517	-12.0597	-61	3.60468	6.97068	-5.55381	-16.7666	-4.21672	-8.08739	-1.42848	2.04122	-2.64258	-24.8663	-0.6434	-1.2079	-1.51165
329.313	9.88187	-17.557	0.28159	-23.7936	17.6739	-12.1254	-60	3.64935	5.97833	-5.58416	-17.7604	-4.27593	-5.09011	-1.43581	2.04341	-2.643	-21.8651	-0.68231	-2.20497	-1.51897
329.315	8.90538	-17.6628	3.31885	-23.929	16.6961	-12.1936	-58	3.69899	5.98597	-5.61449	-16.7542	-4.33264	-4.09283	-1.44067	3.04559	-2.64093	-19.8639	-0.71625	-2.20204	-1.52628
329.318	9.92889	-17.7659	6.3561	-24.0569	15.7183	-12.2642	-56	3.75361	4.99362	-5.64729	-15.7481	-4.38685	-4.09555	-1.44553	3.04778	-2.63886	-17.8628	-0.74522	-2.19912	-1.53358
329.32	10.9524	-17.8666	8.39336	-24.1797	14.7406	-12.3373	-55	3.81071	5.00126	-5.68008	-14.7419	-4.43855	-4.09828	-1.4504	3.04996	-2.63677	-14.8616	-0.76672	-3.19619	-1.54336
329.323	10.9759	-17.9671	9.43062	-24.3	14.7628	-12.4103	-55	3.86781	6.0089	-5.71035	-13.7358	-4.48776	-3.101	-1.45279	4.05215	-2.6322	-15.8605	-0.79071	-3.19326	-1.55313
329.325	10.9994	-18.0677	10.4679	-24.4176	15.785	-12.4807	-56	3.92242	6.01655	-5.74061	-11.7296	-4.53197	-1.10372	-1.45021	5.05434	-2.62513	-16.8593	-0.81718	-4.19033	-1.56538
329.328	11.0229	-18.1681	11.5051	-24.5327	16.8072	-12.5486	-57	3.97455	7.02419	-5.76836	-10.7235	-4.57369	-1.10645	-1.44764	6.05652	-2.61558	-17.8581	-0.84613	-3.1874	-1.57514
329.33	12.0464	-18.266	12.5424	-24.6452	17.8294	-12.614	-59	4.0217	9.03184	-5.79112	-9.71729	-4.6129	-1.10917	-1.44507	6.05871	-2.60601	-18.857	-0.87757	-2.18447	-1.58241
329.333	12.07	-18.3639	13.5797	-24.7551	16.8516	-12.6818	-62	4.0614	11.0395	-5.80889	-8.71114	-4.64961	0.88811	-1.43754	4.06089	-2.60142	-18.8558	-0.909	-1.18155	-1.58718
329.335	13.0935	-18.4592	14.6169	-24.8625	14.8739	-12.7545	-65	4.09363	12.0471	-5.82416	-7.70498	-4.68382	0.88539	-1.43002	3.06308	-2.5993	-17.8546	-0.93795	-0.17862	-1.58945
329.338	12.117	-18.5569	15.6542	-24.9672	12.8961	-12.8321	-69	4.11592	12.0548	-5.8394	-8.69882	-4.7205	0.88266	-1.4225	4.06526	-2.5947	-15.8535	-0.96192	-1.17569	-1.59421
329.34	13.1405	-18.6521	14.6914	-25.0744	11.9183	-12.9122	-74	4.12578	10.0624	-5.8596	-9.69266	-4.75965	-0.12006	-1.41748	4.06745	-2.59009	-15.8523	-0.98588	-2.17276	-1.60144
329.343	13.164	-18.7472	14.7287	-25.1815	11.9405	-12.9922	-79	4.12321	9.07006	-5.88227	-10.6865	-4.80127	-2.12278	-1.41743	4.06963	-2.58547	-15.8511	-1.00985	-6.16983	-1.61862
329.345	13.1875	-18.8423	14.766	-25.2884	12.9627	-13.0696	-82	4.11318	10.0777	-5.90243	-10.6803	-4.84288	-4.12551	-1.42237	4.07182	-2.58084	-15.85	-1.03381	-8.1669	-1.64076
329.348	12.211	-18.9398	15.8032	-25.3928	14.9849	-13.1421	-84	4.09817	10.0854	-5.92257	-12.6742	-4.88944	-4.12823	-1.42731	3.07401	-2.5787	-16.8488	-1.06025	-9.16397	-1.66537
329.35	12.2345	-19.0373	16.8405	-25.4946	17.0071	-13.2095	-85	4.08068	11.093	-5.94021	-12.668	-4.93599	-5.13095	-1.43475	1.07619	-2.58153	-17.8476	-1.08918	-10.161	-1.69247
329.353	12.258	-19.1346	17.8777	-25.5939	18.0294	-13.2743	-86	4.06071	12.1006	-5.95534	-12.6619	-4.98252	-5.13367	-1.44219	-1.92162	-2.59181	-17.8465	-1.1181	-12.1581	-1.72453
329.355	11.2815	-19.2344	18.915	-25.6905	19.0516	-13.3367	-86	4.04073	12.1083	-5.97045	-11.6557	-5.02656	-6.1364	-1.45213	-4.91944	-2.60954	-17.8453	-1.14703	-13.1552	-1.75907
329.358	11.3051	-19.3342	19.9522	-25.7846	19.0738	-13.3989	-86	4.02075	12.1159	-5.98554	-10.6496	-5.06809	-5.13912	-1.45958	-6.91725	-2.63224	-17.8441	-1.17595	-13.1523	-1.79361
329.36	10.3286	-19.4364	20.9895	-25.8761	18.096	-13.4636	-85	4.00326	10.1236	-6.00559	-9.64339	-5.10712	-5.14184	-1.46704	-9.91507	-2.66239	-18.8429	-1.20735	-13.1493	-1.82814
329.363	8.35207	-19.5435	22.0268	-25.965	18.1182	-13.5283	-83	3.99074	9.13121	-6.0281	-8.63723	-5.14364	-3.14457	-1.46954	-10.9129	-2.69503	-16.8418	-1.23377	-13.1464	-1.86266
329.365	7.37558	-19.653	22.064	-26.0539	17.1404	-13.5954	-80	3.98568	8.13886	-6.05308	-7.63107	-5.17767	-0.14729	-1.46458	-11.9107	-2.73014	-14.8406	-1.25523	-13.1435	-1.89717
329.368	7.39909	-19.7625	21.1013	-26.1451	18.1627	-13.6599	-77	3.98808	8.1465	-6.07805	-5.62492	-5.20671	1.84999	-1.45466	-10.9085	-2.76277	-13.8395	-1.27419	-14.1405	-1.93416
329.37	7.4226	-19.8719	20.1385	-26.2387	18.1849	-13.7244	-73	4.00043	8.15414	-6.10299	-4.61876	-5.23324	3.84727	-1.43977	-10.9063	-2.79539	-11.8383	-1.28817	-15.1376	-1.97363
329.373	7.44612	-19.9812	18.1758	-26.3372	20.2071	-13.7838	-70	4.02023	10.1618	-6.12294	-2.6126	-5.25479	4.84454	-1.42241	-9.90414	-2.82551	-10.8371	-1.29967	-15.1347	-2.01309
329.375	9.46963	-20.0856	16.2131	-26.4406	21.2293	-13.8407	-68	4.04501	12.1694	-6.1379	-2.60644	-5.27632	5.84182	-1.40256	-9.90195	-2.85563	-9.83596	-1.30868	-15.1318	-2.05255
329.378	10.4931	-20.1873	14.2503	-26.5488	22.2515	-13.8951	-67	4.07228	14.1771	-6.14787	-2.60028	-5.29784	4.8391	-1.38521	-9.89977	-2.88575	-7.83479	-1.31271	-13.1288	-2.08702
329.38	9.51665	-20.2915	12.2876	-26.662	23.2737	-13.9469	-67	4.09954	16.1847	-6.15284	-2.59412	-5.31934	4.83638	-1.36786	-9.89758	-2.91586	-6.83363	-1.31425	-12.1259	-2.11901
329.382	9.54016	-20.3957	11.3248	-26.7775	24.296	-13.9962	-67	4.1268	18.1924	-6.15283	-2.58797	-5.34083	3.83365	-1.35301	-9.8954	-2.94596	-5.83246	-1.31331	-10.123	-2.14601
329.385	8.56367	-20.5022	8.36209	-26.9004	24.3182	-14.0454	-67	4.15407	20.2	-6.14782	-2.58181	-5.3623	4.83093	-1.33567	-9.89321	-2.97606	-4.8313	-1.30987	-9.12005	-2.17052
329.387	7.58718	-20.6112	5.39935	-27.0306	25.3404	-14.0921	-66	4.18382	20.2077	-6.1428	-2.57565	-5.38375	5.82821	-1.31586	-7.89102	-3.00118	-3.83013	-1.30395	-8.11712	-2.19253
329.39	7.61069	-20.7202	3.43661	-27.1658	26.3626	-14.1363	-66	4.21357	20.2153	-6.13775	-3.56949	-5.40768	5.82548	-1.29605	-5.88884	-3.02133	-3.82896	-1.29802	-8.11419	-2.21454
329.392	7.6342	-20.829	2.47387	-27.3033	26.3848	-14.1804	-66	4.24332	22.2229	-6.12772	-4.56333	-5.43408	4.82276	-1.27874	-2.88665	-3.034	-3.8278	-1.29209	-7.11126	-2.23405
329.395	7.65771	-20.9379	0.51113	-27.4457	26.407	-14.2244	-67	4.27058	22.2306	-6.11766	-5.55717	-5.46295	2.82004	-1.26641	-1.88447	-3.04419	-3.82663	-1.28616	-7.10833	-2.25356
329.397	6.68122	-21.0491	-0.45161	-27.5905	25.4293	-14.2709	-68	4.29536	20.2382	-6.11256	-6.55101	-5.49429	1.81732	-1.25657	0.11772	-3.0494	-5.82546	-1.28519	-6.1054	-2.27057
329.4	5.70473	-21.1628	-1.41435	-27.7377	24.4515	-14.3198	-69	4.31765	18.2459	-6.11241	-6.54486	-5.52561	0.81459	-1.24922	2.1199	-3.04963	-6.8243	-1.28671	-6.10248	-2.28758
329.402	6.72824	-21.2739	-0.37709	-27.8823	23.4737	-14.3711	-69	4.33994	15.2535	-6.1197	-6.5387	-5.55692	0.81187	-1.24188	5.12209	-3.0424	-7.82313	-1.29071	-6.09955	-2.30458
329.405	8.75175	-21.38	1.66016	-28.0219	22.4959	-14.4248	-70	4.35974	13.2612	-6.13195	-6.53254	-5.58821	0.80915	-1.23455	7.12427	-3.03018	-8.82197	-1.2972	-6.09662	-2.32157
329.407	11.7753	-21.4786	3.69742	-28.1564	21.5181	-14.481	-69	4.38203	10.2688	-6.15163	-5.52638	-5.61701	-0.19358	-1.2297	9.12646	-3.01299	-8.8208	-1.30369	-6.09369	-2.33855
329.41	15.7988	-21.5672	4.73468	-28.2883	19.5403	-14.5421	-68	4.40681	9.27645	-6.17378	-5.52022	-5.64578	-1.1963	-1.22736	11.1287	-2.99082	-8.81963	-1.31017	-7.09076	-2.35802
329.412	19.8223	-21.6458	6.77194	-28.4152	19.5626	-14.6032	-67	4.43408	9.28409	-6.19592	-6.51406	-5.67703	-2.19902	-1.2275	14.1308	-2.96119	-8.81847	-1.31664	-6.08783	-2.37499
329.415	21.8458	-21.7193	8.8092	-28.537	20.5848	-14.6617	-66	4.46383	10.2917	-6.21555	-7.50791	-5.71075	-4.20174	-1.23263	15.133	-2.92907	-8.8173	-1.32312	-5.08491	-2.38946
329.417	21.8693	-21.7928	9.84646	-28.6562	19.607	-14.7227	-65	4.49606	11.2994	-6.23267	-8.50175	-5.74694	-5.20447	-1.24025	13.1352	-2.90191	-9.81614	-1.33208	-3.08198	-2.39896
329.42	22.8928	-21.8638	10.8837	-28.7728	19.6292	-14.7835	-63	4.53327	13.307	-6.2448	-8.49559	-5.78311	-5.20719	-1.24787	12.1374	-2.87723	-11.815	-1.34601	-0.07905	-2.40099
329.422	22.9163	-21.9346	10.921	-28.8893	20.6514	-14.8419	-61	4.57545	13.3147	-6.25691	-9.48943	-5.82176	-4.20991	-1.25302	11.1396	-2.85504	-12.8138	-1.36242	1.92388	-2.39804
329.425	20.9398	-22.0104	10.9582	-29.0057	20.6736	-14.9002	-60	4.62012	12.3223	-6.27149	-10.4833	-5.86288	-5.21264	-1.26065	10.1418	-2.83532	-13.8126	-1.38131	2.92681	-2.39259
329.427	19.9633	-22.0887	10.9955	-29.1221	21.6958	-14.9559	-58	4.66976	11.33	-6.28854	-11.4771	-5.90647	-4.21536	-1.26581	9.14394	-2.81809	-15.8115	-1.40518	3.92974	-2.38465
329.43	18.9869	-22.1693	11.0328	-29.2384	21.7181	-15.0116	-57	4.72189	10.3376	-6.30805	-11.471	-5.95004	-3.21808	-1.26849	8.14613	-2.80334	-16.8103	-1.43153	3.93267	-2.37671
329.432	17.0104	-22.2549	12.07	-29.352	20.7403	-15.0698	-56	4.7765	8.34525	-6.33252	-11.4648	-5.9936	-1.2208	-1.26621	6.14832	-2.79355	-17.8091	-1.46036	4.93559	-2.36627
329.435	15.0339	-22.3454	14.1073	-29.4606	17.7625	-15.1353	-57	4.82863	8.35289	-6.35697	-11.4586	-6.03714	-0.22353	-1.26144	6.1505	-2.78376	-17.808	-1.48919	4.93852	-2.35582
329.437	14.0574	-22.4383	18.1445	-29.5592	15.7847	-15.2057	-57	4.88076	9.36054	-6.37892	-11.4525	-6.08066	-0.22625	-1.25668	4.15269	-2.77893	-17.8068	-1.51801	3.94145	-2.34786
329.44	14.0809	-22.5311	21.1818	-29.6502	14.8069	-15.2786	-59	4.92791	9.36818	-6.40084	-10.4463	-6.12169	0.77103	-1.24944	4.15487	-2.77411	-16.8056	-1.54435	4.94438	-2.3374
329.442	15.1044	-22.6214	22.219	-29.7387	13.8291	-15.3539	-60	4.97258	9.37582	-6.42275	-9.44016	-6.16021	0.7683	-1.24221	4.15706	-2.76927	-15.8045	-1.5682	3.94731	-2.32942
329.445	14.1279	-22.7142	23.2563	-29.8245	13.8514	-15.4292	-61	5.01476	10.3835	-6.44215	-9.434	-6.19872	0.76558	-1.23498	4.15924	-2.76443	-14.8033	-1.58956	2.95024	-2.32391
329.447	13.1514	-22.8093	21.2936	-29.9153	14.8736	-15.5019	-62	5.05446	10.3911	-6.46153	-9.42785	-6.23721	2.76286	-1.22279	5.16143	-2.7571	-12.8021	-1.60594	1.95316	-2.32089
329.45	12.1749	-22.9069	20.3308	-30.0084	14.8958	-15.5745	-63	5.09166	10.3988	-6.48089	-9.42169	-6.27569	2.76014	-1.21061	5.16362	-2.74976	-10.801	-1.61735	1.95609	-2.31786
329.452	11.1984	-23.007	17.3681	-30.1089	12.918	-15.6521	-66	5.12142	11.4064	-6.49775	-10.4155	-6.31664	1.75741	-1.20092	5.1658	-2.74242	-8.79981	-1.62378	1.95902	-2.31482
329.455	9.22196	-23.1119	15.4053	-30.2143	10.9402	-15.7346	-67	5.14868	12.4141	-6.5121	-12.4094	-6.36254	0.75469	-1.19372	4.16799	-2.73756	-7.79865	-1.62772	1.96195	-2.31178
329.457	7.24547	-23.2217	14.4426	-30.3221	8.96244	-15.822	-69	5.17097	12.4217	-6.52643	-13.4032	-6.41092	-0.24803	-1.18901	4.17017	-2.73269	-7.79748	-1.63166	1.96488	-2.30872
329.46	5.26898	-23.3365	14.4799	-30.4297	6.98465	-15.9143	-70	5.19077	12.4293	-6.54074	-14.3971	-6.46177	-2.25076	-1.18929	4.17236	-2.72782	-7.79631	-1.6356	0.96781	-2.30815
329.462	5.29249	-23.4512	13.5171	-30.5398	5.00687	-16.0116	-71	5.20809	12.437	-6.55504	-14.3909	-6.5126	-2.25348	-1.18957	1.17454	-2.7304	-7.79515	-1.63953	-0.02926	-2.31006
329.465	6.316	-23.5634	13.5544	-30.6498	5.02909	-16.1088	-72	5.22292	12.4446	-6.56932	-13.3847	-6.56093	-3.2562	-1.19234	-0.82327	-2.73795	-8.79398	-1.64595	-1.02634	-2.31444
329.467	6.33951	-23.6755	14.5916	-30.7572	4.0513	-16.2084	-74	5.23278	12.4523	-6.58357	-11.3786	-6.60427	-4.25892	-1.19761	-1.82109	-2.74798	-9.79282	-1.65485	-1.02341	-2.31882
329.469	7.36302	-23.785	15.6289	-30.862	3.07352	-16.3104	-76	5.23767	9.45991	-6.60527	-9.37242	-6.64263	-4.26165	-1.20288	-2.8189	-2.76049	-10.7917	-1.66623	-1.02048	-2.32319
