mag	a	aa	b	ba	c	ca	d	da	e	ea	f	fa	g	ga	h	ha	i	ia	k	ka
334.072	1425.88	1016.1	3934.59	2299.68	1971.2	1323.78	1565	1335.75	902.609	983.15	21.0269	599.29	-139.302	84.916	-154.773	87.6082	-50.6333	1.75667	-17.5999	-11.826
334.074	1435.9	1019.54	3954.63	2309.37	1980.22	1328.6	1570	1339.84	903.617	985.352	21.0331	599.328	-142.304	84.5675	-151.771	87.2253	-48.6321	1.6512	-16.5969	-11.8691
334.077	1445.93	1023.01	3974.67	2319.11	1990.24	1333.44	1573	1343.95	905.625	987.558	21.0392	599.365	-145.307	84.2116	-147.769	86.8524	-46.6309	1.55071	-15.594	-11.9097
334.079	1455.95	1026.5	3994.71	2328.9	2000.26	1338.3	1576	1348.06	908.632	989.772	21.0454	599.402	-147.31	83.8506	-145.767	86.4845	-43.6298	1.45768	-14.5911	-11.9478
334.082	1464.97	1030.02	4015.74	2338.74	2011.28	1343.19	1580	1352.18	910.64	991.991	20.0515	599.437	-150.313	83.4822	-145.765	86.1166	-41.6286	1.36962	-13.5882	-11.9834
334.084	1474	1033.55	4036.78	2348.63	2022.31	1348.11	1585	1356.32	913.647	994.218	19.0577	599.469	-153.315	83.1064	-145.762	85.7486	-40.6275	1.28405	-12.5852	-12.0165
334.087	1483.02	1037.11	4058.82	2358.58	2033.33	1353.06	1592	1360.47	916.655	996.452	17.0639	599.497	-154.318	82.728	-144.76	85.3832	-39.6263	1.20098	-10.5823	-12.0447
334.089	1492.05	1040.7	4079.86	2368.58	2044.35	1358.03	1599	1364.64	917.663	998.688	15.07	599.519	-157.321	82.3422	-142.758	85.0228	-39.6251	1.1179	-10.5794	-12.0728
334.092	1503.07	1044.31	4099.89	2378.63	2055.37	1363.03	1605	1368.83	917.67	1000.92	14.0762	599.539	-160.323	81.9489	-141.756	84.6648	-38.624	1.03732	-9.57643	-12.0985
334.094	1514.09	1047.94	4119.93	2388.73	2066.4	1368.06	1612	1373.03	915.678	1003.16	14.0824	599.559	-163.326	81.5481	-140.754	84.3093	-37.6228	0.95922	-8.57351	-12.1216
334.097	1525.12	1051.61	4140.97	2398.88	2077.42	1373.11	1617	1377.24	914.686	1005.38	14.0885	599.579	-165.329	81.1424	-138.752	83.9589	-35.6216	0.8861	-7.57058	-12.1423
334.099	1536.14	1055.3	4161	2409.09	2088.44	1378.2	1624	1381.47	912.693	1007.61	15.0947	599.602	-166.332	80.7341	-136.749	83.6134	-34.6204	0.81547	-6.56765	-12.1604
334.102	1547.16	1059.02	4181.04	2419.34	2099.46	1383.31	1632	1385.72	910.701	1009.83	15.1008	599.624	-167.334	80.3234	-133.747	83.2753	-32.6193	0.74982	-6.56472	-12.1786
334.104	1559.19	1062.77	4202.08	2429.64	2110.48	1388.44	1639	1389.99	908.709	1012.04	16.107	599.649	-167.337	79.9126	-130.745	82.9447	-31.6181	0.68665	-5.56179	-12.1942
334.107	1569.21	1066.54	4223.12	2440	2122.51	1393.61	1646	1394.28	907.716	1014.25	17.1131	599.677	-166.34	79.5044	-128.743	82.6191	-32.617	0.621	-5.55886	-12.2099
334.109	1580.23	1070.34	4245.15	2450.41	2133.53	1398.81	1652	1398.58	907.724	1016.47	17.1193	599.704	-164.342	79.1011	-125.741	82.301	-34.6158	0.55038	-5.55593	-12.2255
334.112	1590.26	1074.17	4268.19	2460.88	2143.55	1404.03	1658	1402.9	907.732	1018.68	16.1255	599.729	-163.345	78.7003	-122.738	81.9903	-36.6146	0.47479	-4.55301	-12.2387
334.114	1601.28	1078.02	4291.23	2471.4	2155.57	1409.28	1665	1407.23	908.739	1020.89	16.1316	599.754	-162.348	78.302	-118.736	81.6896	-38.6135	0.39423	-4.55008	-12.2518
334.116	1612.3	1081.9	4315.27	2481.99	2167.6	1414.56	1672	1411.58	911.747	1023.11	16.1378	599.779	-160.351	77.9086	-114.734	81.3988	-40.6123	0.3087	-5.54715	-12.2675
334.119	1622.33	1085.81	4339.3	2492.63	2177.62	1419.86	1679	1415.95	914.754	1025.34	17.1439	599.807	-158.353	77.5202	-111.732	81.1155	-41.6111	0.22069	-6.54422	-12.2856
334.121	1632.35	1089.74	4362.34	2503.34	2189.64	1425.2	1686	1420.34	915.762	1027.57	19.1501	599.839	-157.356	77.1343	-108.73	80.8397	-42.61	0.1302	-8.54129	-12.3086
334.124	1642.37	1093.69	4384.38	2514.09	2201.66	1430.56	1692	1424.74	916.77	1029.81	21.1563	599.877	-155.359	76.7533	-107.727	80.5663	-43.6088	0.03722	-10.5384	-12.3367
334.126	1652.4	1097.67	4406.41	2524.91	2213.68	1435.95	1698	1429.15	918.777	1032.05	22.1624	599.917	-154.362	76.3748	-106.725	80.2955	-44.6076	-0.05824	-11.5354	-12.3672
334.129	1662.42	1101.68	4429.45	2535.78	2225.71	1441.38	1704	1433.58	921.785	1034.29	21.1686	599.955	-152.364	76.0013	-104.723	80.0296	-44.6065	-0.1537	-11.5325	-12.3977
334.131	1673.44	1105.71	4453.49	2546.71	2236.73	1446.83	1710	1438.03	924.793	1036.55	20.1747	599.99	-151.367	75.6303	-103.721	79.7662	-44.6053	-0.24916	-10.5296	-12.4257
334.134	1683.47	1109.77	4477.53	2557.69	2247.75	1452.31	1716	1442.49	925.8	1038.8	19.1809	600.022	-149.37	75.2642	-103.719	79.5028	-43.6041	-0.34213	-9.52665	-12.4512
334.136	1694.49	1113.85	4501.56	2568.74	2259.77	1457.82	1722	1446.96	928.808	1041.07	19.187	600.055	-148.372	74.9007	-103.717	79.2395	-41.603	-0.43012	-8.52372	-12.4743
334.139	1707.52	1117.97	4525.6	2579.85	2272.8	1463.36	1729	1451.46	929.816	1043.34	20.1932	600.09	-145.375	74.5445	-102.714	78.9786	-41.6018	-0.51811	-8.52079	-12.4973
334.141	1719.54	1122.12	4548.64	2591.02	2284.82	1468.93	1737	1455.97	929.823	1045.6	21.1994	600.128	-142.378	74.1958	-99.7122	78.7251	-41.6006	-0.60609	-7.51786	-12.5178
334.144	1731.56	1126.3	4571.68	2602.24	2295.84	1474.53	1746	1460.5	928.831	1047.87	24.2055	600.173	-138.381	73.8571	-96.71	78.4792	-39.5995	-0.6891	-5.51494	-12.5333
334.146	1744.59	1130.51	4596.71	2613.53	2307.86	1480.16	1755	1465.06	926.839	1050.13	26.2117	600.223	-135.383	73.5258	-94.7078	78.2382	-38.5983	-0.76963	-4.51201	-12.5464
334.149	1754.61	1134.74	4621.75	2624.87	2318.88	1485.81	1764	1469.64	924.846	1052.38	27.2178	600.276	-132.386	73.202	-93.7056	77.9997	-37.5971	-0.84766	-3.50908	-12.557
334.151	1765.63	1139	4649.79	2636.29	2328.91	1491.49	1772	1474.24	923.854	1054.63	27.224	600.328	-130.389	72.8831	-92.7034	77.7637	-35.596	-0.92071	-2.50615	-12.565
334.154	1776.66	1143.29	4677.82	2647.78	2337.93	1497.2	1779	1478.86	921.861	1056.88	26.2301	600.378	-129.391	72.5667	-91.7013	77.5302	-34.5948	-0.99128	-1.50322	-12.5706
334.156	1787.68	1147.61	4705.86	2659.33	2346.95	1502.92	1784	1483.49	920.869	1059.12	25.2363	600.426	-127.394	72.2553	-89.6991	77.3017	-32.5936	-1.05687	-1.50029	-12.5762
334.159	1798.7	1151.95	4733.9	2670.96	2357.97	1508.68	1789	1488.13	920.877	1061.37	25.2425	600.474	-126.397	71.9464	-87.6969	77.0782	-30.5925	-1.11749	-1.49736	-12.5817
334.161	1808.73	1156.32	4761.94	2682.66	2367	1514.45	1796	1492.79	921.884	1063.61	26.2486	600.524	-125.4	71.6399	-87.6947	76.8546	-30.5913	-1.1781	-0.49444	-12.5848
334.164	1818.75	1160.72	4791.97	2694.43	2377.02	1520.25	1804	1497.47	922.892	1065.86	27.2548	600.577	-124.402	71.3359	-88.6925	76.6286	-30.5901	-1.23871	1.50849	-12.5829
334.166	1828.77	1165.14	4821.01	2706.27	2389.04	1526.08	1811	1502.17	924.9	1068.12	30.2609	600.637	-122.405	71.0369	-89.6903	76.4001	-31.589	-1.3018	3.51142	-12.576
334.169	1837.8	1169.58	4848.05	2718.18	2400.06	1531.94	1817	1506.88	926.907	1070.38	32.2671	600.702	-120.408	70.7428	-89.6881	76.1716	-31.5878	-1.36489	3.51435	-12.5691
334.171	1848.82	1174.05	4874.09	2730.16	2412.08	1537.83	1824	1511.61	928.915	1072.64	33.2732	600.77	-118.411	70.4537	-90.6859	75.9406	-31.5866	-1.42798	3.51728	-12.5621
334.174	1859.84	1178.54	4900.12	2742.2	2426.11	1543.75	1831	1516.35	931.923	1074.91	33.2794	600.838	-118.413	70.1647	-91.6838	75.7071	-31.5855	-1.49107	2.52021	-12.5577
334.176	1871.87	1183.07	4927.16	2754.3	2440.13	1549.71	1837	1521.11	932.93	1077.19	35.2856	600.91	-118.416	69.8756	-91.6816	75.4737	-29.5843	-1.54917	1.52313	-12.5557
334.179	1883.89	1187.63	4954.2	2766.48	2453.15	1555.7	1844	1525.89	932.938	1079.46	37.2917	600.988	-117.419	69.5889	-90.6794	75.2427	-28.5831	-1.60479	1.52606	-12.5538
334.181	1895.92	1192.21	4981.23	2778.72	2464.17	1561.71	1851	1530.69	931.946	1081.73	40.2979	601.073	-115.421	69.3073	-88.6772	75.0168	-26.582	-1.65544	1.52899	-12.5518
334.184	1907.94	1196.83	5005.27	2791.02	2473.2	1567.75	1858	1535.5	930.953	1084	43.304	601.166	-114.424	69.0281	-86.675	74.7957	-25.5808	-1.70359	1.53192	-12.5498
334.186	1919.96	1201.47	5028.31	2803.38	2484.22	1573.82	1865	1540.33	929.961	1086.27	47.3102	601.268	-113.427	68.7514	-84.6728	74.5797	-25.5796	-1.75175	1.53485	-12.5479
334.189	1931.99	1206.15	5052.35	2815.8	2496.24	1579.92	1872	1545.18	929.969	1088.54	51.3164	601.381	-112.43	68.4772	-82.6706	74.3687	-24.5785	-1.79741	3.53778	-12.5409
334.191	1944.01	1210.86	5076.38	2828.27	2510.26	1586.05	1878	1550.04	929.976	1090.81	54.3225	601.501	-109.432	68.2104	-81.6685	74.1601	-23.5773	-1.84058	4.54071	-12.5314
334.194	1957.03	1215.59	5101.42	2840.81	2521.28	1592.21	1885	1554.92	929.984	1093.07	57.3287	601.628	-107.435	67.9486	-80.6663	73.9541	-24.5761	-1.88624	4.54363	-12.522
334.196	1970.06	1220.36	5128.46	2853.42	2531.31	1598.39	1891	1559.82	930.991	1095.34	59.3348	601.761	-105.438	67.6918	-79.6641	73.7505	-26.575	-1.93687	4.54656	-12.5125
334.199	1983.08	1225.17	5155.5	2866.1	2542.33	1604.6	1896	1564.73	930.999	1097.61	60.341	601.896	-102.44	67.4424	-78.6619	73.5494	-28.5738	-1.99246	4.54949	-12.503
334.201	1994.1	1230	5184.53	2878.84	2551.35	1610.84	1901	1569.65	931.007	1099.88	61.3472	602.033	-98.4432	67.203	-77.6597	73.3508	-30.5726	-2.05303	4.55242	-12.4935
334.204	2005.13	1234.85	5214.57	2891.67	2562.37	1617.1	1907	1574.58	930.014	1102.15	63.3533	602.176	-95.4459	66.971	-75.6575	73.1572	-30.5715	-2.11359	3.55535	-12.4865
334.206	2015.15	1239.74	5242.61	2904.56	2573.4	1623.39	1913	1579.53	930.022	1104.42	64.3595	602.321	-92.4487	66.7464	-74.6553	72.9661	-30.5703	-2.17415	4.55828	-12.477
334.208	2026.17	1244.65	5270.64	2917.52	2584.42	1629.7	1918	1584.5	929.03	1106.68	67.3656	602.473	-89.4514	66.5293	-73.6532	72.7775	-30.5692	-2.23471	4.5612	-12.4675
334.211	2038.2	1249.59	5297.68	2930.55	2597.44	1636.05	1922	1589.47	929.037	1108.94	69.3718	602.63	-87.4541	66.3172	-73.651	72.5888	-29.568	-2.29278	4.56413	-12.458
334.213	2050.22	1254.56	5326.72	2943.65	2609.46	1642.43	1926	1594.45	930.045	1111.21	71.3779	602.793	-85.4568	66.1101	-72.6488	72.4027	-28.5668	-2.34836	2.56706	-12.4535
334.216	2061.24	1259.55	5355.76	2956.82	2623.48	1648.84	1931	1599.45	930.053	1113.48	74.3841	602.963	-83.4595	65.9079	-70.6466	72.2215	-28.5657	-2.40393	0.56999	-12.4539
334.218	2073.27	1264.58	5383.79	2970.06	2636.51	1655.29	1937	1604.46	929.06	1115.74	76.3903	603.138	-82.4623	65.7082	-67.6444	72.0478	-27.5645	-2.45702	-1.42708	-12.4593
334.221	2085.29	1269.64	5413.83	2983.38	2648.53	1661.76	1944	1609.48	927.068	1118	77.3964	603.315	-81.465	65.511	-65.6422	71.8791	-25.5633	-2.50513	-4.42415	-12.4721
334.223	2097.31	1274.72	5444.87	2996.77	2659.55	1668.27	1951	1614.53	927.076	1120.26	78.4026	603.495	-82.4677	65.3112	-63.6401	71.7154	-22.5621	-2.54578	-7.42122	-12.4924
334.226	2108.34	1279.84	5474.91	3010.24	2671.57	1674.8	1956	1619.59	927.083	1122.52	79.4087	603.677	-84.4704	65.1065	-60.6379	71.5591	-20.561	-2.58146	-8.4183	-12.5151
334.228	2119.36	1284.98	5504.94	3023.78	2684.6	1681.37	1961	1624.66	929.091	1124.79	80.4149	603.862	-86.4732	64.8969	-57.6357	71.4103	-18.5598	-2.61215	-10.4154	-12.5429
334.231	2131.39	1290.15	5535.98	3037.41	2696.62	1687.96	1966	1629.74	931.098	1127.06	81.4211	604.05	-90.4759	64.6772	-55.6335	71.2665	-17.5587	-2.64036	-11.4124	-12.5731
334.233	2144.41	1295.36	5567.02	3051.1	2710.64	1694.59	1971	1634.83	932.106	1129.33	84.4272	604.244	-92.4786	64.4526	-54.6313	71.1252	-17.5575	-2.66857	-12.4095	-12.6058
334.236	2156.43	1300.59	5599.05	3064.88	2723.66	1701.25	1976	1639.94	934.114	1131.61	87.4334	604.447	-93.4813	64.2255	-52.6291	70.9888	-18.5563	-2.69926	-12.4066	-12.6384
334.238	2168.46	1305.85	5632.09	3078.74	2737.68	1707.95	1981	1645.06	934.121	1133.88	89.4395	604.654	-93.484	63.9984	-51.6269	70.855	-19.5552	-2.73243	-12.4037	-12.6711
334.241	2181.48	1311.15	5665.13	3092.68	2752.71	1714.68	1987	1650.19	935.129	1136.16	92.4457	604.869	-92.4868	63.7738	-50.6247	70.7236	-21.554	-2.77057	-12.4007	-12.7038
334.243	2195.5	1316.48	5697.17	3106.7	2765.73	1721.45	1991	1655.34	935.137	1138.44	94.4519	605.089	-91.4895	63.5516	-51.6226	70.5897	-23.5528	-2.81369	-12.3978	-12.7364
334.246	2209.53	1321.85	5730.2	3120.81	2779.75	1728.25	1995	1660.49	935.144	1140.72	96.458	605.313	-91.4922	63.3294	-53.6204	70.4509	-24.5516	-2.85928	-12.3949	-12.7691
334.248	2223.55	1327.25	5762.24	3134.99	2792.77	1735.09	1999	1665.66	936.152	1143.01	97.4642	605.541	-91.4949	63.1073	-54.6182	70.3096	-24.5505	-2.90488	-10.3919	-12.7967
334.251	2237.57	1332.68	5794.28	3149.25	2806.8	1741.96	2003	1670.83	936.16	1145.29	97.4703	605.768	-91.4977	62.8851	-55.616	70.1658	-23.5493	-2.94798	-7.38901	-12.817
334.253	2251.6	1338.15	5825.31	3163.59	2820.82	1748.86	2008	1676.02	937.167	1147.57	96.4765	605.993	-93.5004	62.658	-55.6138	70.0221	-21.5482	-2.98611	-4.38608	-12.8297
334.256	2264.62	1343.66	5856.35	3178.01	2836.84	1755.8	2014	1681.22	939.175	1149.86	95.4827	606.215	-94.5031	62.4283	-55.6116	69.8783	-19.547	-3.01926	-1.38315	-12.835
334.258	2278.64	1349.19	5887.39	3192.51	2850.86	1762.78	2020	1686.43	940.183	1152.16	94.4888	606.435	-95.5058	62.1962	-54.6095	69.737	-18.5458	-3.04993	0.61977	-12.8353
334.261	2293.67	1354.77	5919.43	3207.08	2864.88	1769.8	2025	1691.66	941.19	1154.45	93.495	606.652	-95.5085	61.964	-53.6073	69.5982	-18.5447	-3.08059	-0.3773	-12.838
334.263	2309.69	1360.38	5949.46	3221.73	2878.91	1776.84	2030	1696.9	942.198	1156.75	93.5011	606.87	-94.5113	61.7344	-51.6051	69.4644	-18.5435	-3.11125	-1.37437	-12.8433
334.266	2325.71	1366.04	5979.5	3236.45	2892.93	1783.93	2036	1702.16	942.206	1159.05	93.5073	607.087	-94.514	61.5047	-49.6029	69.3356	-17.5423	-3.13941	-2.37144	-12.851
334.268	2340.74	1371.73	6009.54	3251.25	2905.95	1791.04	2042	1707.43	942.213	1161.34	93.5134	607.305	-96.5167	61.27	-47.6007	69.2117	-18.5412	-3.17007	-2.36851	-12.8587
334.271	2354.76	1377.46	6039.58	3266.12	2917.97	1798.19	2048	1712.72	942.221	1163.64	94.5196	607.525	-97.5194	61.0329	-45.5985	69.0928	-18.54	-3.20072	-3.36558	-12.8689
334.273	2367.79	1383.22	6070.61	3281.07	2931	1805.37	2053	1718.01	941.228	1165.94	95.5258	607.747	-97.5222	60.7957	-43.5963	68.9789	-19.5388	-3.23385	-2.36265	-12.8766
334.276	2380.81	1389.01	6100.65	3296.1	2944.02	1812.58	2059	1723.33	940.236	1168.23	97.5319	607.975	-96.5249	60.5611	-41.5941	68.87	-20.5377	-3.26947	-2.35973	-12.8843
334.278	2393.83	1394.83	6132.69	3311.2	2958.04	1819.82	2065	1728.66	940.244	1170.52	99.5381	608.207	-93.5276	60.3338	-39.592	68.7661	-21.5365	-3.30756	-1.3568	-12.8895
334.281	2407.86	1400.69	6163.72	3326.38	2972.06	1827.1	2072	1734	942.251	1172.82	102.544	608.447	-90.5303	60.1141	-37.5898	68.6671	-21.5353	-3.34566	-1.35387	-12.8947
334.283	2421.88	1406.58	6194.76	3341.64	2986.08	1834.42	2079	1739.36	943.259	1175.12	105.55	608.694	-88.5331	59.8993	-35.5876	68.5731	-20.5342	-3.38127	-0.35094	-12.8974
334.286	2434.9	1412.51	6226.8	3356.98	3000.11	1841.76	2087	1744.75	944.267	1177.42	109.557	608.952	-86.5358	59.6894	-32.5854	68.4866	-20.533	-3.41687	0.65199	-12.8977
334.288	2448.93	1418.47	6259.84	3372.4	3015.13	1849.15	2093	1750.14	945.274	1179.73	111.563	609.214	-84.5385	59.4846	-30.5832	68.4051	-19.5318	-3.44999	0.65492	-12.8979
334.291	2463.95	1424.47	6292.87	3387.9	3029.15	1856.57	2100	1755.56	945.282	1182.03	111.569	609.476	-83.5412	59.2822	-28.581	68.3285	-18.5307	-3.48061	1.65784	-12.8956
334.293	2477.97	1430.5	6325.91	3403.49	3044.17	1864.03	2107	1760.99	945.29	1184.34	111.575	609.739	-82.5439	59.0823	-25.5788	68.2594	-18.5295	-3.51124	2.66077	-12.8908
334.296	2493	1436.57	6359.95	3419.16	3060.2	1871.53	2114	1766.44	944.297	1186.64	112.581	610.004	-80.5467	58.8873	-21.5767	68.2003	-18.5283	-3.54186	4.6637	-12.881
334.298	2507.02	1442.68	6391.99	3434.91	3074.22	1879.07	2121	1771.91	946.305	1188.95	114.587	610.274	-79.5494	58.6949	-17.5745	68.1511	-17.5272	-3.56999	4.66663	-12.8713
334.3	2521.04	1448.82	6426.02	3450.74	3088.24	1886.63	2128	1777.39	947.313	1191.26	117.594	610.551	-78.5521	58.5049	-14.5723	68.1093	-15.526	-3.59314	4.66956	-12.8615
334.303	2534.07	1454.99	6462.06	3466.66	3101.26	1894.24	2136	1782.9	949.32	1193.57	119.6	610.833	-79.5548	58.3124	-13.5701	68.0701	-14.5248	-3.61381	4.67249	-12.8517
334.305	2548.09	1461.2	6499.1	3482.68	3112.28	1901.86	2142	1788.42	950.328	1195.89	120.606	611.118	-80.5576	58.1174	-13.5679	68.0309	-13.5237	-3.63198	3.67542	-12.8444
334.308	2562.11	1467.44	6536.13	3498.79	3122.31	1909.52	2148	1793.95	950.335	1198.21	122.612	611.408	-80.5603	57.9224	-12.5657	67.9941	-11.5225	-3.64519	2.67834	-12.8396
334.31	2576.14	1473.72	6573.17	3514.98	3134.33	1917.2	2155	1799.51	951.343	1200.53	124.618	611.703	-82.563	57.7225	-11.5635	67.9599	-9.52134	-3.65341	1.68127	-12.8372
334.313	2591.16	1480.03	6609.21	3531.27	3147.35	1924.92	2162	1805.07	952.351	1202.85	125.624	612	-81.5657	57.525	-9.56137	67.9306	-7.52017	-3.65666	1.6842	-12.8349
334.315	2607.18	1486.39	6646.25	3547.66	3161.37	1932.67	2170	1810.66	953.358	1205.18	127.63	612.302	-81.5684	57.3275	-6.55918	67.9088	-5.519	-3.65494	1.68713	-12.8325
334.318	2623.21	1492.78	6683.28	3564.13	3175.4	1940.45	2178	1816.27	951.366	1207.5	129.637	612.609	-80.5712	57.1325	-4.557	67.892	-5.51784	-3.65321	2.69006	-12.8277
334.32	2640.23	1499.22	6722.32	3580.7	3190.42	1948.28	2184	1821.9	950.374	1209.81	132.643	612.924	-78.5739	56.9425	-4.55481	67.8751	-6.51667	-3.65396	4.69299	-12.8178
334.323	2656.26	1505.7	6759.36	3597.36	3204.44	1956.13	2192	1827.54	947.381	1212.12	134.649	613.244	-76.5766	56.7574	-3.55263	67.8608	-6.51551	-3.65471	4.69591	-12.808
334.325	2673.28	1512.21	6798.4	3614.12	3218.46	1964.03	2200	1833.2	945.389	1214.43	136.655	613.569	-74.5793	56.5773	-1.55044	67.8514	-7.51434	-3.65795	3.69884	-12.8006
334.328	2689.3	1518.77	6836.43	3630.98	3230.48	1971.95	2208	1838.89	944.397	1216.73	137.661	613.896	-73.5821	56.3997	-0.54825	67.8446	-8.51318	-3.66367	2.70177	-12.7957
334.33	2705.33	1525.37	6874.47	3647.92	3244.51	1979.91	2216	1844.59	942.404	1219.03	138.667	614.226	-72.5848	56.2245	-0.54607	67.8377	-9.51201	-3.67187	2.7047	-12.7908
334.333	2721.35	1532.01	6911.51	3664.96	3258.53	1987.9	2224	1850.32	940.412	1221.32	138.674	614.555	-71.5875	56.0518	-0.54388	67.8309	-10.5108	-3.68255	1.70763	-12.7884
334.335	2736.37	1538.69	6948.54	3682.1	3274.55	1995.93	2231	1856.06	940.42	1223.62	140.68	614.89	-71.5902	55.8792	-0.5417	67.824	-11.5097	-3.69572	1.71056	-12.786
334.338	2752.4	1545.4	6985.58	3699.32	3288.57	2004	2238	1861.81	940.427	1225.91	141.686	615.227	-71.593	55.7065	-0.53951	67.8172	-11.5085	-3.70889	2.71349	-12.7811
334.34	2768.42	1552.16	7022.62	3716.64	3302.59	2012.1	2244	1867.59	941.435	1228.2	142.692	615.567	-72.5957	55.5313	-0.53733	67.8103	-10.5073	-3.71957	3.71641	-12.7737
334.343	2784.44	1558.95	7059.66	3734.05	3318.62	2020.24	2250	1873.38	942.442	1230.5	143.698	615.909	-73.5984	55.3536	0.46486	67.806	-11.5062	-3.73273	4.71934	-12.7638
334.345	2799.47	1565.78	7096.69	3751.55	3333.64	2028.42	2255	1879.18	943.45	1232.8	144.704	616.254	-74.6011	55.1735	1.46705	67.8041	-10.505	-3.7434	4.72227	-12.7539
334.348	2815.49	1572.66	7132.73	3769.14	3349.66	2036.64	2260	1884.99	943.458	1235.1	146.711	616.604	-75.6038	54.9908	2.46923	67.8048	-9.50385	-3.75158	4.7252	-12.744
334.35	2831.51	1579.57	7169.77	3786.82	3364.68	2044.89	2264	1890.81	943.465	1237.4	148.717	616.958	-75.6066	54.8081	3.47142	67.8079	-8.50268	-3.75728	6.72813	-12.7291
334.353	2848.54	1586.52	7208.81	3804.6	3380.71	2053.19	2268	1896.65	943.473	1239.7	149.723	617.316	-76.6093	54.623	5.4736	67.816	-9.50151	-3.76545	8.73106	-12.7092
334.355	2866.56	1593.52	7248.84	3822.48	3395.73	2061.52	2271	1902.49	943.481	1242.01	148.729	617.67	-76.612	54.4378	7.47579	67.8291	-10.5003	-3.77611	9.73398	-12.6868
334.358	2883.58	1600.57	7288.88	3840.46	3410.75	2069.89	2275	1908.34	941.488	1244.3	149.735	618.028	-76.6147	54.2527	8.47797	67.8447	-11.4992	-3.78925	9.73691	-12.6644
334.36	2902.61	1607.65	7330.92	3858.54	3425.77	2078.3	2281	1914.2	938.496	1246.59	151.741	618.39	-75.6175	54.07	11.4802	67.8677	-13.498	-3.80737	9.73984	-12.642
334.363	2920.63	1614.79	7374.95	3876.74	3440.79	2086.75	2285	1920.08	935.504	1248.87	153.747	618.757	-75.6202	53.8873	15.4823	67.9007	-13.4969	-3.82548	8.74277	-12.6222
334.365	2937.66	1621.96	7417.99	3895.04	3455.82	2095.23	2289	1925.96	933.511	1251.15	156.754	619.132	-74.6229	53.7071	19.4845	67.9437	-13.4957	-3.84359	6.7457	-12.6072
334.368	2953.68	1629.18	7461.03	3913.45	3471.84	2103.75	2294	1931.86	930.519	1253.41	160.76	619.516	-74.6256	53.5268	22.4867	67.9941	-14.4945	-3.86418	3.74863	-12.5997
334.37	2969.7	1636.44	7504.07	3931.96	3488.86	2112.32	2299	1937.77	927.527	1255.67	165.766	619.913	-74.6283	53.3466	25.4889	68.0519	-14.4934	-3.88476	3.75156	-12.5922
334.373	2986.73	1643.73	7547.1	3950.58	3504.88	2120.92	2305	1943.69	925.534	1257.93	170.772	620.323	-75.6311	53.1639	28.4911	68.1173	-15.4922	-3.90783	2.75448	-12.5872
334.375	3004.75	1651.08	7591.14	3969.31	3521.91	2129.57	2311	1949.63	925.542	1260.19	174.778	620.743	-75.6338	52.9812	32.4933	68.1926	-16.491	-3.93339	2.75741	-12.5822
334.378	3021.77	1658.46	7636.18	3988.15	3537.93	2138.25	2317	1955.59	925.549	1262.44	178.784	621.172	-74.6365	52.8009	35.4955	68.2753	-19.4899	-3.9664	1.76034	-12.5797
334.38	3037.8	1665.89	7681.22	4007.11	3552.95	2146.98	2321	1961.55	925.557	1264.7	182.791	621.611	-73.6392	52.6231	37.4976	68.363	-21.4887	-4.00438	1.76327	-12.5771
334.383	3053.82	1673.35	7725.25	4026.17	3567.97	2155.74	2325	1967.53	924.565	1266.95	184.797	622.056	-72.642	52.4478	38.4998	68.4533	-24.4875	-4.04982	1.7662	-12.5745
334.385	3069.84	1680.86	7768.29	4045.34	3582.99	2164.54	2331	1973.52	922.572	1269.2	186.803	622.505	-71.6447	52.275	38.502	68.5435	-25.4864	-4.09774	2.76913	-12.5695
334.387	3086.87	1688.4	7810.33	4064.62	3599.02	2173.38	2336	1979.52	919.58	1271.44	188.809	622.96	-70.6474	52.1047	39.5042	68.6362	-25.4852	-4.14565	2.77206	-12.5644
334.39	3104.89	1696	7851.36	4084	3613.04	2182.25	2343	1985.54	917.588	1273.68	188.815	623.414	-69.6501	51.9368	40.5064	68.7314	-26.484	-4.19606	2.77498	-12.5594
334.392	3123.91	1703.64	7893.4	4103.48	3628.06	2191.16	2350	1991.58	916.595	1275.91	188.821	623.868	-68.6529	51.7715	41.5086	68.8291	-27.4829	-4.24894	3.77791	-12.5518
334.395	3142.94	1711.32	7936.44	4123.07	3643.08	2200.11	2357	1997.63	916.603	1278.15	190.828	624.328	-66.6556	51.6111	42.5108	68.9293	-27.4817	-4.30182	2.78084	-12.5467
334.397	3162.96	1719.06	7979.48	4142.76	3659.11	2209.1	2364	2003.7	916.611	1280.38	192.834	624.792	-65.6583	51.4531	45.5129	69.037	-26.4805	-4.35221	0.78377	-12.5466
334.4	3180.98	1726.84	8022.51	4162.57	3673.13	2218.12	2372	2009.79	916.618	1282.61	196.84	625.267	-65.661	51.2952	46.5151	69.1471	-26.4794	-4.4026	-1.2133	-12.5514
334.402	3199.01	1734.67	8066.55	4182.48	3688.15	2227.18	2379	2015.9	916.626	1284.85	199.846	625.748	-64.6637	51.1397	47.5173	69.2598	-26.4782	-4.45299	-1.21037	-12.5563
334.405	3219.03	1742.54	8108.59	4202.5	3702.17	2236.28	2386	2022.03	916.634	1287.08	202.852	626.238	-63.6665	50.9868	49.5195	69.3774	-27.477	-4.50586	-0.20745	-12.5586
