b	fn2	n2	n2a	fo2	o2	o2a
337.965	9.37088	-24.1587	-18.3395	9.38381	-12.1863	-8.08572
337.967	9.37084	-24.1436	-18.3468	9.38378	-10.1778	-8.06868
337.968	9.37081	-23.1285	-18.3528	9.38374	-8.16921	-8.04915
337.969	9.37077	-22.1134	-18.3576	9.38371	-6.16068	-8.02712
337.97	9.37074	-21.0983	-18.3611	9.38367	-5.15214	-8.00382
337.971	9.3707	-19.0833	-18.3621	9.38364	-3.14361	-7.97803
337.973	9.37067	-15.0682	-18.3581	9.3836	-0.13507	-7.94851
337.974	9.37063	-10.0531	-18.3479	9.38357	1.87346	-7.91648
337.975	9.3706	-3.03799	-18.3289	9.38354	3.882	-7.88196
337.976	9.37057	1.9771	-18.3037	9.3835	3.89053	-7.84743
337.978	9.37053	4.99218	-18.2748	9.38347	3.89907	-7.81289
337.979	9.3705	9.00727	-18.2409	9.38343	2.9076	-7.77958
337.98	9.37046	13.0223	-18.2019	9.3834	-0.08386	-7.75
337.981	9.37043	13.0374	-18.163	9.38336	-3.07533	-7.72413
337.983	9.37039	12.0525	-18.1253	9.38333	-5.06679	-7.70074
337.984	9.37036	10.0676	-18.09	9.38329	-6.05826	-7.67857
337.985	9.37032	8.08269	-18.0573	9.38326	-8.04972	-7.65888
337.986	9.37029	5.09778	-18.0282	9.38322	-10.0412	-7.64167
337.988	9.37026	1.11286	-18.0041	9.38319	-11.0327	-7.62569
337.989	9.37022	-3.87205	-17.9861	9.38316	-14.0241	-7.61343
337.99	9.37019	-7.85697	-17.9732	9.38312	-15.0156	-7.6024
337.991	9.37015	-8.84188	-17.9615	9.38309	-15.0071	-7.59136
337.993	9.37012	-9.82679	-17.9509	9.38305	-12.9985	-7.57783
337.994	9.37008	-12.8117	-17.9441	9.38302	-10.99	-7.5618
337.995	9.37005	-14.7966	-17.9398	9.38298	-12.9815	-7.54825
337.996	9.37001	-14.7815	-17.9355	9.38295	-16.9729	-7.53966
337.998	9.36998	-16.7664	-17.9336	9.38291	-20.9644	-7.53603
337.999	9.36995	-17.7514	-17.9329	9.38288	-22.9558	-7.53487
338	9.36991	-18.7363	-17.9335	9.38285	-23.9473	-7.53494
338.001	9.36988	-15.7212	-17.9303	9.38281	-23.9388	-7.53501
338.003	9.36984	-10.7061	-17.9209	9.38278	-22.9302	-7.53382
338.004	9.36981	-7.69102	-17.9077	9.38274	-21.9217	-7.53138
338.005	9.36977	-3.67594	-17.8895	9.38271	-20.9132	-7.52768
338.006	9.36974	1.33915	-17.8651	9.38267	-18.9046	-7.52149
338.008	9.3697	6.35423	-17.8345	9.38264	-16.8961	-7.51281
338.009	9.36967	10.3693	-17.7989	9.3826	-13.8876	-7.50038
338.01	9.36964	13.3844	-17.7595	9.38257	-10.879	-7.48422
338.011	9.3696	14.3995	-17.7189	9.38253	-9.87049	-7.46679
338.012	9.36957	16.4146	-17.6758	9.3825	-8.86196	-7.44811
338.014	9.36953	19.4297	-17.6289	9.38247	-5.85342	-7.42569
338.015	9.3695	20.4447	-17.5807	9.38243	-2.84489	-7.39953
338.016	9.36946	21.4598	-17.5313	9.3824	-0.83635	-7.37088
338.017	9.36943	21.4749	-17.4819	9.38236	2.17218	-7.33848
338.019	9.36939	20.49	-17.4337	9.38233	4.18072	-7.30359
338.02	9.36936	15.5051	-17.3917	9.38229	6.18925	-7.26621
338.021	9.36933	11.5202	-17.3546	9.38226	7.19779	-7.22757
338.022	9.36929	9.53526	-17.32	9.38222	8.20632	-7.18768
338.024	9.36926	10.5503	-17.2842	9.38219	10.2149	-7.14528
338.025	9.36922	11.5654	-17.2471	9.38215	11.2234	-7.10163
338.026	9.36919	12.5805	-17.2087	9.38212	11.2319	-7.05797
338.027	9.36915	12.5956	-17.1703	9.38209	8.24046	-7.01803
338.029	9.36912	12.6107	-17.1319	9.38205	5.24899	-6.98181
338.03	9.36908	13.6258	-17.0923	9.38202	5.25753	-6.94558
338.031	9.36905	14.6409	-17.0513	9.38198	5.26606	-6.90934
338.032	9.36902	15.6559	-17.0091	9.38195	7.2746	-6.8706
338.034	9.36898	17.671	-16.9644	9.38191	8.28313	-6.83061
338.035	9.36895	18.6861	-16.9185	9.38188	4.29167	-6.79559
338.036	9.36891	16.7012	-16.875	9.38184	0.3002	-6.76552
338.037	9.36888	13.7163	-16.8352	9.38181	-2.69126	-6.73917
338.039	9.36884	9.73137	-16.8004	9.38178	-5.68273	-6.71654
338.04	9.36881	7.74645	-16.768	9.38174	-8.67419	-6.69762
338.041	9.36877	6.76154	-16.7369	9.38171	-9.66566	-6.67994
338.042	9.36874	5.77662	-16.707	9.38167	-7.65712	-6.65977
338.044	9.36871	4.79171	-16.6783	9.38164	-4.64859	-6.63585
338.045	9.36867	7.8068	-16.6458	9.3816	-1.64005	-6.6082
338.046	9.36864	11.8219	-16.6084	9.38157	-1.63152	-6.58054
338.047	9.3686	14.837	-16.5673	9.38153	-2.62298	-6.55411
338.049	9.36857	16.852	-16.5236	9.3815	-4.61445	-6.53015
338.05	9.36853	19.8671	-16.4761	9.38146	-5.60591	-6.50743
338.051	9.3685	20.8822	-16.4275	9.38143	-6.59738	-6.48594
338.052	9.36846	19.8973	-16.38	9.3814	-3.58884	-6.4607
338.054	9.36843	18.9124	-16.3337	9.38136	-1.58031	-6.43297
338.055	9.36839	19.9275	-16.2862	9.38133	-2.57178	-6.40647
338.056	9.36836	19.9426	-16.2387	9.38129	-4.56324	-6.38245
338.057	9.36833	21.9577	-16.1887	9.38126	-4.55471	-6.35842
338.058	9.36829	21.9727	-16.1386	9.38122	-4.54617	-6.33437
338.06	9.36826	23.9878	-16.0861	9.38119	-2.53764	-6.30784
338.061	9.36822	25.0029	-16.0323	9.38115	-0.5291	-6.2788
338.062	9.36819	24.018	-15.9797	9.38112	2.47943	-6.24603
338.063	9.36815	25.0331	-15.9258	9.38109	1.48797	-6.21449
338.065	9.36812	25.0482	-15.872	9.38105	-2.5035	-6.18791
338.066	9.36808	22.0633	-15.8218	9.38102	-4.49496	-6.1638
338.067	9.36805	17.0783	-15.7779	9.38098	-5.48643	-6.14092
338.068	9.36802	15.0934	-15.7364	9.38095	-9.47789	-6.12301
338.07	9.36798	15.1085	-15.6949	9.38091	-14.4694	-6.1113
338.071	9.36795	13.1236	-15.6558	9.38088	-20.4608	-6.10704
338.072	9.36791	11.1387	-15.6192	9.38084	-27.4523	-6.11148
338.073	9.36788	9.15376	-15.5851	9.38081	-31.4438	-6.12088
338.075	9.36784	6.16885	-15.5547	9.38077	-34.4352	-6.13399
338.076	9.36781	2.18393	-15.5293	9.38074	-35.4267	-6.14835
338.077	9.36777	-1.80098	-15.5088	9.38071	-38.4181	-6.16642
338.078	9.36774	-4.7859	-15.492	9.38067	-41.4096	-6.1882
338.08	9.36771	-6.77081	-15.4777	9.38064	-44.4011	-6.2137
338.081	9.36767	-6.75573	-15.4634	9.3806	-46.3925	-6.24168
338.082	9.36764	-4.74064	-15.4465	9.38057	-47.384	-6.27089
338.083	9.3676	-1.72555	-15.4259	9.38053	-46.3755	-6.29885
338.085	9.36757	-0.71047	-15.4041	9.3805	-44.3669	-6.32431
338.086	9.36753	1.30462	-15.3798	9.38046	-43.3584	-6.34852
338.087	9.3675	1.3197	-15.3554	9.38043	-40.3499	-6.36899
338.088	9.36746	2.33479	-15.3297	9.3804	-38.3413	-6.38696
338.09	9.36743	2.34987	-15.3041	9.38036	-34.3328	-6.39996
338.091	9.3674	0.36496	-15.2809	9.38033	-31.3243	-6.40921
338.092	9.36736	-1.61996	-15.2602	9.38029	-28.3157	-6.41471
338.093	9.36733	-2.60487	-15.2407	9.38026	-25.3072	-6.41648
338.095	9.36729	-1.58979	-15.2199	9.38022	-24.2987	-6.41699
338.096	9.36726	0.4253	-15.1967	9.38019	-22.2901	-6.415
338.097	9.36722	5.44039	-15.1672	9.38015	-18.2816	-6.40804
338.098	9.36719	11.4555	-15.1302	9.38012	-12.2731	-6.3936
338.1	9.36715	15.4706	-15.0883	9.38008	-8.26452	-6.37418
338.101	9.36712	18.4856	-15.0426	9.38005	-5.25599	-6.35102
338.102	9.36709	20.5007	-14.9943	9.38002	-2.24745	-6.32413
338.103	9.36705	21.5158	-14.9449	9.37998	-4.23892	-6.29971
338.104	9.36702	19.5309	-14.8979	9.37995	-7.23038	-6.279
338.106	9.36698	15.546	-14.8558	9.37991	-7.22185	-6.25828
338.107	9.36695	13.5611	-14.8162	9.37988	-5.21331	-6.23506
338.108	9.36691	11.5762	-14.7791	9.37984	-3.20478	-6.20935
338.109	9.36688	8.59124	-14.7457	9.37981	-2.19624	-6.18239
338.111	9.36684	7.60633	-14.7135	9.37977	-3.18771	-6.15665
338.112	9.36681	6.62141	-14.6825	9.37974	-5.17917	-6.1334
338.113	9.36678	3.6365	-14.6553	9.37971	-6.17064	-6.11138
338.114	9.36674	1.65158	-14.6305	9.37967	-5.1621	-6.08811
338.116	9.36671	0.66667	-14.6069	9.37964	-4.15357	-6.06358
338.117	9.36667	-2.31825	-14.5871	9.3796	-2.14504	-6.03656
338.118	9.36664	-4.30316	-14.5697	9.37957	0.8635	-6.00578
338.119	9.3666	-6.28808	-14.5548	9.37953	0.87203	-5.975
338.121	9.36657	-5.27299	-14.5386	9.3795	2.88057	-5.94172
338.122	9.36653	-1.25791	-14.5175	9.37946	3.8891	-5.90719
338.123	9.3665	3.75718	-14.4901	9.37943	3.89764	-5.87265
338.124	9.36647	9.77227	-14.4552	9.3794	2.90617	-5.83935
338.126	9.36643	13.7874	-14.4153	9.37936	-1.08529	-5.811
338.127	9.3664	15.8024	-14.3729	9.37933	-5.07676	-5.78762
338.128	9.36636	15.8175	-14.3305	9.37929	-8.06822	-5.76796
338.129	9.36633	13.8326	-14.2906	9.37926	-11.0597	-5.75202
338.131	9.36629	12.8477	-14.2519	9.37922	-15.0512	-5.74104
338.132	9.36626	12.8628	-14.2132	9.37919	-19.0426	-5.73502
338.133	9.36622	11.8779	-14.1757	9.37915	-21.0341	-5.73147
338.134	9.36619	5.89295	-14.1456	9.37912	-22.0255	-5.72915
338.136	9.36616	-1.09196	-14.1243	9.37908	-23.017	-5.72807
338.137	9.36612	-7.07688	-14.1103	9.37905	-22.0085	-5.72574
338.138	9.36609	-11.0618	-14.1014	9.37902	-20.9999	-5.72215
338.139	9.36605	-12.0467	-14.0936	9.37898	-19.9914	-5.71731
338.141	9.36602	-11.0316	-14.0846	9.37895	-18.9829	-5.71122
338.142	9.36598	-10.0165	-14.0743	9.37891	-22.9743	-5.71009
338.143	9.36595	-7.00145	-14.0603	9.37888	-28.9658	-5.71641
338.144	9.36592	-2.98637	-14.0413	9.37884	-33.9573	-5.72893
338.146	9.36588	3.02872	-14.0148	9.37881	-37.9487	-5.74641
338.147	9.36585	7.0438	-13.9833	9.37877	-39.9402	-5.76637
338.148	9.36581	11.0589	-13.9468	9.37874	-41.9317	-5.7888
338.149	9.36578	13.074	-13.9078	9.37871	-43.9231	-5.81371
338.15	9.36574	15.0891	-13.8663	9.37867	-41.9146	-5.83612
338.152	9.36571	17.1042	-13.8223	9.37864	-38.9061	-5.85479
338.153	9.36567	16.1192	-13.7796	9.3786	-36.8975	-5.87097
338.154	9.36564	13.1343	-13.7405	9.37857	-35.889	-5.8859
338.155	9.36561	10.1494	-13.7052	9.37853	-35.8805	-5.90081
338.157	9.36557	8.16449	-13.6723	9.3785	-33.8719	-5.91323
338.158	9.36554	6.17957	-13.6419	9.37846	-30.8634	-5.92191
338.159	9.3655	2.19466	-13.6164	9.37843	-28.8548	-5.92808
338.16	9.36547	0.20974	-13.5934	9.3784	-25.8463	-5.93052
338.162	9.36543	-0.77517	-13.5717	9.37836	-22.8378	-5.92921
338.163	9.3654	1.23992	-13.5474	9.37833	-18.8293	-5.92292
338.164	9.36536	3.255	-13.5206	9.37829	-16.8207	-5.91414
338.165	9.36533	5.27009	-13.4913	9.37826	-17.8122	-5.90659
338.167	9.3653	5.28517	-13.462	9.37822	-16.8036	-5.89779
338.168	9.36526	4.30026	-13.4339	9.37819	-16.7951	-5.88898
338.169	9.36523	3.31534	-13.4071	9.37815	-16.7866	-5.88015
338.17	9.36519	3.33043	-13.3802	9.37812	-18.778	-5.87381
338.172	9.36516	4.34551	-13.3521	9.37808	-19.7695	-5.86869
338.173	9.36512	5.3606	-13.3227	9.37805	-20.761	-5.8648
338.174	9.36509	6.37568	-13.2921	9.37802	-22.7524	-5.86339
338.175	9.36505	8.39077	-13.2589	9.37798	-25.7439	-5.8657
338.177	9.36502	10.4059	-13.2232	9.37795	-27.7354	-5.87048
338.178	9.36499	11.4209	-13.1863	9.37791	-28.7268	-5.8765
338.179	9.36495	9.43603	-13.1518	9.37788	-29.7183	-5.88375
338.18	9.36492	7.45111	-13.1198	9.37784	-28.7098	-5.88975
338.182	9.36488	6.4662	-13.0891	9.37781	-27.7012	-5.8945
338.183	9.36485	7.48128	-13.057	9.37777	-27.6927	-5.89923
338.184	9.36481	7.49637	-13.025	9.37774	-23.6842	-5.89899
338.185	9.36478	5.51145	-12.9954	9.37771	-18.6756	-5.8925
338.187	9.36474	5.52654	-12.9658	9.37767	-14.6671	-5.88104
338.188	9.36471	7.54163	-12.9337	9.37764	-10.6586	-5.86459
338.189	9.36468	7.55671	-12.9016	9.3776	-5.65002	-5.84192
338.19	9.36464	7.5718	-12.8694	9.37757	-2.64148	-5.81551
338.192	9.36461	6.58688	-12.8385	9.37753	1.36705	-5.78412
338.193	9.36457	3.60197	-12.8113	9.3775	5.37559	-5.74774
338.194	9.36454	0.61705	-12.7878	9.37746	7.38412	-5.70887
338.195	9.3645	-1.36786	-12.7668	9.37743	9.39266	-5.6675
338.196	9.36447	-3.35278	-12.7482	9.3774	10.4012	-5.62488
338.198	9.36443	-3.33769	-12.7296	9.37736	8.40973	-5.58474
338.199	9.3644	-4.32261	-12.7123	9.37733	4.41826	-5.54955
338.2	9.36437	-4.30752	-12.6949	9.37729	-1.5732	-5.5218
338.201	9.36433	-5.29244	-12.6788	9.37726	-6.56467	-5.50027
338.203	9.3643	-5.27735	-12.6626	9.37722	-10.5561	-5.4837
338.204	9.36426	-8.26226	-12.6501	9.37719	-11.5476	-5.46836
338.205	9.36423	-9.24718	-12.6389	9.37715	-9.53906	-5.45052
338.206	9.36419	-8.23209	-12.6264	9.37712	-8.53053	-5.43143
338.208	9.36416	-6.21701	-12.6114	9.37709	-6.522	-5.40985
338.209	9.36412	-4.20192	-12.5939	9.37705	-7.51346	-5.3895
338.21	9.36409	-1.18684	-12.5726	9.37702	-12.5049	-5.37535
338.211	9.36406	1.82825	-12.5477	9.37698	-16.4964	-5.36617
338.213	9.36402	2.84333	-12.5214	9.37695	-20.4879	-5.36195
338.214	9.36399	2.85842	-12.4951	9.37691	-22.4793	-5.36019
338.215	9.36395	1.87351	-12.47	9.37688	-20.4708	-5.35595
338.216	9.36392	-0.11141	-12.4474	9.37684	-19.4623	-5.35045
338.218	9.36388	-1.09632	-12.4261	9.37681	-17.4537	-5.34245
338.219	9.36385	-5.08124	-12.4097	9.37678	-15.4452	-5.33196
338.22	9.36382	-7.06615	-12.3957	9.37674	-14.4367	-5.32021
338.221	9.36378	-9.05107	-12.3842	9.37671	-15.4281	-5.3097
338.223	9.36375	-12.036	-12.3765	9.37667	-16.4196	-5.30042
338.224	9.36371	-10.0209	-12.3662	9.37664	-16.411	-5.29113
338.225	9.36368	-8.00581	-12.3534	9.3766	-13.4025	-5.2781
338.226	9.36364	-5.99073	-12.3382	9.37657	-10.394	-5.26133
338.228	9.36361	-2.97564	-12.3191	9.37653	-8.38544	-5.24205
338.229	9.36357	2.03945	-12.2939	9.3765	-8.3769	-5.22277
338.23	9.36354	8.05453	-12.2611	9.37646	-8.36837	-5.20348
338.231	9.36351	15.0696	-12.2196	9.37643	-9.35983	-5.18542
338.233	9.36347	22.0847	-12.1695	9.3764	-11.3513	-5.16984
338.234	9.36344	26.0998	-12.1143	9.37636	-14.3428	-5.15798
338.235	9.3634	26.1149	-12.0591	9.37633	-15.3342	-5.14735
338.236	9.36337	25.13	-12.0051	9.37629	-15.3257	-5.13671
338.238	9.36333	24.145	-11.9524	9.37626	-17.3172	-5.12855
338.239	9.3633	23.1601	-11.9008	9.37622	-19.3086	-5.12287
338.24	9.36326	23.1752	-11.8493	9.37619	-20.3001	-5.1184
338.241	9.36323	21.1903	-11.8002	9.37615	-19.2916	-5.11269
338.242	9.3632	19.2054	-11.7536	9.37612	-18.283	-5.10572
338.244	9.36316	18.2205	-11.7083	9.37609	-18.2745	-5.09875
338.245	9.36313	16.2356	-11.6653	9.37605	-19.266	-5.093
338.246	9.36309	14.2506	-11.6249	9.37602	-19.2574	-5.08725
338.247	9.36306	12.2657	-11.5869	9.37598	-18.2489	-5.08024
338.249	9.36302	8.28081	-11.5539	9.37595	-15.2403	-5.0695
338.25	9.36299	3.2959	-11.5271	9.37591	-13.2318	-5.05626
338.251	9.36295	0.31098	-11.504	9.37588	-13.2233	-5.04301
338.252	9.36292	-0.67393	-11.482	9.37584	-12.2147	-5.02849
338.254	9.36289	-2.65885	-11.4626	9.37581	-9.20621	-5.01024
338.255	9.36285	-3.64376	-11.4444	9.37578	-7.19767	-4.98949
338.256	9.36282	-5.62867	-11.4287	9.37574	-4.18914	-4.965
338.257	9.36278	-7.61359	-11.4154	9.37571	-1.1806	-4.93678
338.259	9.36275	-9.5985	-11.4046	9.37567	0.82793	-4.90605
338.26	9.36271	-7.58342	-11.3913	9.37564	1.83647	-4.87408
338.261	9.36268	-5.56833	-11.3755	9.3756	-0.155	-4.84458
338.262	9.36265	-3.55325	-11.3572	9.37557	-1.14646	-4.81631
338.264	9.36261	-2.53816	-11.3376	9.37553	-2.13793	-4.78928
338.265	9.36258	0.47692	-11.3143	9.3755	-1.12939	-4.76099
338.266	9.36254	2.49201	-11.2885	9.37547	2.87914	-4.72772
338.267	9.36251	4.50709	-11.2602	9.37543	6.88768	-4.68946
338.269	9.36247	8.52218	-11.2268	9.3754	7.89621	-4.64994
338.27	9.36244	14.5373	-11.186	9.37536	9.90475	-4.60793
338.271	9.3624	16.5524	-11.1427	9.37533	15.9133	-4.55846
338.272	9.36237	17.5674	-11.0982	9.37529	20.9218	-4.50275
338.274	9.36234	16.5825	-11.0548	9.37526	23.9304	-4.44331
338.275	9.3623	15.5976	-11.0127	9.37522	25.9389	-4.38137
338.276	9.36227	15.6127	-10.9705	9.37519	26.9474	-4.31818
338.277	9.36223	17.6278	-10.9259	9.37516	28.956	-4.25249
338.279	9.3622	20.6429	-10.8775	9.37512	31.9645	-4.18306
338.28	9.36216	25.658	-10.8229	9.37509	31.973	-4.11362
338.281	9.36213	29.673	-10.7633	9.37505	31.9816	-4.04416
338.282	9.36209	32.6881	-10.6999	9.37502	28.9901	-3.97843
338.284	9.36206	34.7032	-10.634	9.37498	25.9986	-3.91641
338.285	9.36203	36.7183	-10.5657	9.37495	24.0072	-3.85687
338.286	9.36199	36.7334	-10.4973	9.37491	22.0157	-3.79981
338.287	9.36196	37.7485	-10.4276	9.37488	22.0242	-3.74273
338.288	9.36192	33.7636	-10.3629	9.37485	20.0328	-3.68814
338.29	9.36189	30.7786	-10.3019	9.37481	18.0413	-3.63602
338.291	9.36185	28.7937	-10.2434	9.37478	13.0498	-3.59011
338.292	9.36182	28.8088	-10.1848	9.37474	7.05837	-3.55164
338.293	9.36178	29.8239	-10.125	9.37471	1.06691	-3.52062
338.295	9.36175	30.839	-10.064	9.37467	-6.92456	-3.49953
338.296	9.36172	32.8541	-10.0004	9.37464	-12.916	-3.48589
338.297	9.36168	36.8691	-9.93183	9.3746	-20.9075	-3.48219
338.298	9.36165	40.8842	-9.85827	9.37457	-27.8989	-3.48717
338.3	9.36161	44.8993	-9.77973	9.37454	-31.8904	-3.49713
338.301	9.36158	48.9144	-9.69619	9.3745	-33.8819	-3.50955
338.302	9.36154	48.9295	-9.61263	9.37447	-33.8734	-3.52197
338.303	9.36151	48.9446	-9.52905	9.37443	-33.8648	-3.53438
338.305	9.36148	47.9597	-9.4467	9.3744	-34.8563	-3.54802
338.306	9.36144	46.9747	-9.36557	9.37436	-34.8477	-3.56166
338.307	9.36141	45.9898	-9.28566	9.37433	-30.8392	-3.5703
338.308	9.36137	45.0049	-9.20698	9.37429	-26.8307	-3.57396
338.31	9.36134	45.02	-9.12828	9.37426	-24.8221	-3.57512
338.311	9.3613	43.0351	-9.05205	9.37423	-24.8136	-3.57627
338.312	9.36127	39.0502	-8.98078	9.37419	-24.8051	-3.57741
338.313	9.36123	33.0653	-8.91695	9.37416	-23.7965	-3.5773
338.315	9.3612	26.0803	-8.8618	9.37412	-24.788	-3.57843
338.316	9.36117	21.0954	-8.81285	9.37409	-26.7795	-3.58203
338.317	9.36113	17.1105	-8.76885	9.37405	-27.7709	-3.58686
338.318	9.3611	11.1256	-8.73229	9.37402	-27.7624	-3.59168
338.32	9.36106	5.14068	-8.70317	9.37398	-29.7539	-3.59897
338.321	9.36103	1.15577	-8.679	9.37395	-29.7453	-3.60626
338.322	9.36099	-2.82914	-8.65979	9.37392	-28.7368	-3.61228
338.323	9.36096	-6.81406	-8.64553	9.37388	-28.7283	-3.6183
338.325	9.36092	-11.799	-8.63746	9.37385	-25.7197	-3.62058
338.326	9.36089	-15.7839	-8.63435	9.37381	-20.7112	-3.61663
338.327	9.36086	-18.7688	-8.63495	9.37378	-13.7027	-3.60398
338.328	9.36082	-17.7537	-8.63429	9.37374	-5.69412	-3.58136
338.33	9.36079	-13.7386	-8.62864	9.37371	-0.68558	-3.55252
338.331	9.36075	-12.7235	-8.62173	9.37367	4.32295	-3.51746
338.332	9.36072	-9.70846	-8.61108	9.37364	6.33149	-3.4799
338.333	9.36068	-8.69338	-8.59916	9.37361	6.34002	-3.44232
338.334	9.36065	-7.67829	-8.58597	9.37357	6.34855	-3.40473
338.336	9.36062	-6.6632	-8.57153	9.37354	5.35709	-3.36837
338.337	9.36058	-3.64812	-8.55333	9.3735	4.36562	-3.33325
338.338	9.36055	2.36697	-8.52766	9.37347	0.37416	-3.30309
338.339	9.36051	10.3821	-8.49203	9.37343	-4.61731	-3.27913
338.341	9.36048	18.3971	-8.44642	9.3734	-7.60877	-3.2589
338.342	9.36044	24.4122	-8.39334	9.37336	-10.6002	-3.24239
338.343	9.36041	29.4273	-8.33403	9.37333	-11.5917	-3.2271
338.344	9.36037	31.4424	-8.2722	9.3733	-11.5832	-3.21181
338.346	9.36034	32.4575	-8.20912	9.37326	-11.5746	-3.19651
338.347	9.36031	33.4726	-8.14478	9.37323	-10.5661	-3.17995
338.348	9.36027	33.4877	-8.08043	9.37319	-11.5576	-3.16462
338.349	9.36024	35.5027	-8.01356	9.37316	-11.549	-3.14928
338.351	9.3602	36.5178	-7.94544	9.37312	-11.5405	-3.13393
338.352	9.36017	36.5329	-7.8773	9.37309	-12.532	-3.11982
338.353	9.36013	35.548	-7.81037	9.37305	-12.5234	-3.10569
338.354	9.3601	32.5631	-7.74716	9.37302	-11.5149	-3.09032
338.356	9.36006	31.5782	-7.68518	9.37299	-9.50635	-3.07244
338.357	9.36003	28.5933	-7.6269	9.37295	-9.49782	-3.05456
338.358	9.36	25.6083	-7.57233	9.37292	-10.4893	-3.03791
338.359	9.35996	24.6234	-7.51899	9.37288	-9.48075	-3.02
338.361	9.35993	23.6385	-7.46687	9.37285	-10.4722	-3.00333
338.362	9.35989	22.6536	-7.41598	9.37281	-12.4637	-2.98912
338.363	9.35986	23.6687	-7.36382	9.37278	-15.4551	-2.97864
338.364	9.35982	25.6838	-7.30915	9.37274	-16.4466	-2.96939
338.366	9.35979	27.6989	-7.25199	9.37271	-16.4381	-2.96013
338.367	9.35976	27.7139	-7.19482	9.37268	-15.4295	-2.94962
338.368	9.35972	26.729	-7.13886	9.37264	-16.421	-2.94034
338.369	9.35969	23.7441	-7.08661	9.37261	-17.4125	-2.9323
338.371	9.35965	22.7592	-7.03559	9.37257	-18.4039	-2.92548
338.372	9.35962	19.7743	-6.98828	9.37254	-18.3954	-2.91866
338.373	9.35958	17.7894	-6.94344	9.3725	-14.3869	-2.90686
338.374	9.35955	14.8044	-6.9023	9.37247	-11.3783	-2.89131
338.375	9.35951	12.8195	-6.86363	9.37243	-8.3698	-2.87201
338.377	9.35948	10.8346	-6.82743	9.3724	-7.36126	-2.85147
338.378	9.35945	8.8497	-6.7937	9.37237	-7.35273	-2.83091
338.379	9.35941	7.86479	-6.76119	9.37233	-6.34419	-2.80911
338.38	9.35938	4.87987	-6.73239	9.3723	-5.33566	-2.78605
338.382	9.35934	-0.10504	-6.70979	9.37226	-3.32712	-2.76049
338.383	9.35931	-5.08996	-6.69339	9.37223	-3.31859	-2.73492
338.384	9.35927	-7.07487	-6.67946	9.37219	-2.31005	-2.70811
338.385	9.35924	-11.0598	-6.67048	9.37216	-0.30152	-2.67879
338.387	9.35921	-12.0447	-6.66273	9.37212	0.70702	-2.64822
338.388	9.35917	-12.0296	-6.65496	9.37209	0.71555	-2.61764
338.389	9.35914	-10.0145	-6.64468	9.37206	1.72409	-2.5858
338.39	9.3591	-7.99944	-6.63189	9.37202	2.73262	-2.5527
338.392	9.35907	-6.98436	-6.61785	9.37199	3.74116	-2.51836
338.393	9.35903	-5.96927	-6.60254	9.37195	4.74969	-2.48276
338.394	9.359	-4.95419	-6.58596	9.37192	3.75822	-2.44839
338.395	9.35896	-4.9391	-6.56937	9.37188	2.76676	-2.41526
338.397	9.35893	-3.92402	-6.55152	9.37185	1.77529	-2.38336
338.398	9.3589	-3.90893	-6.53365	9.37181	0.78383	-2.3527
338.399	9.35886	-2.89385	-6.51451	9.37178	-1.20764	-2.32451
338.4	9.35883	-1.87876	-6.49411	9.37175	-2.1991	-2.29754
338.402	9.35879	1.13633	-6.46997	9.37171	-3.19057	-2.27181
338.403	9.35876	5.15141	-6.44084	9.37168	-4.18203	-2.24731
338.404	9.35872	11.1665	-6.40423	9.37164	-6.1735	-2.22529
338.405	9.35869	13.1816	-6.36512	9.37161	-6.16496	-2.20326
338.407	9.35866	13.1967	-6.32599	9.37157	-3.15643	-2.17749
338.408	9.35862	11.2118	-6.28932	9.37154	-0.14789	-2.14798
338.409	9.35859	8.22684	-6.25636	9.3715	2.86064	-2.11473
338.41	9.35855	6.24192	-6.22587	9.37147	4.86918	-2.07899
338.412	9.35852	5.25701	-6.19661	9.37144	4.87771	-2.04324
338.413	9.35848	4.27209	-6.16856	9.3714	2.88625	-2.00996
338.414	9.35845	3.28718	-6.14175	9.37137	0.89478	-1.97915
338.415	9.35841	2.30227	-6.11615	9.37133	-0.09668	-1.94957
338.417	9.35838	2.31735	-6.09054	9.3713	-3.08815	-1.92371
338.418	9.35835	4.33244	-6.06242	9.37126	-4.07961	-1.89909
338.419	9.35831	6.34752	-6.0318	9.37123	-5.07108	-1.8757
338.42	9.35828	9.36261	-5.99744	9.3712	-8.06254	-1.85603
338.421	9.35824	9.37769	-5.96305	9.37116	-10.054	-1.83883
338.423	9.35821	11.3928	-5.92616	9.37113	-12.0455	-1.82412
338.424	9.35817	12.4079	-5.88801	9.37109	-13.0369	-1.81063
338.425	9.35814	11.423	-5.85108	9.37106	-13.0284	-1.79714
338.426	9.35811	10.438	-5.81537	9.37102	-12.0199	-1.78239
338.428	9.35807	10.4531	-5.77965	9.37099	-10.0113	-1.76514
338.429	9.35804	10.4682	-5.7439	9.37095	-8.0028	-1.74539
338.43	9.358	10.4833	-5.70814	9.37092	-7.99427	-1.72563
338.431	9.35797	10.4984	-5.67236	9.37089	-9.98573	-1.70835
338.433	9.35793	10.5135	-5.63656	9.37085	-12.9772	-1.69479
338.434	9.3579	10.5285	-5.60073	9.37082	-16.9687	-1.68619
338.435	9.35786	9.54363	-5.56613	9.37078	-22.9601	-1.68504
