b	fn2	n2	n2a	fo2	o2	o2a
337.503	9.38372	-23.7705	-20.3491	9.39667	-47.3612	-9.41983
337.504	9.38368	-24.7554	-20.3571	9.39664	-50.3527	-9.45274
337.505	9.38365	-27.7403	-20.3689	9.3966	-54.3442	-9.4906
337.507	9.38361	-30.7252	-20.3844	9.39657	-57.3356	-9.53219
337.508	9.38358	-31.7101	-20.401	9.39653	-58.3271	-9.575
337.509	9.38354	-32.695	-20.419	9.3965	-58.3186	-9.61781
337.51	9.38351	-31.68	-20.4356	9.39646	-59.31	-9.66185
337.511	9.38347	-28.6649	-20.4485	9.39643	-59.3015	-9.70588
337.513	9.38344	-24.6498	-20.4564	9.39639	-57.2929	-9.74741
337.514	9.38341	-20.6347	-20.4594	9.39636	-54.2844	-9.7852
337.515	9.38337	-18.6196	-20.4598	9.39632	-52.2759	-9.82049
337.516	9.38334	-20.6045	-20.4627	9.39629	-50.2673	-9.85329
337.518	9.3833	-20.5894	-20.4655	9.39625	-48.2588	-9.88359
337.519	9.38327	-19.5744	-20.4671	9.39622	-45.2503	-9.91014
337.52	9.38323	-21.5593	-20.4712	9.39618	-40.2417	-9.93048
337.521	9.3832	-22.5442	-20.4765	9.39615	-32.2332	-9.94086
337.523	9.38316	-21.5291	-20.4805	9.39612	-25.2247	-9.94253
337.524	9.38313	-18.514	-20.4808	9.39608	-19.2161	-9.93672
337.525	9.38309	-17.4989	-20.4798	9.39605	-15.2076	-9.92594
337.526	9.38306	-15.4838	-20.4764	9.39601	-14.1991	-9.91389
337.528	9.38303	-13.4688	-20.4704	9.39598	-15.1905	-9.90308
337.529	9.38299	-13.4537	-20.4644	9.39594	-16.182	-9.8935
337.53	9.38296	-11.4386	-20.4559	9.39591	-17.1735	-9.88515
337.531	9.38292	-8.4235	-20.4436	9.39587	-18.1649	-9.87804
337.533	9.38289	-5.40842	-20.4276	9.39584	-20.1564	-9.87341
337.534	9.38285	-5.39333	-20.4116	9.3958	-21.1479	-9.87
337.535	9.38282	-7.37825	-20.398	9.39577	-20.1393	-9.86535
337.536	9.38278	-11.3632	-20.3894	9.39574	-18.1308	-9.8582
337.538	9.38275	-16.3481	-20.387	9.3957	-17.1223	-9.84979
337.539	9.38271	-22.333	-20.392	9.39567	-16.1137	-9.84013
337.54	9.38268	-26.3179	-20.402	9.39563	-16.1052	-9.83046
337.541	9.38265	-27.3028	-20.4132	9.3956	-16.0967	-9.82077
337.543	9.38261	-27.2877	-20.4244	9.39556	-16.0881	-9.81108
337.544	9.38258	-26.2726	-20.4344	9.39553	-17.0796	-9.80261
337.545	9.38254	-24.2576	-20.4418	9.39549	-19.071	-9.79663
337.546	9.38251	-21.2425	-20.4455	9.39546	-22.0625	-9.79436
337.548	9.38247	-16.2274	-20.4429	9.39542	-25.054	-9.79581
337.549	9.38244	-11.2123	-20.4341	9.39539	-25.0454	-9.79726
337.55	9.3824	-8.19722	-20.4216	9.39535	-24.0369	-9.79745
337.551	9.38237	-8.18214	-20.409	9.39532	-23.0284	-9.79639
337.553	9.38233	-10.1671	-20.3989	9.39529	-20.0198	-9.79158
337.554	9.3823	-13.152	-20.3926	9.39525	-17.0113	-9.78303
337.555	9.38227	-17.1369	-20.3911	9.39522	-13.0028	-9.7695
337.556	9.38223	-18.1218	-20.3909	9.39518	-10.9942	-9.75347
337.557	9.3822	-16.1067	-20.3882	9.39515	-10.9857	-9.73744
337.559	9.38216	-13.0916	-20.3818	9.39511	-12.9772	-9.72387
337.56	9.38213	-8.07654	-20.3691	9.39508	-13.9686	-9.71154
337.561	9.38209	-3.06145	-20.3502	9.39504	-11.9601	-9.69672
337.562	9.38206	0.95363	-20.3263	9.39501	-6.95156	-9.67567
337.564	9.38202	2.96872	-20.2998	9.39497	-3.94302	-9.65088
337.565	9.38199	4.9838	-20.2709	9.39494	-0.93449	-9.62235
337.566	9.38195	7.99889	-20.2382	9.3949	-1.92595	-9.59506
337.567	9.38192	10.014	-20.203	9.39487	-5.91742	-9.57272
337.569	9.38188	14.0291	-20.1629	9.39484	-10.9089	-9.55658
337.57	9.38185	17.0441	-20.119	9.3948	-14.9004	-9.54541
337.571	9.38182	16.0592	-20.0763	9.39477	-15.8918	-9.53547
337.572	9.38178	15.0743	-20.0348	9.39473	-20.8833	-9.53174
337.574	9.38175	12.0894	-19.997	9.3947	-24.8747	-9.53297
337.575	9.38171	9.10449	-19.963	9.39466	-25.8662	-9.53543
337.576	9.38168	6.11957	-19.9326	9.39463	-26.8577	-9.53913
337.577	9.38164	3.13466	-19.906	9.39459	-26.8491	-9.54282
337.579	9.38161	-2.85026	-19.8868	9.39456	-26.8406	-9.54649
337.58	9.38157	-7.83517	-19.8739	9.39452	-27.8321	-9.5514
337.581	9.38154	-10.8201	-19.8646	9.39449	-29.8235	-9.55878
337.582	9.3815	-13.805	-19.859	9.39445	-31.815	-9.56864
337.584	9.38147	-15.7899	-19.8559	9.39442	-34.8065	-9.58221
337.585	9.38144	-18.7748	-19.8565	9.39439	-33.7979	-9.59453
337.586	9.3814	-19.7597	-19.8583	9.39435	-33.7894	-9.60684
337.587	9.38137	-20.7447	-19.8614	9.39432	-34.7809	-9.62039
337.589	9.38133	-20.7296	-19.8644	9.39428	-34.7723	-9.63393
337.59	9.3813	-21.7145	-19.8687	9.39425	-34.7638	-9.64745
337.591	9.38126	-24.6994	-19.8767	9.39421	-34.7553	-9.66097
337.592	9.38123	-26.6843	-19.8871	9.39418	-31.7467	-9.67074
337.594	9.38119	-31.6692	-19.9038	9.39414	-28.7382	-9.67677
337.595	9.38116	-35.6541	-19.9254	9.39411	-26.7296	-9.68031
337.596	9.38112	-37.6391	-19.9494	9.39407	-27.7211	-9.68507
337.597	9.38109	-39.624	-19.976	9.39404	-27.7126	-9.68983
337.599	9.38106	-41.6089	-20.005	9.39401	-27.704	-9.69457
337.6	9.38102	-43.5938	-20.0364	9.39397	-28.6955	-9.70055
337.601	9.38099	-46.5787	-20.0716	9.39394	-30.687	-9.70901
337.602	9.38095	-49.5636	-20.1105	9.3939	-28.6784	-9.71497
337.603	9.38092	-50.5485	-20.1506	9.39387	-26.6699	-9.71843
337.605	9.38088	-49.5335	-20.1894	9.39383	-24.6614	-9.7194
337.606	9.38085	-48.5184	-20.227	9.3938	-23.6528	-9.71912
337.607	9.38081	-46.5033	-20.2621	9.39376	-23.6443	-9.71881
337.608	9.38078	-43.4882	-20.2934	9.39373	-21.6358	-9.71601
337.61	9.38074	-44.4731	-20.326	9.39369	-21.6272	-9.7132
337.611	9.38071	-44.458	-20.3585	9.39366	-18.6187	-9.70665
337.612	9.38068	-43.443	-20.3898	9.39362	-18.6102	-9.70009
337.613	9.38064	-43.4279	-20.4211	9.39359	-18.6016	-9.69352
337.615	9.38061	-42.4128	-20.4511	9.39356	-15.5931	-9.68321
337.616	9.38057	-42.3977	-20.4811	9.39352	-13.5846	-9.67041
337.617	9.38054	-39.3826	-20.5073	9.39349	-12.576	-9.65635
337.618	9.3805	-37.3675	-20.531	9.39345	-12.5675	-9.64229
337.62	9.38047	-36.3524	-20.5535	9.39342	-10.559	-9.62572
337.621	9.38043	-34.3374	-20.5734	9.39338	-7.55042	-9.60541
337.622	9.3804	-32.3223	-20.5909	9.39335	-3.54189	-9.58012
337.623	9.38036	-30.3072	-20.6058	9.39331	-0.53335	-9.55108
337.625	9.38033	-28.2921	-20.6183	9.39328	-0.52482	-9.52204
337.626	9.3803	-25.277	-20.627	9.39324	-1.51628	-9.49423
337.627	9.38026	-22.2619	-20.6319	9.39321	-2.50775	-9.46766
337.628	9.38023	-17.2468	-20.6306	9.39318	-3.49921	-9.44231
337.63	9.38019	-13.2318	-20.6243	9.39314	-5.49068	-9.41945
337.631	9.38016	-12.2167	-20.6168	9.39311	-8.48214	-9.4003
337.632	9.38012	-10.2016	-20.6068	9.39307	-10.4736	-9.38363
337.633	9.38009	-7.18649	-20.593	9.39304	-11.4651	-9.36819
337.635	9.38005	-5.17141	-20.5767	9.393	-11.4565	-9.35274
337.636	9.38002	-2.15632	-20.5566	9.39297	-14.448	-9.341
337.637	9.37999	-0.14124	-20.5341	9.39293	-18.4395	-9.33423
337.638	9.37995	1.87385	-20.509	9.3929	-20.4309	-9.32993
337.64	9.37992	0.88893	-20.4852	9.39286	-21.4224	-9.32687
337.641	9.37988	-2.09598	-20.465	9.39283	-22.4139	-9.32504
337.642	9.37985	-5.0809	-20.4486	9.39279	-25.4053	-9.32693
337.643	9.37981	-4.06581	-20.4309	9.39276	-26.3968	-9.33006
337.645	9.37978	-3.05073	-20.412	9.39273	-23.3883	-9.32944
337.646	9.37974	-3.03564	-20.393	9.39269	-20.3797	-9.32509
337.647	9.37971	-5.02055	-20.3766	9.39266	-19.3712	-9.31948
337.648	9.37967	-9.00547	-20.365	9.39262	-16.3626	-9.31012
337.649	9.37964	-12.9904	-20.3585	9.39259	-13.3541	-9.29703
337.651	9.37961	-11.9753	-20.3506	9.39255	-12.3456	-9.28268
337.652	9.37957	-6.96021	-20.3365	9.39252	-14.3371	-9.27081
337.653	9.37954	-1.94513	-20.3162	9.39248	-14.3285	-9.25893
337.654	9.3795	1.06996	-20.2922	9.39245	-13.32	-9.24579
337.656	9.37947	1.08504	-20.2681	9.39241	-12.3115	-9.23141
337.657	9.37943	1.10013	-20.244	9.39238	-11.3029	-9.21576
337.658	9.3794	-0.88479	-20.2223	9.39234	-10.2944	-9.19887
337.659	9.37936	-3.8697	-20.2044	9.39231	-8.28584	-9.17948
337.661	9.37933	-4.85461	-20.1877	9.39228	-6.27731	-9.15759
337.662	9.37929	-4.83953	-20.171	9.39224	-6.26877	-9.13568
337.663	9.37926	-5.82444	-20.1555	9.39221	-5.26024	-9.11253
337.664	9.37923	-7.80936	-20.1425	9.39217	-5.2517	-9.08936
337.666	9.37919	-9.79427	-20.132	9.39214	-7.24317	-9.06867
337.667	9.37916	-12.7792	-20.1251	9.3921	-8.23463	-9.04921
337.668	9.37912	-16.7641	-20.1232	9.39207	-8.2261	-9.02974
337.669	9.37909	-19.749	-20.1251	9.39203	-7.21756	-9.00903
337.671	9.37905	-18.7339	-20.1256	9.392	-5.20903	-8.98581
337.672	9.37902	-17.7189	-20.1249	9.39196	-5.20049	-8.96258
337.673	9.37898	-18.7038	-20.1254	9.39193	-4.19196	-8.9381
337.674	9.37895	-18.6887	-20.1259	9.3919	-4.18342	-8.91361
337.676	9.37891	-19.6736	-20.1277	9.39186	-4.17489	-8.8891
337.677	9.37888	-18.6585	-20.1281	9.39183	-5.16635	-8.86583
337.678	9.37885	-19.6434	-20.1298	9.39179	-7.15782	-8.84503
337.679	9.37881	-18.6283	-20.1302	9.39176	-9.14928	-8.82671
337.681	9.37878	-18.6133	-20.1306	9.39172	-11.1408	-8.81086
337.682	9.37874	-16.5982	-20.1286	9.39169	-11.1322	-8.79501
337.683	9.37871	-15.5831	-20.1252	9.39165	-9.12368	-8.77666
337.684	9.37867	-14.568	-20.1206	9.39162	-6.11515	-8.75457
337.686	9.37864	-13.5529	-20.1147	9.39158	-4.10661	-8.72999
337.687	9.3786	-12.5378	-20.1076	9.39155	-3.09808	-8.70415
337.688	9.37857	-14.5227	-20.1029	9.39152	-5.08954	-8.68078
337.689	9.37853	-16.5077	-20.1007	9.39148	-5.08101	-8.6574
337.691	9.3785	-18.4926	-20.1009	9.39145	-6.07247	-8.63525
337.692	9.37847	-19.4775	-20.1024	9.39141	-5.06394	-8.61185
337.693	9.37843	-18.4624	-20.1026	9.39138	-4.0554	-8.5872
337.694	9.3784	-16.4473	-20.1003	9.39134	-4.04687	-8.56253
337.695	9.37836	-14.4322	-20.0956	9.39131	-4.03833	-8.53786
337.697	9.37833	-13.4171	-20.0895	9.39127	-6.0298	-8.51566
337.698	9.37829	-13.402	-20.0834	9.39124	-7.02126	-8.4947
337.699	9.37826	-14.387	-20.0786	9.3912	-8.01273	-8.47497
337.7	9.37822	-17.3719	-20.0775	9.39117	-9.00419	-8.45648
337.702	9.37819	-18.3568	-20.0776	9.39113	-7.99566	-8.43672
337.703	9.37815	-19.3417	-20.0789	9.3911	-5.98712	-8.41446
337.704	9.37812	-22.3266	-20.0839	9.39107	-4.97859	-8.39096
337.705	9.37809	-23.3115	-20.0902	9.39103	-3.97005	-8.3662
337.707	9.37805	-21.2965	-20.0939	9.391	-2.96152	-8.34018
337.708	9.37802	-19.2814	-20.0951	9.39096	-1.95298	-8.31292
337.709	9.37798	-17.2663	-20.0939	9.39093	-1.94445	-8.28564
337.71	9.37795	-16.2512	-20.0913	9.39089	-1.93591	-8.25836
337.712	9.37791	-16.2361	-20.0888	9.39086	-1.92738	-8.23106
337.713	9.37788	-19.221	-20.09	9.39082	-0.91884	-8.20252
337.714	9.37784	-20.2059	-20.0924	9.39079	-1.91031	-8.1752
337.715	9.37781	-21.1909	-20.096	9.39075	-4.90178	-8.1516
337.717	9.37778	-22.1758	-20.1008	9.39072	-7.89324	-8.13171
337.718	9.37774	-23.1607	-20.1069	9.39069	-10.8847	-8.11555
337.719	9.37771	-25.1456	-20.1154	9.39065	-13.8762	-8.1031
337.72	9.37767	-29.1305	-20.1289	9.39062	-15.8676	-8.09313
337.722	9.37764	-31.1154	-20.1448	9.39058	-14.8591	-8.08191
337.723	9.3776	-29.1003	-20.1583	9.39055	-15.8506	-8.07193
337.724	9.37757	-25.0852	-20.1667	9.39051	-17.842	-8.06442
337.725	9.37753	-21.0702	-20.1702	9.39048	-16.8335	-8.05565
337.727	9.3775	-17.0551	-20.1687	9.39044	-14.825	-8.04439
337.728	9.37746	-14.04	-20.1634	9.39041	-10.8164	-8.02815
337.729	9.37743	-13.0249	-20.1569	9.39037	-6.80789	-8.00691
337.73	9.3774	-11.0098	-20.1478	9.39034	-1.79936	-7.97945
337.732	9.37736	-8.99474	-20.1363	9.39031	1.20918	-7.94826
337.733	9.37733	-6.97966	-20.1222	9.39027	3.21771	-7.91456
337.734	9.37729	-5.96457	-20.1069	9.39024	3.22625	-7.88086
337.735	9.37726	-4.94949	-20.0903	9.3902	3.23478	-7.84714
337.737	9.37722	-5.9344	-20.075	9.39017	2.24332	-7.81466
337.738	9.37719	-4.91932	-20.0584	9.39013	1.25185	-7.78341
337.739	9.37715	-4.90423	-20.0417	9.3901	1.26039	-7.75215
337.74	9.37712	-3.88914	-20.0238	9.39006	1.26892	-7.72089
337.741	9.37708	-2.87406	-20.0047	9.39003	2.27746	-7.68836
337.743	9.37705	-7.85897	-19.9917	9.38999	4.28599	-7.65333
337.744	9.37702	-11.8439	-19.9837	9.38996	3.29452	-7.61954
337.745	9.37698	-13.8288	-19.9782	9.38993	1.30306	-7.58822
337.746	9.37695	-13.8137	-19.9726	9.38989	-3.68841	-7.56311
337.748	9.37691	-16.7986	-19.9708	9.38986	-6.67987	-7.54172
337.749	9.37688	-19.7835	-19.9726	9.38982	-9.67134	-7.52405
337.75	9.37684	-20.7685	-19.9757	9.38979	-13.6628	-7.51135
337.751	9.37681	-19.7534	-19.9775	9.38975	-14.6543	-7.49987
337.753	9.37677	-14.7383	-19.9731	9.38972	-11.6457	-7.48466
337.754	9.37674	-10.7232	-19.9638	9.38968	-10.6372	-7.46819
337.755	9.3767	-7.70812	-19.9506	9.38965	-10.6287	-7.45171
337.756	9.37667	-4.69303	-19.9337	9.38961	-12.6201	-7.4377
337.758	9.37664	-3.67795	-19.9156	9.38958	-12.6116	-7.42368
337.759	9.3766	-2.66286	-19.8961	9.38954	-11.6031	-7.40841
337.76	9.37657	-2.64778	-19.8767	9.38951	-9.59452	-7.39064
337.761	9.37653	-2.63269	-19.8572	9.38948	-6.58599	-7.36914
337.763	9.3765	-1.61761	-19.8365	9.38944	-3.57745	-7.34389
337.764	9.37646	1.39748	-19.8121	9.38941	-2.56892	-7.31739
337.765	9.37643	3.41256	-19.7851	9.38937	-4.56038	-7.29337
337.766	9.37639	5.42765	-19.7556	9.38934	-8.55185	-7.27431
337.768	9.37636	5.44274	-19.7261	9.3893	-13.5433	-7.26146
337.769	9.37633	5.45782	-19.6966	9.38927	-17.5348	-7.25356
337.77	9.37629	4.47291	-19.6683	9.38923	-21.5263	-7.25063
337.771	9.37626	3.48799	-19.6412	9.3892	-26.5177	-7.2539
337.773	9.37622	4.50308	-19.6129	9.38916	-28.5092	-7.25964
337.774	9.37619	6.51816	-19.5821	9.38913	-30.5006	-7.26786
337.775	9.37615	6.53325	-19.5512	9.3891	-32.4921	-7.27856
337.776	9.37612	8.54833	-19.5179	9.38906	-33.4836	-7.2905
337.778	9.37608	8.56342	-19.4845	9.38903	-35.475	-7.30491
337.779	9.37605	8.57851	-19.4511	9.38899	-36.4665	-7.32055
337.78	9.37601	7.59359	-19.4189	9.38896	-36.458	-7.33618
337.781	9.37598	7.60868	-19.3867	9.38892	-38.4494	-7.35429
337.783	9.37595	6.62376	-19.3558	9.38889	-43.4409	-7.3786
337.784	9.37591	4.63885	-19.3273	9.38885	-47.4324	-7.40787
337.785	9.37588	1.65393	-19.3025	9.38882	-50.4238	-7.44086
337.786	9.37584	-1.33098	-19.2814	9.38878	-52.4153	-7.47633
337.787	9.37581	-4.3159	-19.264	9.38875	-50.4068	-7.50929
337.789	9.37577	-7.30081	-19.2504	9.38872	-48.3982	-7.53977
337.79	9.37574	-9.28573	-19.2392	9.38868	-47.3897	-7.56899
337.791	9.3757	-10.2706	-19.2293	9.38865	-45.3811	-7.59571
337.792	9.37567	-12.2555	-19.2218	9.38861	-44.3726	-7.62119
337.794	9.37564	-16.2405	-19.2192	9.38858	-43.3641	-7.64541
337.795	9.3756	-19.2254	-19.2204	9.38854	-40.3556	-7.66589
337.796	9.37557	-21.2103	-19.224	9.38851	-38.347	-7.68386
337.797	9.37553	-25.1952	-19.2326	9.38847	-36.3385	-7.69934
337.799	9.3755	-28.1801	-19.2449	9.38844	-36.3299	-7.71481
337.8	9.37546	-28.165	-19.2572	9.3884	-35.3214	-7.72902
337.801	9.37543	-29.15	-19.2707	9.38837	-33.3129	-7.74074
337.802	9.37539	-30.1349	-19.2855	9.38834	-31.3043	-7.74996
337.804	9.37536	-34.1198	-19.3051	9.3883	-28.2958	-7.75545
337.805	9.37532	-40.1047	-19.3323	9.38827	-26.2873	-7.75844
337.806	9.37529	-45.0896	-19.3656	9.38823	-24.2787	-7.75893
337.807	9.37526	-46.0745	-19.4001	9.3882	-21.2702	-7.75568
337.809	9.37522	-48.0594	-19.4371	9.38816	-18.2617	-7.74869
337.81	9.37519	-49.0444	-19.4754	9.38813	-16.2531	-7.73919
337.811	9.37515	-47.0293	-19.5111	9.38809	-14.2446	-7.7272
337.812	9.37512	-44.0142	-19.5431	9.38806	-13.2361	-7.71396
337.814	9.37508	-40.9991	-19.5714	9.38802	-13.2275	-7.70071
337.815	9.37505	-37.984	-19.5959	9.38799	-11.219	-7.68497
337.816	9.37501	-33.9689	-19.6154	9.38796	-9.21046	-7.66672
337.817	9.37498	-29.9538	-19.6299	9.38792	-7.20192	-7.64598
337.819	9.37495	-25.9388	-19.6394	9.38789	-7.19339	-7.62524
337.82	9.37491	-21.9237	-19.6439	9.38785	-9.18485	-7.60696
337.821	9.37488	-20.9086	-19.6472	9.38782	-9.17632	-7.58868
337.822	9.37484	-18.8935	-19.6479	9.38778	-7.16778	-7.56789
337.824	9.37481	-17.8784	-19.6474	9.38775	-6.15925	-7.54585
337.825	9.37477	-16.8633	-19.6457	9.38771	-3.15071	-7.52007
337.826	9.37474	-15.8483	-19.6426	9.38768	-1.14218	-7.4918
337.827	9.3747	-15.8332	-19.6396	9.38764	-2.13364	-7.46476
337.829	9.37467	-13.8181	-19.634	9.38761	-6.12511	-7.44268
337.83	9.37463	-13.803	-19.6285	9.38758	-8.11657	-7.42307
337.831	9.3746	-12.7879	-19.6216	9.38754	-11.108	-7.40719
337.832	9.37457	-11.7728	-19.6135	9.38751	-15.0995	-7.39627
337.833	9.37453	-10.7577	-19.6042	9.38747	-18.091	-7.38907
337.835	9.3745	-8.74265	-19.5923	9.38744	-21.0824	-7.38559
337.836	9.37446	-6.72756	-19.578	9.3874	-24.0739	-7.38582
337.837	9.37443	-8.71248	-19.5661	9.38737	-27.0654	-7.38977
337.838	9.37439	-10.6974	-19.5566	9.38733	-30.0568	-7.39744
337.84	9.37436	-13.6823	-19.5509	9.3873	-33.0483	-7.40883
337.841	9.37432	-14.6672	-19.5464	9.38726	-36.0398	-7.42394
337.842	9.37429	-18.6521	-19.5468	9.38723	-39.0312	-7.44277
337.843	9.37426	-22.637	-19.5523	9.3872	-40.0227	-7.46283
337.845	9.37422	-24.622	-19.5602	9.38716	-39.0142	-7.48164
337.846	9.37419	-25.6069	-19.5693	9.38713	-37.0056	-7.49795
337.847	9.37415	-26.5918	-19.5796	9.38709	-35.9971	-7.51301
337.848	9.37412	-26.5767	-19.5899	9.38706	-34.9886	-7.52682
337.85	9.37408	-24.5616	-19.5977	9.38702	-33.98	-7.53936
337.851	9.37405	-22.5465	-19.603	9.38699	-36.9715	-7.55563
337.852	9.37401	-19.5315	-19.6046	9.38695	-37.9629	-7.57313
337.853	9.37398	-16.5164	-19.6024	9.38692	-39.9544	-7.5931
337.855	9.37394	-13.5013	-19.5964	9.38688	-42.9459	-7.6168
337.856	9.37391	-11.4862	-19.588	9.38685	-46.9373	-7.64545
337.857	9.37388	-11.4711	-19.5795	9.38682	-48.9288	-7.67659
337.858	9.37384	-13.456	-19.5735	9.38678	-48.9203	-7.70771
337.86	9.37381	-17.4409	-19.5724	9.38675	-48.9117	-7.73883
337.861	9.37377	-21.4259	-19.5763	9.38671	-47.9032	-7.76869
337.862	9.37374	-22.4108	-19.5815	9.38668	-45.8947	-7.79606
337.863	9.3737	-23.3957	-19.5878	9.38664	-43.8861	-7.82092
337.865	9.37367	-26.3806	-19.5979	9.38661	-41.8776	-7.84328
337.866	9.37363	-27.3655	-19.6092	9.38657	-39.8691	-7.86315
337.867	9.3736	-26.3504	-19.6192	9.38654	-39.8605	-7.88301
337.868	9.37357	-23.3353	-19.6255	9.3865	-40.852	-7.9041
337.87	9.37353	-21.3203	-19.6293	9.38647	-40.8435	-7.92518
337.871	9.3735	-20.3052	-19.6318	9.38644	-39.8349	-7.94501
337.872	9.37346	-19.2901	-19.6331	9.3864	-38.8264	-7.96359
337.873	9.37343	-18.275	-19.633	9.38637	-36.8179	-7.97967
337.875	9.37339	-18.2599	-19.633	9.38633	-33.8093	-7.99201
337.876	9.37336	-19.2448	-19.6342	9.3863	-29.8008	-7.99937
337.877	9.37332	-19.2297	-19.6354	9.38626	-26.7922	-8.00298
337.878	9.37329	-20.2147	-19.6378	9.38623	-24.7837	-8.00409
337.879	9.37326	-20.1996	-19.6401	9.38619	-22.7752	-8.00271
337.881	9.37322	-17.1845	-19.6388	9.38616	-24.7666	-8.0038
337.882	9.37319	-15.1694	-19.6349	9.38612	-27.7581	-8.00861
337.883	9.37315	-16.1543	-19.6323	9.38609	-28.7496	-8.01466
337.884	9.37312	-18.1392	-19.6321	9.38606	-28.741	-8.0207
337.886	9.37308	-16.1241	-19.6294	9.38602	-27.7325	-8.02548
337.887	9.37305	-12.1091	-19.6217	9.38599	-26.724	-8.02902
337.888	9.37301	-8.09397	-19.6091	9.38595	-27.7154	-8.03378
337.889	9.37298	-6.07889	-19.5939	9.38592	-26.7069	-8.03728
337.891	9.37294	-4.0638	-19.5762	9.38588	-27.6984	-8.04202
337.892	9.37291	-5.04872	-19.5598	9.38585	-27.6898	-8.04675
337.893	9.37288	-5.03363	-19.5433	9.38581	-27.6813	-8.05147
337.894	9.37284	-6.01855	-19.528	9.38578	-26.6728	-8.05493
337.896	9.37281	-7.00346	-19.514	9.38574	-27.6642	-8.05963
337.897	9.37277	-7.98838	-19.5012	9.38571	-30.6557	-8.06804
337.898	9.37274	-5.97329	-19.4859	9.38568	-34.6472	-8.08142
337.899	9.3727	-5.9582	-19.4706	9.38564	-39.6386	-8.10101
337.901	9.37267	-3.94312	-19.4528	9.38561	-43.6301	-8.12556
337.902	9.37263	0.07197	-19.43	9.38557	-42.6216	-8.14886
337.903	9.3726	5.08705	-19.4009	9.38554	-42.613	-8.17213
337.904	9.37257	10.1021	-19.3656	9.3855	-44.6045	-8.19789
337.906	9.37253	12.1172	-19.3278	9.38547	-46.596	-8.22612
337.907	9.3725	13.1323	-19.2888	9.38543	-46.5874	-8.25434
337.908	9.37246	15.1474	-19.2472	9.3854	-45.5789	-8.2813
337.909	9.37243	16.1625	-19.2044	9.38536	-43.5703	-8.30578
337.911	9.37239	17.1776	-19.1603	9.38533	-41.5618	-8.32775
337.912	9.37236	18.1927	-19.1149	9.3853	-38.5533	-8.34599
337.913	9.37232	19.2077	-19.0683	9.38526	-33.5447	-8.358
337.914	9.37229	19.2228	-19.0217	9.38523	-30.5362	-8.36627
337.916	9.37225	18.2379	-18.9763	9.38519	-29.5277	-8.37329
337.917	9.37222	15.253	-18.9346	9.38516	-27.5191	-8.3778
337.918	9.37219	13.2681	-18.8954	9.38512	-25.5106	-8.37982
337.919	9.37215	10.2832	-18.8599	9.38509	-25.5021	-8.38183
337.921	9.37212	7.29825	-18.8281	9.38505	-24.4935	-8.38258
337.922	9.37208	6.31333	-18.7975	9.38502	-23.485	-8.38208
337.923	9.37205	7.32842	-18.7657	9.38499	-22.4765	-8.38033
337.924	9.37201	7.34351	-18.7338	9.38495	-20.4679	-8.37608
337.925	9.37198	6.35859	-18.7032	9.38492	-18.4594	-8.36934
337.927	9.37194	5.37368	-18.6737	9.38488	-19.4509	-8.36383
337.928	9.37191	4.38876	-18.6456	9.38485	-20.4423	-8.35955
337.929	9.37188	3.40385	-18.6186	9.38481	-20.4338	-8.35527
337.93	9.37184	2.41893	-18.5929	9.38478	-19.4252	-8.34972
337.932	9.37181	3.43402	-18.5659	9.38474	-17.4167	-8.34167
337.933	9.37177	6.4491	-18.5351	9.38471	-15.4082	-8.33113
337.934	9.37174	8.46419	-18.5019	9.38467	-11.3996	-8.31561
337.935	9.3717	8.47927	-18.4686	9.38464	-11.3911	-8.30007
337.937	9.37167	6.49436	-18.4378	9.38461	-13.3826	-8.28702
337.938	9.37163	4.50945	-18.4095	9.38457	-16.3741	-8.27768
337.939	9.3716	4.52453	-18.3811	9.38454	-19.3655	-8.27206
337.94	9.37157	2.53962	-18.3552	9.3845	-19.357	-8.26644
337.942	9.37153	-1.4453	-18.3343	9.38447	-18.3484	-8.25956
337.943	9.3715	-3.43021	-18.3158	9.38443	-18.3399	-8.25267
337.944	9.37146	-4.41513	-18.2986	9.3844	-16.3314	-8.24327
337.945	9.37143	-5.40004	-18.2826	9.38436	-14.3228	-8.23138
337.947	9.37139	-10.385	-18.2727	9.38433	-14.3143	-8.21948
337.948	9.37136	-15.3699	-18.2691	9.38429	-14.3058	-8.20757
337.949	9.37132	-18.3548	-18.2692	9.38426	-13.2972	-8.19441
337.95	9.37129	-18.3397	-18.2693	9.38423	-15.2887	-8.18372
337.952	9.37126	-17.3246	-18.2681	9.38419	-16.2802	-8.17427
337.953	9.37122	-17.3095	-18.2669	9.38416	-18.2716	-8.16729
337.954	9.37119	-20.2944	-18.2694	9.38412	-19.2631	-8.16155
337.955	9.37115	-23.2794	-18.2756	9.38409	-19.2546	-8.15579
337.957	9.37112	-23.2643	-18.2818	9.38405	-19.246	-8.15002
337.958	9.37108	-26.2492	-18.2917	9.38402	-17.2375	-8.14175
337.959	9.37105	-27.2341	-18.3028	9.38398	-17.229	-8.13347
337.96	9.37101	-25.219	-18.3114	9.38395	-18.2204	-8.12643
337.962	9.37098	-24.2039	-18.3188	9.38392	-18.2119	-8.11938
337.963	9.37094	-24.1888	-18.3261	9.38388	-17.2034	-8.11107
337.964	9.37091	-23.1738	-18.3322	9.38385	-15.1948	-8.10026
